"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,0,0,0,5000
48,2537,0,0,0,2414,0,0,0,1
67,7,15,3545,5,5,1219,2,67,68
2516,0,2484,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,0,92,0,0,0,4908,0,0
0,0,0,5,0,0,4995,0,0,0
0,0,0,1,1,0,4998,0,0,0
1,611,0,4388,0,0,0,0,0,0
0,4798,0,0,0,0,0,0,202,0
0,0,0,5000,0,0,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,4378,0,0,622,0,0
6,0,2101,2099,0,0,762,0,11,21
0,0,0,0,0,0,0,5000,0,0
0,0,10,4371,0,0,24,4,591,0
0,0,0,1326,0,1,0,0,0,3673
0,0,0,5000,0,0,0,0,0,0
0,33,7,0,4924,28,0,0,0,8
71,1278,26,1,73,3539,7,1,1,3
0,0,0,0,0,0,0,0,4759,241
0,5000,0,0,0,0,0,0,0,0
756,1887,8,1999,17,31,40,243,5,14
1,4842,2,0,45,103,1,0,0,6
7,0,0,0,0,0,0,36,4957,0
0,40,0,0,0,0,0,0,4957,3
0,0,0,0,0,0,4999,0,0,1
138,127,50,355,1069,52,378,2629,146,56
0,0,0,0,4999,1,0,0,0,0
