"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,5000,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,4888,0,0,4,108,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,0,0,0,5000
0,0,3,0,0,0,0,0,4997,0
5000,0,0,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
3,4,6,12,2,246,3,4511,213,0
3,0,27,4409,7,0,540,13,0,1
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,0,5000,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,586,0,4414,0,0,0
0,5000,0,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
81,0,0,0,0,0,0,0,0,4919
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
4374,7,2,30,0,1,14,7,1,564
0,4743,257,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
4995,0,0,0,0,1,0,0,0,4
0,0,0,12,0,0,0,3,4985,0
