"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
8,1,3,427,77,1199,69,1,3207,8
0,0,0,0,0,0,0,5000,0,0
4764,0,0,0,0,0,0,0,236,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,100,0,0,0,4900,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
0,1,4738,0,0,0,231,0,0,30
2417,22,2416,44,16,5,5,48,8,19
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,5000,0,0,0,0,0
6,1,0,0,3652,0,0,0,0,1341
1368,0,0,0,3631,1,0,0,0,0
0,4824,85,0,0,1,0,0,90,0
0,0,0,0,4747,0,0,0,0,253
0,0,0,5000,0,0,0,0,0,0
0,0,0,1,4997,0,2,0,0,0
0,0,0,5000,0,0,0,0,0,0
121,5,2,304,4,2250,2235,19,42,18
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,5000,0,0,0,0,0
4987,13,0,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,4970,0,0,0,0,0,30,0,0
0,0,0,0,0,0,5000,0,0,0
250,0,0,33,4717,0,0,0,0,0
0,5,6,0,11,0,34,2,1,4941
4783,35,86,5,4,16,28,12,3,28
