"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
589,0,0,0,0,4411,0,0,0,0
4670,0,30,240,0,26,0,3,30,1
0,0,0,0,5000,0,0,0,0,0
4846,6,6,31,41,11,8,35,3,13
0,3,0,0,90,0,0,4907,0,0
0,5000,0,0,0,0,0,0,0,0
0,4784,0,0,216,0,0,0,0,0
0,0,0,0,0,4962,0,0,37,1
0,0,0,0,0,0,0,4995,5,0
0,4761,239,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,0,0,0,5000,0,0
27,11,545,78,4024,5,75,20,28,187
0,4918,0,0,0,3,0,0,0,79
0,0,0,0,0,0,0,1341,3659,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,2,0,4998,0,0
5,5,5,34,34,4834,2,15,33,33
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
43,0,0,0,4956,0,0,1,0,0
0,709,0,0,268,1970,2,0,0,2051
0,0,0,0,0,4997,3,0,0,0
0,0,0,80,4920,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
4306,0,0,0,0,73,0,0,620,1
0,0,0,0,0,5000,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
