"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
203,223,2,1,1,4497,1,3,34,35
0,4999,0,0,0,0,0,0,1,0
0,5000,0,0,0,0,0,0,0,0
1,222,33,7,1,0,1,3,4698,34
2,97,12,7,31,0,18,4802,0,31
0,5000,0,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,8,1,0,0,0,0,0,0,4991
0,1,0,96,0,4901,1,0,1,0
0,0,0,0,0,0,3645,0,0,1355
0,0,0,0,0,5000,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
2,0,4391,1,603,0,0,0,3,0
0,0,0,1,0,0,0,0,0,4999
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,4931,0,14,0,28,0,0,0,27
0,17,0,96,0,224,0,0,4656,7
0,1262,3286,0,0,0,452,0,0,0
78,176,223,183,17,1506,590,81,608,1538
78,4170,4,32,596,78,11,6,24,1
4973,0,1,0,1,0,17,0,4,4
0,0,0,5000,0,0,0,0,0,0
0,4965,2,0,0,0,33,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,0,5000,0,0,0
