"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,4404,0,0,0,593,3,0,0,0
2887,1032,0,1081,0,0,0,0,0,0
2,16,2394,7,7,20,122,6,36,2390
0,0,5000,0,0,0,0,0,0,0
0,0,4424,0,0,7,569,0,0,0
11,268,242,24,0,758,2134,776,782,5
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,99,4901,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
592,0,0,0,0,0,0,0,4408,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,555,0,0,0,208,4237,0
0,0,0,0,0,0,0,0,5000,0
5000,0,0,0,0,0,0,0,0,0
0,0,80,0,0,4832,88,0,0,0
0,0,0,0,0,0,0,5000,0,0
1304,0,0,0,0,0,0,0,3696,0
0,0,0,0,0,0,0,5000,0,0
0,0,8,2,0,0,81,0,0,4909
0,0,0,0,0,5000,0,0,0,0
0,0,4999,0,1,0,0,0,0,0
0,0,0,0,0,0,4999,1,0,0
5000,0,0,0,0,0,0,0,0,0
3,587,25,1,4289,2,13,37,35,8
0,0,0,0,0,0,0,4999,0,1
0,0,0,5000,0,0,0,0,0,0
0,0,2489,0,0,2511,0,0,0,0
