"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
151,11,366,395,0,0,46,5,1,6,47,2,47,19,0,0,5,6,4,1,134,2716,5,0,5,975,17,17,1,18
83,2,0,9,13,2,1725,36,1,8,4,12,1682,14,0,37,0,4,5,26,1,1,656,10,621,38,5,0,4,1
2,13,0,0,250,0,1,41,0,10,1,0,0,1,0,0,2,0,1,1,0,108,1946,39,1,1896,0,685,2,0
7,0,0,1934,0,0,1,2,0,5,1,2,0,273,1,0,3,0,0,0,1,1907,1,111,2,13,0,721,0,15
742,0,2,4,14,1,102,1940,1,109,4,9,30,41,4,4,18,14,1,12,0,1888,37,3,7,2,10,1,0,0
1,2228,0,15,1,1,14,7,1,0,12,1,86,2,310,7,5,42,29,2,0,7,0,4,1,2208,13,2,1,0
0,0,278,33,9,0,9,2215,0,1,2,13,45,0,7,3,23,4,11,7,113,2102,15,6,42,14,37,10,1,0
950,14,0,6,0,2,4,2628,1,336,0,0,7,973,1,0,4,1,28,8,16,4,2,7,2,0,0,5,1,0
0,1,0,2,0,0,1,4,1,8,3,1312,1,11,0,5,3450,20,0,57,75,0,0,25,10,0,8,6,0,0
1,2,2,14,0,0,12,0,0,0,3,0,6,0,0,0,3,2,766,3,0,824,2,0,2241,3,818,295,1,2
53,1,2,5,2,1,24,4,1,357,132,353,53,11,2,2720,4,7,2,133,19,9,1,41,1014,20,18,3,5,3
0,2,10,4284,4,1,12,5,0,32,2,3,30,0,78,2,74,64,7,2,228,2,3,1,28,24,6,92,4,0
112,2,8,0,19,1,8,126,0,2,2,1,2,57,137,8,1,375,341,23,5,128,2610,1006,3,18,0,1,3,1
0,5,20,3,4,1,8,342,1,2604,13,0,3,352,52,133,17,920,20,1,10,1,1,2,27,0,328,2,0,130
78,225,95,1,6,1,2,27,1,228,1784,14,11,0,1,1818,11,264,90,1,2,236,4,0,5,11,3,37,2,42
0,0,2,14,1,0,2332,1,0,0,2,2,1,2,1,5,0,2,0,0,121,2,120,13,1,15,2,2314,0,47
6,3018,8,4,2,1,2,3,1,387,13,3,4,1,1,2,57,2,0,1,3,166,0,8,0,135,20,1151,0,1
3,839,0,7,27,0,2,5,0,107,0,3,12,1,1,42,0,269,6,6,1,114,336,39,0,0,898,2282,0,0
375,25,2,4,2,3,1084,144,1,1,1,1,17,9,2,1,369,49,1,5,2,3,57,1,2766,1,8,62,2,2
1,2,1,2,559,0,3851,2,1,1,0,0,2,3,0,1,1,1,0,3,3,3,518,0,1,23,10,11,0,0
4440,26,2,9,9,0,29,9,0,7,1,72,8,1,247,4,3,37,2,23,28,7,2,7,2,2,2,13,0,8
3,58,17,10,3,1,20,4,1,12,0,1198,13,170,160,1,5,3270,3,19,1,2,3,5,0,1,4,7,2,7
0,8,338,127,14,0,1,2703,1,1,4,962,4,1,12,20,126,17,56,387,134,4,1,59,5,2,1,2,0,10
318,7,2556,1,8,4,117,8,1,133,3,125,121,0,2,2,50,945,22,6,13,16,39,137,18,316,19,11,2,0
11,3318,0,1,0,0,26,69,0,2,5,3,7,4,1,13,61,1,0,24,66,23,0,28,1,69,1266,0,0,1
83,3,87,1,25,0,0,33,1,30,0,0,1,1,90,1580,1,1,581,74,1,0,1598,0,1,0,212,1,0,595
