"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
208,0,208,74,5,0,654,609,1,2,1,1,0,16,0,621,0,257,9,6,0,12,1,0,1,0,1,603,0,1710
6,24,12,71,23,9,5,9,2,19,183,6,5,33,28,8,202,19,15,192,10,17,17,4,2,4030,8,32,4,5
6,1,14,131,47,2,2,140,0,0,1,1,1,2,3,6,40,2452,46,13,15,117,1,894,8,0,825,104,1,127
0,0,0,3,5,1,100,96,0,1,1965,5,18,1,12,710,0,18,38,1,11,5,8,6,24,1958,14,0,0,0
0,4,0,41,1520,2,1,1,2,0,2,1,3,3,0,10,233,0,78,4,196,1447,1432,1,1,1,9,1,2,5
0,14,17,7,146,0,8,7,2,10,59,3095,419,6,53,1,1,434,50,418,68,2,2,2,9,163,4,1,2,0
2,2,2,946,0,1,2,45,0,0,2,962,6,2,1,0,0,19,3,135,3,4,2686,119,1,47,2,0,0,8
20,0,1,1336,65,0,1,57,0,1327,0,0,1,16,2,6,56,172,1269,0,495,1,4,170,0,0,1,0,0,0
0,0,0,1,4,0,0,1,0,1,1,16,4691,0,0,17,0,2,1,230,7,0,8,1,1,1,3,0,3,11
258,38,254,8,10,0,0,2,1,274,0,9,7,1854,23,101,1874,13,79,12,97,16,35,0,0,0,0,2,0,33
0,3870,547,215,0,0,1,72,0,1,2,198,10,9,0,0,3,0,0,28,14,0,0,26,1,0,2,0,0,1
138,346,0,0,115,0,364,2650,0,3,1,45,4,17,40,1,3,131,1,6,47,133,0,0,1,10,0,4,1,939
3,2,14,66,0,0,26,2,0,557,24,2,4,1,33,2,2,2,2,13,13,209,0,5,4001,3,10,2,2,0
3,2,3,10,1,0,2,1,0,983,0,5,5,1,1,66,0,0,1048,2,7,0,2782,0,25,0,52,0,1,0
0,3,2,159,2,0,7,166,0,0,46,0,3,0,0,11,1,4,9,7,6,61,6,1,1199,6,3297,3,0,1
258,6,1,3,235,1,41,4,5,2,1904,685,6,71,1,2,2,42,88,722,4,3,17,86,8,1,1,99,0,702
15,1154,0,7,0,3,35,49,1,0,7,0,1,0,20,17,167,1123,20,6,1,0,1,1174,2,1,1192,1,1,2
1,99,1,2,94,2,6,38,2,2182,3,834,4,297,7,14,1,2,318,4,119,111,2,3,6,15,1,14,2,816
0,2,33,751,2,0,6,279,0,8,1,13,31,1,42,0,3,1,3,1,16,28,1862,4,1881,1,13,5,0,13
2,2,196,5,10,0,1,1,0,0,76,77,4302,5,210,19,0,83,4,0,1,0,3,0,0,1,2,0,0,0
1585,4,1,0,11,0,0,6,0,0,2,7,0,0,2,0,0,203,1,2,28,3,1619,1517,1,1,0,1,1,5
12,3,14,0,5,0,8,8,1,1,7,1,0,0,2,1,0,4,0,701,1,0,3,714,14,1,738,2040,0,721
1,0,3991,0,2,0,0,9,1,21,81,0,540,16,1,0,4,1,10,3,5,2,208,37,28,24,0,3,1,11
