"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,0,114,0,0,0,1,17,0,1944,5,31,2,755,10,40,0,2054,0,1,3,0,1,0,1,0,18,0,0,3
7,1,9,10,4,0,9,196,0,32,12,485,1,3,6,1,3564,5,23,6,8,65,6,503,6,22,0,15,1,0
2,1,36,2,104,0,2,274,2,2,0,4,783,32,91,2063,0,2,1,0,2,739,2,0,16,10,98,2,2,728
4,48,347,53,0,2,2629,991,1,130,8,3,24,23,0,10,359,14,8,21,146,15,126,3,23,3,2,6,1,0
4,6,4,109,108,3,2050,22,1,12,97,2,95,9,22,2,2,6,125,30,11,22,1,2057,13,47,6,5,2,127
2,5,4,2,863,3,333,6,3,3,19,20,4,52,12,2,46,3,11,1,856,0,12,2,8,2376,335,12,3,2
111,0,4,1913,1,1,0,41,0,1,5,0,31,0,42,1,0,1,1,0,2,0,13,91,731,41,0,1967,0,2
4,5,1971,3,5,5,6,15,6,775,8,8,3,19,10,2,2,4,3,1969,98,3,17,1,33,5,11,3,3,3
3,0,57,0,2,2,1,0,0,2,47,0,0,3,0,7,3,0,1,0,0,18,1012,2,1,2837,1,0,0,1001
534,1,3856,502,3,0,1,0,0,3,0,0,0,18,0,1,1,7,2,3,15,2,10,1,3,36,0,0,0,1
18,0,2674,1,1,0,3,928,1,6,4,2,1,1,1,5,2,0,952,1,126,140,132,1,0,0,0,0,0,0
9,1,2,69,1,0,0,5,1,0,2,8,0,1,2,1,7,3,0,21,2,0,0,3454,1267,0,144,0,0,0
28,1,1,0,1,0,4653,0,1,2,2,0,1,23,246,0,2,3,2,4,5,3,0,1,12,6,2,0,0,1
1,5,4,1,6,3,5,3760,5,10,10,507,2,4,572,17,4,6,3,5,17,3,5,5,12,10,4,2,11,1
0,0,4268,2,9,0,1,0,0,66,1,0,5,1,11,0,0,0,1,1,0,0,0,1,65,1,0,0,0,567
0,0,15,13,2,0,1,0,0,2071,0,0,41,1,0,727,3,0,2106,3,1,0,2,0,2,1,8,0,0,3
158,1,19,3,3051,0,1,0,0,69,3,0,0,46,1,1135,2,0,1,395,1,1,60,1,2,3,43,2,1,1
0,2,0,1209,3,0,0,0,0,1,0,1,0,176,8,8,0,0,3110,0,1,1,6,0,0,53,409,11,1,0
3,32,1,2,12,1,4,81,1,1,195,1,3,0,64,5,230,11,8,5,74,627,585,5,580,193,26,601,1,1648
0,0,0,1,15,0,1,119,0,0,0,1,0,2,46,1,0,1,1,1,0,0,0,0,18,301,2,2259,0,2231
1,0,31,4012,6,0,0,17,0,1,5,4,0,27,2,12,0,5,0,7,192,3,529,0,64,25,54,2,0,1
0,3,128,0,21,0,0,42,0,0,0,4,0,4,1,2245,0,4,2,0,2,0,318,0,1,3,2221,0,1,0
5,0,1,2412,1,0,1,2455,0,0,14,19,7,0,2,0,0,0,0,45,1,2,17,0,12,2,3,1,0,0
0,573,0,0,1,0,29,6,0,0,0,0,12,1527,27,590,3,0,0,0,1571,3,70,564,2,6,13,0,1,2
15,3,54,66,16,1,0,1,3,29,7,1,1,35,1252,5,1,2,1,10,1,5,6,2,9,3,5,3463,1,2
0,3,213,0,3,1,1,3,0,0,15,5,0,28,93,2,0,0,1,5,0,1,0,0,30,0,4595,0,1,0
1,9,392,1,59,0,9,2,0,6,4,7,2946,0,4,22,0,0,5,0,3,29,1041,1,18,384,57,0,0,0
1,6,1,0,167,0,0,151,0,2,4,2,177,48,9,0,0,0,1169,3,0,15,3232,6,0,3,1,2,0,1
1,8,2,8,1,1,1,0,1,126,6,1,3,0,2,3,6,318,3,0,2604,47,3,0,16,0,955,883,0,1
30,2,9,11,5,0,0,3,4,17,87,3,5,1,1749,1,3,1,1,7,1717,4,32,644,3,630,27,0,0,4
8,1556,2,1590,2,0,4,1,1,0,27,1539,3,3,2,12,0,14,3,1,1,0,1,0,2,2,210,3,0,13
1,15,328,0,0,0,4,3,0,0,928,12,0,5,2464,862,1,0,311,8,40,0,2,0,3,5,0,1,0,7
3,18,923,4,52,1,2,945,1,6,2646,5,45,131,49,0,0,0,0,0,143,2,1,0,5,3,7,0,3,5
18,2,212,1,6,2,24,5,2,10,1,1395,5,32,23,510,0,188,70,0,511,4,1,529,1,22,10,1413,1,2
0,3,0,1,3,1,0,9,2,1,0,0,1,1,30,3,1,0,8,0,0,0,77,1,234,4591,3,3,2,25
0,0,2253,1,0,0,0,0,0,5,7,123,2,2174,0,0,0,316,11,0,1,1,0,101,0,4,0,1,0,0
1,1,0,0,3,0,1,0,0,8,3,0,2,1,2,0,0,0,1,1,33,1,2,4106,2,599,2,15,1,215
0,1,0,0,93,0,0,6,0,645,287,29,0,3,1868,241,1,1762,2,2,2,5,0,0,4,2,2,13,0,32
0,4,1286,4,1159,0,15,154,1,430,423,3,1,2,2,22,1233,157,6,60,2,1,2,5,8,17,0,1,0,2
0,2,2560,3,13,2,1,0,1,16,20,57,2,916,975,12,2,0,4,2,46,4,6,0,4,0,1,350,0,1
0,27,0,0,0,1,1,74,1,81,491,185,0,1,20,0,1,1,2,0,10,73,77,0,4,179,5,1,0,3765
8,8,1,21,5,2,4,1,0,1054,39,22,2,61,0,5,2989,5,11,0,378,49,148,0,21,148,1,17,0,0
0,1,3968,3,7,0,73,10,0,27,27,11,3,2,547,8,17,33,204,0,27,8,1,7,0,4,1,2,0,9
0,3,5,0,6,0,2,1,0,3,1241,0,17,0,1,0,2,3416,42,162,0,29,0,2,0,0,67,1,0,0
9,6,112,2,7,5,3,0,3,35,50,2,9,3,829,287,309,2243,7,2,110,9,10,1,7,106,5,18,1,810
1,10,23,0,0,0,1,0,0,3,1244,0,0,12,0,0,0,2,3302,24,0,0,0,1,181,1,23,1,0,171
4,7,41,2,38,4,0,30,0,7,5,2,2,13,4818,2,1,1,4,3,4,0,1,0,1,3,4,0,1,2
3,3,0,0,1,0,4,7,0,3,438,1,136,3,3131,0,0,1159,11,1,1,1,71,0,19,0,1,0,0,6
245,2,98,1891,2,0,686,16,0,11,0,2,36,2,89,1819,0,4,3,31,7,1,31,1,0,10,11,1,1,0
2,0,1,0,1,1,2,0,2,3,1,7,0,21,1,0,0,0,2,0,1237,436,2,0,3280,0,0,1,0,0
