"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,15,0,2,4983,0,0,0,0
8,0,0,16,1,7,83,0,1,4884
0,0,2477,0,0,0,0,0,2523,0
4908,92,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5000,0,0
90,1,0,0,1,0,4905,3,0,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,5000,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
8,3200,6,5,13,66,1175,59,41,427
0,0,0,5000,0,0,0,0,0,0
0,0,4999,0,0,0,0,1,0,0
1,0,0,0,1,4997,1,0,0,0
0,5000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5000
0,1,1,0,12,4884,1,7,2,92
231,5,0,88,16,0,0,4660,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,21,0,0,0,0,3635,1343,1
0,4831,0,1,90,77,0,1,0,0
17,28,2,30,53,2,472,0,3196,1200
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,252,4748,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
