"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,0,0,5000,0,0,0
5000,0,0,0,0,0,0,0,0,0
84,6,4227,88,6,7,524,6,13,39
0,5000,0,0,0,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
8,19,3200,5,8,1,435,1173,0,151
121,33,5,52,16,2361,2228,47,7,130
4412,0,0,0,0,0,1,0,0,587
0,0,0,0,0,5000,0,0,0,0
0,4994,0,0,2,4,0,0,0,0
0,0,4985,0,0,0,0,0,15,0
4983,2,0,1,2,2,1,9,0,0
0,5000,0,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,0,2,0,0,4998,0,0
0,0,0,0,0,4999,0,0,1,0
0,36,0,1,0,4962,0,0,0,1
251,4694,46,0,5,0,0,0,1,3
0,0,0,0,0,4997,0,3,0,0
0,0,0,0,5000,0,0,0,0,0
34,100,1835,10,271,1835,721,85,12,97
0,9,3,2008,699,2011,270,0,0,0
0,0,0,0,5000,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,4950,10,0,39,1,0,0,0,0
