"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,4413,587,0,0,0,0
0,0,5000,0,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,4995
0,4923,2,2,10,17,3,4,34,5
0,0,4169,0,602,0,6,223,0,0
0,0,0,0,0,5000,0,0,0,0
0,1,0,1,3,4384,0,0,611,0
0,2,14,0,0,0,4984,0,0,0
0,0,0,4999,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,5000
2,5,16,0,2,0,5,4,4,4962
0,0,0,0,0,0,0,0,0,5000
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,5000,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
5,0,0,4407,0,0,0,0,0,588
0,0,0,0,0,0,0,5000,0,0
0,0,0,5000,0,0,0,0,0,0
0,1,4433,0,0,561,5,0,0,0
83,8,29,3,4524,234,13,9,23,74
0,0,5000,0,0,0,0,0,0,0
1,8,4,3,4201,522,3,2,225,31
0,0,0,0,0,5000,0,0,0,0
0,0,35,22,4943,0,0,0,0,0
0,0,0,0,0,5000,0,0,0,0
96,10,18,1895,104,1831,95,680,264,7
0,0,0,0,0,1,0,4999,0,0
2,2,16,2424,13,2433,0,109,1,0
