"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4998,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,5000,0
0,0,0,87,11,0,4820,0,81,1
0,0,0,0,0,0,0,0,5000,0
3,218,3,2,6,70,2,2,19,4675
4996,4,0,0,0,0,0,0,0,0
0,0,0,0,4995,5,0,0,0,0
0,0,0,0,12,0,0,4988,0,0
0,0,0,4999,0,0,1,0,0,0
0,0,0,0,0,0,5000,0,0,0
0,0,0,0,0,5000,0,0,0,0
0,3637,0,0,0,4,0,0,0,1359
12,3,32,9,59,446,3114,1152,2,171
0,0,3,79,4505,4,212,0,97,100
95,0,4903,2,0,0,0,0,0,0
5000,0,0,0,0,0,0,0,0,0
0,0,0,0,4895,0,2,0,103,0
0,0,0,0,1,0,4999,0,0,0
0,59,0,0,0,0,0,1328,1,3612
3,172,0,1297,9,1,0,1,2,3515
0,0,0,0,0,0,0,5000,0,0
0,0,5000,0,0,0,0,0,0,0
0,0,0,0,5000,0,0,0,0,0
0,0,0,5000,0,0,0,0,0,0
0,0,0,69,0,0,4906,0,25,0
0,0,0,0,0,0,0,5000,0,0
0,0,0,0,0,0,0,0,5000,0
0,0,5000,0,0,0,0,0,0,0
4133,27,33,19,11,79,23,73,69,533
0,5000,0,0,0,0,0,0,0,0
