"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2"
1.03544405818493,0,0.153382790290786,0,0,0,0.0136376430217175,0.11540051871991,0,0,1.17224057886992,0.000896166988336949,0.326293128754011,0,0.0514370695322026,0,0.156069438709525,0.23323396021063,0.191421278146342,0.120474587832588,1.3865088176799,0.123275475495494,0.496456859099547,0.0349930401382822,0.246583534132332,0.0789848697989425,0.288898673161098,0.301719867485659,0.388295802450539,0.31527853933106
0,1.05414571547353,0,0,0.00754370697189005,0,0,-0.183358714518056,-0.00231999817763391,0.147789954456624,0.000896166988336949,1.16959302094079,0,0,0.119255220750987,0.115937142909489,0.0148433481760744,-0.257830334555484,-0.0645986699503554,0.281178047167276,0.123275475495494,1.30584270108266,0.0487264622760116,0,0.229742490458625,0.235760921599063,0.0818689765457889,-0.248157305135258,-0.0752886711988207,0.437174924641323
0.153382790290786,0,1.09020419195543,0,0,0.0625385682060776,0,0,0.260217515740775,0,0.326293128754011,0,1.25492441119792,0,0.00446892280062636,0.126691588445938,0,-0.0315423737488301,0.44510887138287,0,0.496456859099547,0.0487264622760116,1.44536352025038,0,0.176779538927664,0.167955143572898,0,-0.10644795021905,0.662634528047071,0.0763970990956643
0,0,0,1.02899856035895,0.172741068831222,0,0,0,0,0,0,0,0,1.08254514710396,0.285440694043967,0,0,-0.0727201125167547,0,0,0.0349930401382822,0,0,1.13210216226154,0.357105175741302,0,-0.0335183296242224,-0.127297976097298,0,0
0,0.00754370697189005,0,0.172741068831222,1.03638439173105,0,0,0,0.0857523326508857,0,0.0514370695322026,0.119255220750987,0.00446892280062636,0.285440694043967,1.1341706768779,0,0,0,0.189018922596105,0.123207230392291,0.246583534132332,0.229742490458625,0.176779538927664,0.357105175741302,1.27322852970345,0.0295638114958186,0.0474294448035897,-0.0365953467468732,0.351040393592202,0.25624401450313
0,0,0.0625385682060776,0,0,1.01362380900035,0,0,-0.0157477288157451,0.0952473808599971,0,0.115937142909489,0.126691588445938,0,0,1.10048739621394,0,0.109634546806453,-0.125578436923873,0.242283246640826,0.0789848697989425,0.235760921599063,0.167955143572898,0,0.0295638114958186,1.22370481931008,0,0.219861712514353,-0.219491618006714,0.402646870760035
0.0136376430217175,0,0,0,0,0,1.01135821685319,0,0.10596657996005,0,0.156069438709525,0.0148433481760744,0,0,0,0,1.06950491616846,0.0802584339271744,0.21128222617976,0,0.288898673161098,0.0818689765457889,0,-0.0335183296242224,0.0474294448035897,0,1.14943697648449,0.157890263318435,0.291105895635893,0.101009413794769
0.11540051871991,-0.183358714518056,0,0,0,0,0,1.05844456937806,-0.117378566572928,0.000165793992086486,0.23323396021063,-0.257830334555484,-0.0315423737488301,-0.0727201125167547,0,0.109634546806453,0.0802584339271744,1.20134088685612,-0.204977179222795,0.118889498713821,0.301719867485659,-0.248157305135258,-0.10644795021905,-0.127297976097298,-0.0365953467468732,0.219861712514353,0.157890263318435,1.35503337689751,-0.302512730896475,0.249802552366779
0,-0.00231999817763391,0.260217515740775,0,0.0857523326508857,-0.0157477288157451,0.10596657996005,-0.117378566572928,1.09565863024634,0,0.191421278146342,-0.0645986699503554,0.44510887138287,0,0.189018922596105,-0.125578436923873,0.21128222617976,-0.204977179222795,1.31261199171456,0,0.388295802450539,-0.0752886711988207,0.662634528047071,0,0.351040393592202,-0.219491618006714,0.291105895635893,-0.302512730896475,1.59627301515175,0
0,0.147789954456624,0,0,0,0.0952473808599971,0,0.000165793992086486,0,1.03039824031712,0.120474587832588,0.281178047167276,0,0,0.123207230392291,0.242283246640826,0,0.118889498713821,0,1.15038133752514,0.31527853933106,0.437174924641323,0.0763970990956643,0,0.25624401450313,0.402646870760035,0.101009413794769,0.249802552366779,0,1.34081377205962
