V25,V37,V24,V4,V20
1,0,0,0,0
0,0,0,152,1
1,0,2,1,0
0,0,0,0,0
0,0,0,0,0
4,0,2,9,2
0,2,0,47,0
0,0,0,5,0
0,0,0,1,1
0,0,0,0,0
1,0,0,0,1
1,1,1,0,1
0,0,0,1,1
1,0,0,4,0
0,0,2,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0,0,0
0,0,0,16,0
0,1,0,0,1
0,0,0,0,0
1,1,0,5,0
0,0,0,14,0
0,0,0,332,1
1,0,1,2,0
1,0,0,19,0
0,1,0,59,0
0,0,0,308,1
0,1,1,11,0
0,0,0,0,0
0,1,0,1,0
0,0,0,1180,0
0,0,1,0,0
1,2,0,805,2
1,0,0,3,2
0,0,0,0,1
0,2,2,6,0
0,1,0,2,0
0,0,0,1,0
1,0,0,0,2
0,0,0,0,0
0,1,0,2,1
2,2,1,8,0
0,0,1,48,1
0,0,1,8,0
0,0,0,0,0
0,0,0,1,0
1,1,0,3101,1
0,0,0,11,0
1,0,0,2,0
0,0,0,1,0
0,0,0,8,1
0,1,0,1,1
0,0,0,52,0
1,1,1,2484,0
0,0,1,0,0
0,0,0,24,1
0,1,0,4,0
1,1,2,9,0
1,0,1,19,0
0,0,1,0,1
0,1,2,1071,0
1,0,0,1,0
0,1,0,0,0
0,1,0,658,1
0,0,0,7,0
1,1,0,0,0
0,0,1,0,0
6,7,5,3240,4
0,0,0,0,0
0,0,0,467,0
0,0,1,1558,0
2,1,2,14,0
0,0,1,0,0
1,1,1,0,0
0,0,0,2,0
0,0,0,2,1
1,1,0,1,0
0,0,0,0,0
0,1,1,256,1
