V37,V30,V24,V25,V13,V9
0,0,1,0,0,1
1,1,0,0,0,0
0,1,1,0,0,0
1,0,0,1,0,0
2,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,0
0,4,1,0,1,2
0,2,1,0,0,1
0,0,1,1,0,1
1,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,1
0,2,3,2,3,4
0,0,0,1,0,0
3,1,1,0,0,0
0,0,0,0,1,0
0,1,1,0,1,0
2,0,0,0,0,0
0,0,0,2,0,0
1,0,0,0,0,0
1,0,0,0,1,1
0,1,0,0,0,1
0,0,0,0,0,0
13,7,10,16,14,13
1,0,0,0,0,0
1,0,2,1,1,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,1,0
0,0,0,0,1,1
4,1,0,0,0,0
0,0,0,0,1,0
1,1,1,3,2,1
1,1,2,0,1,0
0,2,2,0,0,1
0,2,0,0,0,1
0,0,2,0,2,1
1,1,1,0,1,0
0,0,1,0,1,0
1,1,0,0,1,0
4,4,2,3,1,6
0,0,0,0,0,0
1,0,0,1,0,0
1,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,1,1,1
1,0,0,0,0,0
0,0,0,0,1,0
2,0,0,1,2,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,1,0,0,0
3,4,3,4,5,7
0,0,0,0,0,1
0,0,1,0,0,0
0,1,0,1,1,2
0,0,1,1,0,0
0,0,0,0,0,1
0,0,1,0,2,0
2,1,0,0,0,0
1,0,1,1,0,0
6,3,3,5,2,3
0,0,1,1,0,0
0,0,2,0,0,1
1,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,1,0,0,0,0
0,0,0,1,0,2
