V30,V5,V25,V70
1,0,3,0
0,0,0,3
0,21,0,4
0,35,1,0
1,0,2,0
0,6,4,7
0,792,1,1
0,0,1,81
0,5,3,0
1,10,11,2
0,0,1,0
0,0,1011,4
0,0,547,2
0,1,0,314
0,16,30,1
0,0,0,3
0,0,0,42
560,1399,1389,1398
0,0,9,463
0,1,0,3
0,0,4,0
0,0,0,135
0,31,0,2
0,1,0,0
0,0,94,0
0,0,14,104
0,0,0,415
0,1,6,2
0,23,0,0
2,2,2,2
0,0,0,12
0,46,10,0
0,55,2,0
0,1,1,0
1,0,1,0
0,59,5,14
0,2,0,5
0,0,1,0
0,0,1,0
0,32,0,74
0,0,0,452
0,0,2,2
0,1,0,44
0,1,0,1
0,0,0,0
0,0,1,14
1,0,2,1
0,0,2,14
1,147,0,0
0,54,11,143
0,18,44,12
0,951,0,1
0,1,1,0
0,17,1,0
0,0,18,0
0,0,3,0
0,0,0,3
0,1,1,6
0,0,23,4
0,233,229,74
0,1,1,2
1,143,1,1
0,1,0,373
0,0,0,0
0,2,0,1
0,1,31,574
0,2,291,1
2,0,446,27
0,12,1,0
0,1,1219,1219
0,0,0,57
0,2,6,12
0,4,5,0
1,2,12,0
0,0,2,17
0,0,0,3
0,14,1,7
0,0,1,0
0,2,0,47
0,1,0,7
0,91,4,0
0,0,1,1085
0,37,1,3
0,0,0,2
0,0,0,0
7,70,3,16
0,847,3,0
0,3,3,11
0,0,1121,9
1,0,0,4
1,1211,0,19
1,0,0,1
0,0,1,0
0,15,1,0
0,0,1,6
0,0,7,143
0,1,2,0
0,1,678,0
0,0,0,1
1,1,3,1
0,16,1,6
1,1,2,0
0,0,1,1
0,3,1,0
1,0,20,0
0,0,0,3
0,2,7,3
0,14,0,6
0,5,0,27
0,78,3,6
0,0,0,756
0,0,155,1
1,0,1,7
0,0,0,0
0,14,4,8
1,2,0,11
0,1,1,2
0,0,5,0
0,2,1,5
0,0,1,0
