V5,V9,V30,V37,V25,V24
2,0,0,0,0,0
20,0,0,1,2,0
430,3,2,2,2,3
1,1,2,0,0,0
147,0,0,0,0,1
0,0,0,0,0,0
4,0,1,0,1,0
5,1,1,0,0,2
4,0,1,1,0,0
652,0,0,0,0,0
48,1,1,0,0,0
3,0,0,0,1,0
0,0,0,0,1,1
0,1,3,0,2,3
1,0,0,2,0,0
1,0,0,1,0,0
0,0,1,0,0,0
70,0,1,0,0,1
18,0,0,0,0,0
2,2,2,4,1,3
0,1,0,0,3,0
1,0,0,1,1,0
0,0,2,0,0,2
42,0,0,0,0,0
1,1,2,1,1,1
0,1,0,0,0,0
1,0,0,0,0,1
5,1,0,0,0,0
1094,0,1,0,0,0
0,0,1,0,0,1
58,0,0,0,1,0
2,0,0,0,0,0
630,0,0,2,1,0
461,1,1,0,1,0
2,1,2,0,0,0
2,0,0,0,0,0
48,0,0,1,3,0
2,1,1,0,0,0
0,0,1,0,0,1
0,1,1,0,0,2
121,1,2,1,2,0
43,1,0,1,1,1
0,2,0,0,1,0
279,0,1,0,2,0
1,0,0,1,1,0
2,2,2,0,0,1
2,0,0,0,1,1
12,1,3,2,0,0
0,0,0,0,0,1
1,0,0,0,1,1
108,2,1,2,1,0
2,0,0,1,0,0
0,0,0,0,0,0
1,0,2,0,0,1
1,0,1,0,0,0
0,1,1,0,0,0
3,0,0,0,1,0
68,0,0,0,0,0
185,0,0,0,1,1
7,0,0,3,1,1
418,0,0,0,0,0
1,1,2,1,1,0
1,0,0,0,0,0
71,0,0,1,1,0
0,0,2,1,1,1
0,1,2,1,0,0
0,0,1,0,0,0
13,1,0,0,0,0
39,1,0,0,0,0
2069,9,13,16,8,27
1,0,1,0,0,0
199,0,0,1,0,2
7,2,1,1,0,0
0,0,0,0,0,0
58,0,0,0,0,0
0,0,1,0,0,0
15,0,0,0,0,1
6,0,0,1,1,0
0,3,1,0,0,0
1,0,0,0,0,0
