"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.71809833666449,-0.147810183492724,0,-0.0143018736153811,-0.284190182835879,-0.00233039281578227,-0.833552164587773,0,0.246090733538413,0.0733772687733574
-0.147810183492724,2.689875744333,0,-1.33384083312624,-0.709997965968073,0.0664810366026252,0,-0.399196561861855,0,0
0,0,1.57333816257673,0.175127521722622,-0.146910020720721,0,-0.447308120404653,-0.464663972065548,-0.3619189123997,0.0791178951269997
-0.0143018736153811,-1.33384083312624,0.175127521722622,2.16886182667757,0,0,-0.447986797897333,0,-0.174337459496514,0.0163132833113763
-0.284190182835879,-0.709997965968073,-0.146910020720721,0,3.93003464031527,-0.475686014838957,-0.76578328175699,-1.67949747670169,-0.283624640167762,-0.480720623664002
-0.00233039281578227,0.0664810366026252,0,0,-0.475686014838957,1.53028195027292,-0.685164517482035,0.418270986371792,0,-0.213737524086295
-0.833552164587773,0,-0.447308120404653,-0.447986797897333,-0.76578328175699,-0.685164517482035,2.83896497915602,0,0,0
0,-0.399196561861855,-0.464663972065548,0,-1.67949747670169,0.418270986371792,0,2.70648291984275,0,-0.189679312298063
0.246090733538413,0,-0.3619189123997,-0.174337459496514,-0.283624640167762,0,0,0,1.31022699158349,0.426949650427493
0.0733772687733574,0,0.0791178951269997,0.0163132833113763,-0.480720623664002,-0.213737524086295,0,-0.189679312298063,0.426949650427493,1.38815338784286
