V76,V11,V71
0,0,0
0,0,2
0,1,71
1,0,5
1,1,3
0,1,0
0,0,0
1,1,0
0,0,1
0,1,0
0,0,0
2,1,2
0,1,1
2,0,166
0,1,125
0,1,724
0,1,12
0,0,895
0,0,1
2,0,0
0,0,180
7,0,1
0,0,50
6,0,0
0,48,4
0,1,3
1,1,2
0,0,0
3,0,0
0,1,1
4,2,273
1,1,3
0,0,1
0,608,1
0,1,1
0,1,1351
1,0,20
0,0,1
1,8,0
1,98,0
0,0,0
1,1,5
0,0,1
0,56,355
0,0,1
1,1,0
5,0,0
0,0,106
4,0,192
0,20,5
0,0,11
1,0,0
1,0,1
1,220,2
0,0,0
0,0,0
1,0,3
0,0,8
0,0,0
0,0,664
0,0,2
0,0,13
1,0,20
0,0,129
0,0,1
0,19,2
1,0,0
0,0,29
0,1,0
19,0,1
0,0,2
0,0,0
0,0,5
0,0,0
2,0,139
1,0,252
2,0,0
0,0,0
0,0,1
0,1,1
0,0,0
0,0,0
34,0,1
0,0,0
11,0,1
1,533,0
0,0,0
0,0,5
2,1,1
0,0,0
0,0,0
0,1,3
1,0,1
0,1,1
3,0,3
0,0,0
1,20,13
1,0,352
3,0,0
0,0,0
0,0,193
0,4,1
167,1314,1361
0,1,0
2,4,7
0,0,3
9,0,2
0,1,0
0,4,1
0,0,1
0,8,0
0,0,1
0,102,0
0,0,0
1,0,2
1,0,0
2,266,4
0,0,2
0,0,0
0,0,0
