V25,V9,V26
1,2,0
0,1,23
0,0,3
1,1,148
1,0,0
0,1,1
0,0,2
1,0,3
0,0,1
1,0,35
0,0,3
0,0,0
0,2,0
0,1,24
0,1,2
0,0,2
0,2,11
1,0,17
0,0,13
1,2,10
0,1,294
1,0,41
0,0,14
0,0,46
0,0,0
1,0,0
1,1,2417
1,2,1
1,0,17
0,0,1
2,4,6
7,5,3359
0,1,0
1,0,15
0,0,2
0,0,1
0,1,1
0,0,5
0,0,0
0,1,7
1,2,12
1,0,0
0,0,44
1,0,205
0,0,17
0,0,5
0,0,2
0,1,0
0,0,35
0,0,1
0,0,2
2,0,177
1,1,25
0,0,0
0,0,34
3,0,3
0,0,5
1,0,6
0,0,17
1,1,7
0,0,37
0,0,0
2,0,0
0,0,3
2,1,3
2,0,0
0,0,0
0,0,0
2,0,0
1,0,1
1,0,4
2,0,81
1,0,0
0,1,71
0,0,4
3,1,0
0,0,4
0,0,2
1,0,3
2,2,37
