"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
345,317,338,312,332,348,335,115,129,2429
89,4833,27,13,7,4,13,3,7,4
544,0,528,2,3912,0,0,1,13,0
31,7,32,4407,10,13,13,233,212,42
2324,38,2343,19,9,5,44,114,101,3
4,37,6,2,95,4755,86,4,5,6
1849,51,254,2,1869,10,248,0,717,0
3836,32,12,73,3,22,8,33,462,519
2,31,0,1,0,3,2,0,614,4347
887,876,332,906,344,338,310,331,329,347
523,209,8,1,2,38,4204,1,11,3
132,2425,5,50,4,3,6,10,7,2358
4904,74,1,7,0,0,0,0,1,13
2,14,4,4,87,6,2,18,4839,24
57,146,24,151,14,401,143,16,1067,2981
5,3,3,1,3,6,4249,91,557,82
333,373,18,142,1035,149,53,22,147,2728
11,32,2003,271,265,260,17,12,2026,103
97,2096,14,270,17,19,42,14,2151,280
66,59,471,494,197,482,22,516,1330,1363
105,2146,270,111,5,2165,111,15,38,34
238,1880,237,1777,241,91,241,105,94,96
7,252,23,32,4576,32,36,30,8,4
1257,25,2,3590,23,4,4,2,67,26
3,83,27,5,33,1,596,4238,0,14
43,4579,2,227,2,4,32,5,94,12
105,296,121,330,904,135,309,125,2355,320
176,3,6,1279,10,7,2,3487,27,3
11,4289,13,533,3,0,1,1,70,79
104,2058,302,102,9,278,11,33,2004,99
