"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
5,0,3,2,3,0,2,4955,28,2
10,3728,6,1,546,25,32,528,63,61
69,72,58,166,56,3658,171,504,57,189
43,24,123,2528,913,5,8,967,44,345
36,46,103,6,36,2053,755,4,2,1959
21,3,94,4,80,4655,87,10,33,13
26,38,4,18,7,4823,82,0,1,1
243,0,84,12,204,0,4453,1,1,2
73,1289,30,8,11,26,25,19,8,3511
128,1116,1082,158,156,148,406,1054,367,385
1,1634,1,16,2,0,0,1645,1680,21
53,61,471,3446,66,64,467,179,177,16
1900,7,110,295,15,1915,6,723,3,26
0,3,6,1,0,1,3,4,40,4942
2,4,10,4953,14,7,1,0,9,0
167,72,66,15,3173,60,1177,180,29,61
8,0,103,8,35,13,4800,2,4,27
4,15,50,36,3,119,290,2251,2224,8
290,14,12,11,2261,128,2212,13,42,17
213,522,229,546,513,187,1467,574,196,553
4,2378,7,2,4,18,28,16,123,2420
23,11,56,184,504,32,64,495,8,3623
35,84,1928,24,240,33,32,96,1837,691
23,63,16,3531,1298,5,6,25,3,30
4081,185,12,561,32,67,13,20,8,21
22,560,1,79,1,2,12,193,4127,3
1,6,2,3,7,4961,5,3,0,12
54,16,17,10,42,28,6,1005,2822,1000
683,1985,13,40,90,1902,11,8,242,26
1,1594,222,3,2,3,0,0,1595,1580
