"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
77,90,12,3,10,4551,6,7,5,239
76,4825,5,2,7,79,0,4,2,0
895,17,49,45,347,929,50,9,2531,128
28,3759,505,190,63,180,169,55,30,21
3,228,1,4,4601,72,61,27,1,2
41,866,2299,50,302,314,144,123,843,18
69,18,62,26,64,3408,1235,72,25,21
3465,1,1285,11,147,3,4,7,75,2
3286,1,1,1,0,5,5,1264,436,1
1003,394,137,46,132,2888,59,151,139,51
360,1002,391,131,48,2822,19,18,148,61
29,4769,12,40,89,18,14,10,9,10
10,2,1,7,2773,1068,0,1139,0,0
607,206,581,217,26,80,84,1585,1583,31
2,2,4,4814,41,9,28,90,7,3
120,137,2785,43,386,1048,50,143,149,139
462,455,468,183,71,7,5,8,8,3333
1,6,0,0,4754,226,12,0,1,0
6,4153,27,4,198,2,565,5,16,24
77,251,82,37,1716,1723,231,38,256,589
9,1,3,4876,9,84,4,1,5,8
0,2,4732,1,240,8,2,3,1,11
11,2467,2,52,0,2,2407,0,45,14
22,530,27,67,29,185,80,198,32,3830
3,3,17,571,4107,79,197,1,8,14
4374,6,604,8,2,1,2,0,3,0
0,175,4,3,0,3508,5,1,1,1303
59,19,2732,25,58,1017,38,1017,16,19
31,4465,210,193,14,28,28,8,10,13
0,78,2,8,76,8,92,4720,14,2
