"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
226,1618,220,232,216,226,248,1550,226,238
370,994,406,368,362,362,408,967,394,369
242,11,4,74,7,87,4553,13,3,6
4527,28,33,39,33,25,30,224,35,26
4957,1,5,6,3,13,7,3,2,3
0,2,1,30,28,0,4895,3,3,38
4994,0,1,1,0,0,1,1,1,1
0,2,1,0,0,1,1,0,4989,6
274,785,264,261,260,284,288,2069,254,261
1,4215,1,547,5,216,1,2,2,10
0,0,1,4995,2,0,0,2,0,0
5,5,1,5,6,5,1,4963,4,5
4925,15,1,7,6,2,6,35,0,3
9,1542,10,8,23,213,5,1560,1595,35
555,77,29,34,29,23,31,69,85,4068
124,331,111,350,309,829,120,322,131,2373
11,15,12,31,17,14,248,4627,12,13
73,2996,1170,151,144,44,158,38,61,165
490,510,482,456,473,509,544,503,513,520
2014,277,286,285,279,281,277,736,286,279
17,22,5,2808,8,1029,23,1,1069,18
2457,2379,8,8,4,6,7,121,7,3
976,2508,963,119,15,18,22,41,16,322
3,177,7,2,1,448,4,3192,1164,2
472,4,5,8,0,3,1,3312,1,1194
31,38,31,6,24,13,6,6,4811,34
217,12,3,13,4168,1,4,575,2,5
735,79,43,1937,31,103,30,27,35,1980
42,96,32,35,41,23,37,4647,23,24
1153,421,410,409,419,422,426,436,448,456
