"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
17,14,1,33,215,225,4291,192,8,4
36,124,1042,163,125,48,134,57,360,2911
13,2409,2,46,3,3,2394,9,1,120
170,21,3230,26,17,54,175,79,55,1173
6,18,33,10,80,4371,223,4,31,224
0,4,10,8,3,6,30,210,4,4725
10,65,4775,25,15,1,1,4,12,92
6,3,3,3621,6,1253,24,3,65,16
1152,152,1165,437,426,166,425,433,462,182
12,6,1,4897,1,1,2,11,40,29
57,1249,23,8,3546,23,20,45,25,4
2329,40,830,867,33,105,42,306,312,136
4226,11,217,88,210,27,2,204,6,9
1446,53,74,214,67,1386,62,221,55,1422
57,2,8,416,3164,154,1185,8,5,1
8,0,5,1,2,1325,2,3581,67,9
79,1,3,6,3,82,4356,218,224,28
2,2,4,4017,5,182,1,586,187,14
6,62,1,1282,162,1,1,0,3483,2
35,4808,0,11,35,0,105,6,0,0
9,0,4865,1,10,2,2,2,12,97
20,54,3103,28,62,384,1127,6,155,61
61,937,331,41,2569,15,904,42,53,47
4,30,0,2,1,23,1267,0,3606,67
3280,41,6,4,4,8,3,1188,17,449
4,1649,6,2,9,1656,8,1,1,1664
73,31,5,11,1307,5,2,3478,28,60
10,1,5,4225,3,6,602,68,78,2
5,2,132,2,4,8,1218,9,423,3197
0,1,1,2,4956,14,0,1,10,15
