"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
85,4339,24,28,11,221,11,32,229,20
135,124,38,978,16,14,2515,110,946,124
2,6,4949,4,1,3,4,2,25,4
2,2,379,968,4,7,2606,4,9,1019
12,3,2,29,5,10,12,4330,10,587
163,1241,69,14,3426,10,25,18,11,23
3,12,1,0,108,7,4828,0,34,7
75,1468,537,513,28,1520,174,78,60,547
31,28,36,30,36,83,38,32,30,4656
56,55,395,1030,52,68,51,51,378,2864
30,14,9,4229,77,24,28,25,33,531
13,82,4,4651,4,1,28,91,30,96
5,0,5,13,2,4956,3,0,3,13
69,387,351,419,137,421,18,3025,148,25
1273,24,8,10,3600,5,0,77,2,1
560,3,193,2,13,3,53,195,3978,0
913,49,115,122,905,35,356,46,45,2414
3,75,2,4,4836,2,31,45,0,2
160,3,6,444,1,3203,1160,1,2,20
2,32,0,0,45,4901,6,13,0,1
71,160,416,56,168,54,3131,434,458,52
1,4749,2,8,10,1,224,2,0,3
27,14,11,57,206,172,526,73,3911,3
13,80,11,15,6,5,3,6,4855,6
204,4536,221,2,7,0,9,3,1,17
1,1,149,2988,1,0,415,1043,0,402
3420,5,185,1279,20,31,1,7,51,1
1,13,42,11,316,50,2267,4,2294,2
72,60,87,64,70,3775,76,532,203,61
3357,52,5,176,16,27,21,69,46,1231
