"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
69,9,83,11,9,196,92,4022,503,6
3,14,38,6,4,4911,4,2,6,12
12,14,2,2464,53,0,2420,23,1,11
4661,17,12,8,239,15,4,16,14,14
6,42,4,12,5,32,13,6,4802,78
243,2,0,1,4717,1,26,0,1,9
6,1,8,1,2,3,3,1,4975,0
586,2,3,4217,2,83,79,14,4,10
4875,0,44,3,3,34,3,1,36,1
23,2,88,4572,6,83,11,200,2,13
4846,12,6,2,1,1,31,0,98,3
3138,148,7,5,5,18,1163,460,2,54
14,5,55,0,128,2349,2442,2,2,3
12,4128,80,2,3,557,1,3,212,2
3,83,2,258,4642,1,0,1,3,7
13,3560,1294,72,36,9,2,2,8,4
4808,13,30,5,6,32,3,10,4,89
5,4940,2,3,38,0,2,2,1,7
2508,39,898,339,16,914,20,19,133,114
230,1,0,0,75,223,0,17,4452,2
9,138,13,8,23,1051,7,9,2716,1026
149,163,3031,53,401,14,33,9,8,1139
25,78,7,30,27,84,23,4590,55,81
52,2002,1983,260,32,108,109,271,90,93
204,4,5,91,567,4101,9,10,1,8
4989,1,0,1,6,0,0,2,0,1
1,509,0,0,0,3,0,3948,475,64
13,2504,2,6,2,2,3,1,42,2425
86,34,80,41,13,10,8,74,86,4568
1463,36,70,10,1404,5,11,511,71,1419
