V9,V2,V25,V29,V7
1,0,2,1,0
0,0,0,0,2
1,3,1,3,0
2,1,1,2,4
1,6,1,1,3
5,3,3,2,5
0,2,55,0,0
0,0,0,0,0
6,7,8,10,10
0,1,0,0,0
0,0,0,0,37
6,2,2,2,5
8,6,2,4,12
1,0,1,0,0
3,16,12,3,47
18,15,7,3,10
1,2,2,0,2
0,19,1,1,0
2,0,0,1,0
5,4,3,2,3
1,2,30,1,1
0,0,0,2,1
0,1,1,1,1
0,2,2,1,3
1,2,2,1,0
2,2,14,1,0
1,0,1,0,3
0,0,0,0,1
0,4,0,0,0
1,1,1,2,1
0,2,1,1,0
0,1,0,0,0
14,16,10,13,14
0,0,1,1,41
77,97,86,68,104
7,9,16,15,5
2,2,1,4,3
8,5,11,8,6
1,1,1,1,0
0,2,0,1,1
31,24,33,34,26
2,2,4,2,2
3,143,1,0,3088
0,19,0,0,5
1,1,0,0,1
0,0,0,0,3143
16,19,20,12,17
7,5,4,10,72
0,0,0,0,0
2,2,1,3,0
