V43,V88,V30
1,0,0
7,0,0
0,75,0
2,750,1
1,0,1
0,0,0
0,0,0
71,2,0
1,0,0
1846,1813,90
3,0,1
22,0,0
12,0,0
1,0,0
52,29,0
0,0,0
974,0,0
0,0,0
1,0,0
0,0,0
0,0,3
1,0,0
3,2,0
579,0,2
193,0,0
0,231,0
1,0,0
0,0,0
0,0,0
2,311,1
0,0,0
3,0,1
0,0,0
3,0,1
1,1,0
2,0,0
5,1,2
2,0,0
8,0,0
1,0,0
5,0,0
0,99,1
788,0,1
61,0,0
3,0,0
11,0,1
0,1,0
2,0,0
7,0,0
0,0,0
0,0,1
0,82,0
0,35,0
0,66,0
0,0,0
0,0,1
75,1,1
0,0,1
0,0,0
1,0,0
1,0,0
2,1,0
279,0,0
7,0,0
262,683,0
1376,0,0
79,0,0
25,0,0
1,1,0
5,0,0
4,466,0
137,0,0
0,0,0
23,0,0
0,0,0
1,0,0
0,0,0
0,0,0
0,1,0
0,1,0
27,0,1
1,0,0
23,1,0
0,0,1
3,0,0
0,0,0
0,0,0
18,0,0
38,0,1
2,0,0
0,0,0
0,0,0
0,1,0
3,0,0
1,0,0
2,0,1
0,0,0
14,848,0
0,93,1
1,0,2
0,189,0
19,1,0
14,0,0
0,0,1
0,0,0
2,0,0
0,0,0
1,396,0
0,0,0
3,1,0
0,0,0
66,0,0
6,0,0
4,0,0
20,0,0
8,0,0
0,0,0
0,0,0
0,0,0
1,0,0
