V9,V37,V41
0,1,4
0,0,38
0,0,5
0,1,4
0,1,12
4,2,0
0,0,3
0,0,14
0,0,4
1,1,3
1,0,9
1,2,359
0,0,31
0,0,4
0,0,1
0,1,8
0,3,112
0,0,0
0,1,11
0,0,4
0,0,114
0,1,0
0,0,8
1,1,0
0,0,6
8,3,1044
0,1,93
1,1,0
1,0,1
0,0,0
0,0,0
1,0,195
0,0,1
1,0,8
0,0,0
0,0,3
0,0,2
0,0,81
1,0,49
1,3,83
1,1,1
0,1,2
1,0,0
0,0,248
0,0,1
0,0,53
2,0,26
0,0,0
1,0,0
6,6,433
0,0,0
0,0,0
0,1,1
0,2,0
0,0,2
0,1,3
0,0,1
2,4,324
0,2,44
2,1,1686
0,0,8
0,0,138
0,1,6
0,0,4
0,0,4
5,0,1778
1,2,1
0,2,0
0,0,9
0,0,1
1,0,0
2,1,234
2,1,1
1,0,4
1,1,1
2,0,6
2,0,3
1,1,12
0,0,0
1,0,25
