V20,V25,V9,V30
1,0,0,0
0,0,0,0
0,1,0,0
2,2,0,0
0,1,0,1
0,0,1,0
0,2,1,0
2,3,1,0
0,1,0,0
0,3,0,0
1,0,0,1
0,0,0,0
0,0,0,1
0,1,0,0
1,0,0,0
0,1,0,2
1,1,1,2
0,0,1,0
0,1,1,1
1,1,0,2
0,1,1,0
0,0,0,0
0,2,1,0
0,0,0,1
0,0,0,0
1,0,0,1
1,0,0,1
1,0,1,0
0,1,0,1
0,0,0,0
2,1,1,0
2,4,2,1
0,0,2,0
0,0,0,0
3,1,0,0
1,0,1,0
0,0,0,0
0,0,0,0
0,0,0,0
2,1,1,1
4,1,4,2
0,0,0,0
0,0,0,1
0,1,0,1
0,0,0,0
0,0,0,0
2,0,0,1
0,0,0,0
1,1,1,0
0,1,0,0
0,1,1,0
0,0,0,0
1,1,0,1
2,1,0,1
0,0,0,0
0,0,0,0
9,4,4,8
0,0,1,1
0,0,0,0
0,0,0,0
0,0,2,0
0,1,1,0
0,1,0,1
1,1,0,0
0,0,0,0
0,0,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,0,2,0
1,0,2,0
4,7,1,3
0,1,0,1
0,1,2,1
0,0,0,0
0,0,0,0
0,2,1,0
0,0,2,0
1,0,2,1
1,0,1,0
