V29,V6,V26,V12,V9
0,1,1,238,0
0,0,13,21,1
3,2,2,22,0
1,0,1,0,2
0,0,0,0,0
7,5,909,1016,3
0,0,76,3,0
1,0,9,16,2
1,0,3,1,0
0,1,5,4,0
2,1,44,0,0
0,2,2,3,0
0,0,2,0,0
1,0,20,2,0
1,1,0,0,0
1,0,1,0,0
0,0,2,5,0
0,1,47,0,0
0,0,2,0,1
2,0,3,1,1
0,1,5,0,0
0,0,60,11,0
0,0,0,0,2
0,0,3,49,0
2,1,0,0,0
2,1,226,33,2
3,3,11,6,1
2,0,6,2,2
0,0,0,14,0
0,0,1,6,1
0,1,0,0,0
2,3,82,1,0
2,2,7,10,0
0,1,0,8,1
4,4,3,1916,3
0,0,0,8,0
0,1,386,1,0
0,0,1,0,0
2,1,13,1,1
0,1,65,5,0
1,2,94,8,1
1,1,2,17,1
0,0,231,1,0
0,1,1,3,0
0,0,2,6,0
0,0,0,0,1
2,0,0,0,4
0,0,1,34,0
3,2,30,33,5
0,0,1,0,2
