V13,V30,V14,V25
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,5,0
0,0,38,0
0,0,4,0
0,0,5,0
0,0,0,1
1,0,45,0
0,1,3,2
0,1,0,1
0,0,1,0
1,0,6,0
1,0,42,3
0,0,1,0
0,0,0,0
0,0,54,0
0,0,6,0
0,0,0,0
1,0,0,0
2,1,8,2
0,0,0,0
0,0,0,0
0,2,37,0
0,1,2,0
0,0,15,0
0,0,4,0
0,0,0,0
0,1,3,0
0,0,1,0
0,1,1,1
0,1,6,1
0,0,0,1
0,1,1,0
2,1,5,4
0,0,2,0
0,0,1,0
1,1,1,1
0,0,0,0
0,0,3,0
0,0,5,3
1,0,0,0
5,1,1802,1
0,0,5,0
0,0,0,0
1,0,0,1
0,0,1,0
0,1,1,0
0,0,3,0
0,0,0,0
0,0,607,1
0,0,24,0
0,0,9,0
0,1,0,0
0,0,0,0
0,0,3,1
0,0,1,0
0,1,0,0
1,0,428,2
0,1,36,3
0,0,0,0
0,0,1189,0
0,0,1594,0
1,1,96,0
4,4,721,3
2,4,264,4
1,1,0,0
0,0,71,1
0,0,13,0
0,1,7,1
0,1,1,0
0,0,175,0
0,0,0,0
1,0,0,0
0,0,1,0
0,0,212,0
1,0,3,1
0,1,6,0
