"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.45902187937096,-0.191979893011666,0.250086922358982,-0.114368097724168,0,-0.0778230908698709,0,0,0.0164828083760988,-0.633886226742678
-0.191979893011666,1.98266448396172,0,-0.178089269522381,0,0,-0.353962327233255,-0.467054543224397,0,-0.599645627009069
0.250086922358982,0,1.44872074103355,-0.590321413125846,0,0,0.0324495121137336,0,-0.182773707180718,-0.231184052551494
-0.114368097724168,-0.178089269522381,-0.590321413125846,3.87854290804752,0,-0.171038897424621,-0.850440967290203,-0.229260155056199,-0.615249929711835,-1.64572098081138
0,0,0,0,1.62256203168669,-0.569798881195612,0.0168742285060896,0.0484666191762747,0,-0.578401908697938
-0.0778230908698709,0,0,-0.171038897424621,-0.569798881195612,1.83811461035373,0,0,0,-0.645345110582476
0,-0.353962327233255,0.0324495121137336,-0.850440967290203,0.0168742285060896,0,1.68562354738896,0,0,0
0,-0.467054543224397,0,-0.229260155056199,0.0484666191762747,0,0,1.46107093962921,0,-0.257279388469229
0.0164828083760988,0,-0.182773707180718,-0.615249929711835,0,0,0,0,1.67100328115397,-0.393647904050486
-0.633886226742678,-0.599645627009069,-0.231184052551494,-1.64572098081138,-0.578401908697938,-0.645345110582476,0,-0.257279388469229,-0.393647904050486,4.20833272752415
