V6,V22,V29,V9,V19
1,1,0,1,0
77,77,78,90,73
35,2,1,5,3
3,1,1,1,2
0,0,2,0,0
28,28,36,32,29
0,2,5,6,8
0,0,0,2,2
1,0,1,0,0
23,7,2,5,4
34,24,28,26,24
0,2,0,1,0
2,2,2,4,6
19,8,15,12,16
3,1,6,3,4
0,98,0,1,14
0,0,1,1,0
0,0,2,2,0
2,1,0,0,0
3,2,1,1,5
1,0,1,6,5
2,1,0,1,0
105,127,98,110,104
0,1,0,2,3
0,0,1,0,127
1,0,0,0,0
4,5,4,3,6
2,2,2,2,1
0,0,0,1,0
31,26,25,21,26
0,0,0,1,1
3,4,4,1,5
2,4,2,3,1
1,2,1,0,0
101,1,0,0,730
2,28,2,6,4
1,0,0,0,1
0,0,0,0,0
27,34,28,38,23
65,59,45,63,62
0,0,1,0,0
0,0,1,0,1
0,2,2,0,1
0,0,0,0,2
1,0,0,0,0
6,9,6,2,6
5,10,8,4,5
30,23,32,27,29
5,4,4,2,7
1,0,2,1,99
