"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
37,0,0,2,84,0,0,3,0,0,726,2,0,2,1,1,719,2,0,0,1,295,265,4,0,0,0,10,25,0,18,83,0,0,22,0,0,693,0,0,2,1,4,32,14,1950,0,1,1,0
7,0,183,1,0,7,3,2,2,4000,1,1,0,84,0,0,10,5,0,0,0,2,20,0,0,0,0,7,1,0,2,0,0,0,3,14,1,3,0,34,6,519,28,0,0,23,2,28,0,1
0,0,0,0,84,80,0,81,0,1442,0,3,0,0,508,0,8,1425,2,0,0,1,22,0,0,1,0,4,80,0,0,5,0,0,0,1,0,6,0,547,0,7,1,0,0,0,495,0,197,0
8,1,0,0,0,0,0,1,0,985,14,0,1,0,1,0,0,2690,3,1,0,8,7,0,0,125,1,2,50,1,9,1,0,1,0,0,0,961,0,0,0,0,0,0,2,0,5,121,1,0
9,28,57,1,0,25,2,21,0,1,424,1,1,4,418,1,19,1164,51,0,0,4,18,1,1,1,1243,13,171,1,168,26,0,0,1,8,4,2,3,5,8,437,447,0,8,17,176,6,1,3
0,2,2,0,0,10,1286,2,0,0,0,0,0,1278,22,1,27,1,13,0,1,186,2,0,0,26,1,0,27,0,0,0,0,0,55,0,0,26,0,28,195,6,2,6,1303,2,479,9,2,0
28,7,17,56,7,2,2,6,0,47,46,0,1,46,2,1,30,13,8,0,2,1,6,0,1,890,0,9,131,0,2593,134,43,19,4,1,2,6,37,15,2,15,335,48,4,352,18,6,5,2
0,0,266,2,2,4,3,1,0,93,0,0,0,5,48,270,2,1,109,0,0,1,51,0,0,41,2007,1,0,1,0,1,0,0,1,0,0,1,45,0,2,0,0,2,0,3,0,2037,0,0
0,1,210,1,2,22,4,27,0,10,6,0,0,84,188,0,23,0,5,1,0,20,1,1,0,4,0,1,10,0,8,0,1,3635,4,1,1,0,24,2,4,0,2,28,166,494,1,4,0,4
0,0,3,1,1,1,0,1,1,2,5,2,1,4,209,3,4,1,1,2,0,0,3,1,2,3,235,5,2,4,2,1,2,2,1,0,3,5,0,1,1,4448,18,2,3,5,3,3,3,0
2,2,1,3,0,0,0,12,0,1,0,1,0,1,0,2,4937,1,1,2,0,2,4,0,1,2,0,7,1,3,1,1,0,0,0,1,1,1,1,3,1,0,0,1,1,0,1,0,0,1
0,1,1,0,1,2,0,3,3,4,2,0,2,0,3478,1,6,0,2,1,1,9,33,1,0,0,1,4,70,2,0,0,0,1,24,2,1,0,2,1,1,0,1328,2,0,2,6,0,1,1
3282,2,0,1,1,1,3,3,0,0,0,0,0,22,1,1,25,0,426,1,0,2,1,0,1,0,0,5,1188,1,2,12,0,0,0,1,0,1,0,0,0,1,2,0,0,2,1,10,1,0
8,100,3,1,1,2,0,1743,0,6,2,692,0,0,105,1,0,37,0,0,0,270,1,1,1,0,1,1,1,0,0,0,1,13,6,0,0,98,1836,0,2,0,34,0,0,28,3,2,0,0
3,61,62,0,1,183,0,9,2,65,1,3,0,1,18,3,2,0,0,1,0,0,3965,0,1,2,13,0,2,0,1,1,0,0,0,4,3,3,3,0,575,4,1,0,0,3,2,1,0,1
182,10,470,8,60,32,22,4,12,9,188,10,14,13,5,6,9,184,6,10,14,7,27,7,10,72,9,8,7,7,176,9,8,10,73,195,8,28,13,26,10,1339,1349,9,10,3,213,10,78,11
7,5,26,1,0,33,2,6,0,9,110,1764,0,45,32,32,683,2,0,0,0,1,5,0,0,709,2,3,35,1,41,2,0,1,666,0,0,1,1,0,4,1,72,1,0,655,0,38,0,4
2,0,0,1,0,0,0,137,0,1,2,0,2,0,2344,0,6,0,2,0,0,4,124,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2368,1,0,0,0,1,0,0,0
3,2,1,0,3,4,1,21,1,0,2,0,1284,4,1,1,2,3,1,0,2,1,15,2,0,4,2,29,3551,2,1,0,0,2,8,2,1,1,2,0,3,1,30,1,2,0,0,1,1,2
0,0,0,0,0,652,674,3,0,0,0,1,3,1,1751,0,2,1,8,0,29,13,3,0,0,86,1721,3,1,0,0,0,1,1,1,0,0,0,1,0,2,1,0,40,1,0,0,0,0,0
5,2,4,0,0,857,0,0,0,2,1,111,0,0,2,1,0,2,2,1,3,3,6,1,0,108,6,0,53,0,0,2512,13,1,1,0,2,2,1,1,333,2,0,4,1,0,926,10,1,20
2,0,3,0,0,3,0,29,0,0,1,0,1,0,0,0,0,1,8,0,1,1568,6,0,0,67,6,8,0,1,0,0,0,1,1589,0,0,1578,0,11,1,35,2,0,0,0,77,0,1,0
2,2,4,1,13,1,1,23,1,23,1,3,1,72,0,8,8,4,196,0,18,9,66,1,0,3694,507,2,1,0,2,75,1,1,7,0,0,0,2,0,180,1,3,25,19,7,2,13,0,0
