"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
5,803,0,0,0,4,0,0,0,849,334,0,0,0,0,801,17,0,39,0,0,823,0,0,0,829,3,0,0,0,19,2,1,4,0,0,0,329,1,37,0,1,0,0,0,1,96,1,1,0
5,1,3,3,2,2,3,0,0,12,1,76,0,0,0,0,3,2,0,1,0,1,0,0,3,1,1,6,0,1,5,3,0,3,5,92,0,12,76,13,1,4,0,1,5,0,4620,7,26,0
1,5,19,2,1,5,46,13,1,2,13,1962,1,0,0,31,4,2,0,1,0,0,1,0,0,0,46,1,1,2,0,8,2,0,24,2,0,3,1,736,2,12,1,0,1997,1,2,18,28,3
176,171,0,1153,0,1,432,1,0,0,21,2,0,438,1,5,2,1,1,0,1,1,176,1,2,0,2,0,4,1,1177,9,3,2,10,1,0,1,1,14,1,2,167,0,0,13,419,158,6,423
7,0,1,2885,7,7,0,417,0,1,0,55,0,0,3,1,22,0,1,0,16,0,7,1,0,0,2,24,145,0,0,9,4,26,61,1,0,0,0,20,9,0,1,1,1078,162,0,3,23,0
1,23,20,7,3,1,0,1,0,974,1004,1,0,7,42,1,2562,0,0,0,143,1,0,0,1,3,1,1,0,0,1,0,21,2,0,0,0,0,139,22,5,0,0,9,2,1,0,1,0,0
151,8,6,3,4,22,8,2,0,1,1,452,1,4,8,5,2,5,2,0,478,468,459,1,0,17,159,8,10,1,0,1,64,24,2,19,3,1199,11,1,29,1203,23,13,1,29,1,24,58,9
0,392,2,1,406,4,7,0,2,20,1,0,0,2,2,7,0,350,1,0,0,0,0,0,0,14,49,158,23,0,1,10,0,1,15,5,1,2,4,52,147,3,43,1,4,1,373,2874,0,22
2,1693,1,2,2,81,0,2,0,224,2,0,0,0,235,1,1,0,1,0,88,1,610,0,0,29,31,0,0,0,1634,0,1,1,15,84,1,1,0,0,0,0,0,1,0,1,0,223,30,2
3,4,6,775,1,0,5,1,1,250,12,83,0,1,5,0,2,0,33,0,4,1,0,0,0,1,7,734,18,1,0,14,2124,0,1,3,0,13,0,0,6,101,31,0,750,1,0,2,6,0
9,100,7,8,0,8,0,0,0,17,6,3,0,120,0,0,36,42,318,1,2255,290,0,1,0,0,0,0,0,0,1,4,1,0,0,1,0,308,0,1,0,1,0,846,2,320,292,0,0,2
38,0,1,5,0,2,6,4,0,1,9,1,0,4,1,1,0,279,0,0,912,2,308,1,0,0,4,4,12,0,116,0,14,42,2250,1,0,2,0,0,2,46,1,1,0,1,855,29,33,12
58,1,0,5,10,3483,0,0,0,2,177,1,0,174,0,0,4,0,1,1,0,1,0,0,0,0,164,1,0,0,188,3,1,1,5,0,0,1,0,57,1,0,0,0,183,11,456,7,1,2
92,42,15,5,3,91,698,0,0,1996,14,7,0,8,3,2,14,736,42,0,1,261,2,1,1,0,21,37,1,0,6,1,4,46,0,1,0,0,762,3,0,2,0,12,3,1,39,7,3,17
1,0,0,0,0,0,43,902,2,10,7,13,0,6,0,1,0,60,0,0,0,0,2708,1,0,0,5,0,2,1,0,1,0,0,1,1,0,2,56,2,57,26,0,0,0,127,947,18,0,0
1,1,0,1,1785,26,2,1,0,20,1,1,1,268,4,0,0,1850,0,1,235,0,0,1,0,2,9,37,5,0,0,1,86,4,0,1,0,1,0,1,2,1,2,0,3,631,0,14,1,0
1,0,1,0,0,1,0,5,0,1,74,2,0,0,0,32,1678,0,3,0,659,62,596,0,0,11,28,8,0,0,0,0,0,5,2,87,1,1,246,35,5,4,240,631,3,571,7,0,0,0
0,137,0,146,2,1,62,1,0,1,18,373,0,0,0,9,30,0,0,0,144,3,45,0,0,0,5,0,1,0,0,2,3,3,2901,50,1,25,371,1,3,21,438,0,53,146,0,1,2,1
0,0,41,1,37,34,17,19,0,2,10,3,0,3,10,0,2118,106,1,1,14,0,279,0,1,0,117,0,4,0,0,0,0,16,2110,3,0,16,3,1,3,3,0,0,2,0,0,21,4,0
90,1,1792,1,0,33,101,1,1,241,6,0,0,1,0,0,0,640,0,1,8,3,3,0,0,34,3,1,1,0,1,1,1775,0,2,2,1,231,0,0,0,1,2,2,4,6,1,4,4,1
0,44,7,11,1,22,127,1,0,2,865,0,0,1,1,17,2,0,8,0,0,0,38,0,0,0,905,3,1,0,0,2,1,126,0,0,0,22,2385,339,0,0,0,5,2,18,39,0,0,5
29,0,2,3,1,30,4,4,1,0,8,70,0,2,1,1,2,6,0,1,0,3,2,0,0,3,11,1,0,0,2,9,83,0,0,545,0,19,0,9,10,4,0,3,3922,0,2,25,8,174
0,0,0,583,576,1,0,1,0,4,3,1,0,1,0,85,0,0,228,0,0,1,0,0,0,0,13,1,0,0,2,94,0,1,8,4,0,8,6,0,0,1,0,1714,1577,38,29,1,0,19
2,0,0,1,16,0,4,970,1,42,1,0,2,139,909,0,0,0,0,0,0,1,338,1,0,0,920,54,344,0,0,0,0,0,44,0,0,5,2,0,8,0,3,0,0,7,856,1,325,4
0,65,1,170,1,4,170,0,0,1,0,24,1,1,1,36,2,0,16,0,1,0,0,0,0,53,1,1,1,1,5,75,1,1253,2,2,0,29,1325,8,0,1,1261,471,2,0,0,0,2,12
