"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
623,0,6,693,1,0,0,4,1,0,242,0,1,0,635,1,0,30,85,0,0,1,0,0,0,1,1,4,1,0,0,74,30,6,99,1,0,17,0,0,0,26,0,2,599,2,24,79,2,1709
8,0,22,0,2,1,22,1,1,48,0,0,0,102,0,0,2,5,124,2,14,41,3,0,1,2360,114,6,897,2,911,49,1,15,8,2,1,8,0,3,5,118,0,5,5,1,15,23,47,5
11,3,22,435,377,9,410,8,0,8,21,55,2,128,53,26,18,16,5,0,45,8,19,2,1,24,2,5,1,0,416,1096,21,1025,22,2,1,5,3,25,143,7,150,30,2,0,162,0,14,162
6,157,67,0,0,10,2,1,0,1,0,2,0,10,0,492,1,0,21,0,434,2,0,0,0,0,56,173,186,0,1301,497,63,0,2,2,0,0,2,0,4,25,167,1,3,0,0,0,1,1311
2,33,22,3,0,2,0,2,1,7,192,38,1,10,0,13,566,89,1,1,0,0,0,0,2,201,2,7,1,1,1,3,22,6,1521,2,0,0,3,1461,27,2,540,0,0,205,0,0,9,1
1,4,2,0,1,34,16,6,0,1949,36,0,0,1,3,1,41,5,1,0,1,1,3,1,1,100,5,221,0,1,16,2,255,3,2,0,0,0,3,78,8,44,1,14,2,0,1883,12,242,0
1,2613,9,127,13,45,122,0,0,6,1,1,0,2,0,1,8,41,4,1,49,47,2,0,1,16,2,6,17,0,22,130,18,3,3,142,0,6,0,0,13,61,328,56,0,1044,0,3,22,14
40,0,5,2,0,0,9,0,0,2,18,137,0,9,49,5,7,1,0,2,0,1,66,0,1,2,1,44,0,0,1,2891,20,146,10,1090,1,9,1,22,52,20,4,1,5,14,10,10,135,157
0,0,0,1,0,1718,4,0,0,3,86,230,0,80,4,0,4,1,4,0,1777,5,5,1,0,16,0,2,0,1,0,0,33,2,0,39,0,36,15,5,0,1,0,7,0,0,665,2,251,2
0,1,4,12,162,1,0,3,0,60,1207,6,0,0,18,20,23,0,0,1,55,63,2,0,0,6,0,1,5,1,429,0,2,174,4,30,1,0,153,2,54,1230,2,1,1,0,1,1209,55,1
393,1,0,22,0,0,2,1,0,7,0,22,0,21,1100,1,1,64,3,1,0,0,1,3,0,0,1,0,0,1,2,3,0,0,0,0,0,157,1,1,58,0,21,0,0,23,3019,10,60,0
1929,34,33,10,7,0,0,2,1,4,0,11,0,0,5,2,2,3,242,1,0,17,9,0,0,2036,19,94,98,0,19,13,2,286,0,0,0,2,2,17,38,46,1,0,1,13,1,0,0,0
2,826,3,39,13,103,0,2,0,116,0,5,0,801,0,1,1,39,3,0,35,3,0,0,0,96,0,271,13,1,0,0,0,0,1,16,1,1,19,44,1,8,9,3,2190,5,278,38,10,3
3,0,0,2,72,1,1509,0,0,0,0,0,0,0,0,0,2,0,0,0,71,215,2,0,0,1,0,0,1,0,210,30,0,2,0,575,1,1,25,0,1,1506,3,4,1,580,181,0,1,0
0,0,41,5,17,6,5,4,1,126,0,0,1,1,2,2,1,2,2,851,0,0,0,0,0,0,2212,5,2,1,0,283,2,845,21,1,0,46,133,0,2,0,0,21,293,56,1,7,2,0
2,37,2,19,6,13,3,112,1,2189,0,125,1,3,18,3,335,287,37,0,1,20,42,0,0,109,4,840,38,0,10,3,5,0,110,304,0,1,0,13,1,1,114,2,43,39,0,0,0,107
3,36,101,1610,19,4,3,1,1,3,0,578,3,3,0,78,0,1,9,32,0,12,10,1,1,0,215,12,1,3,2,71,237,585,6,8,2,1,4,3,3,5,604,28,27,639,4,17,13,1
17,0,2,2235,1,7,877,1,1,0,16,841,0,2,27,2,1,0,0,0,852,1,8,0,0,0,0,0,2,0,0,0,1,1,15,35,0,0,1,4,1,0,0,0,36,0,6,4,2,1
17,105,0,1,14,0,278,0,1,2043,0,285,0,0,6,2,0,1,0,0,1,98,0,0,0,0,0,0,2,0,0,734,34,1,265,10,0,1,2,0,1,762,4,0,20,5,288,14,5,0
374,2,10,23,0,0,20,0,0,2,2,6,0,0,2,0,1,0,1,0,0,53,1019,0,0,0,0,375,20,0,7,0,10,1,147,1,0,1,52,3,1,2807,0,0,6,26,0,27,0,1
5,1,0,7,4,3,0,1,0,11,1,302,2,1,2144,1,272,102,2,0,1,3,6,0,0,0,7,42,4,1,1,1,13,1,2,8,1,1,292,9,17,1,1,7,819,98,4,5,796,0
0,266,254,1,0,8,267,0,2,3,0,0,0,6,0,5,4,0,0,0,3,1,619,0,0,2,35,0,0,0,1,1,732,0,674,0,0,2,0,3,250,11,1,0,1,37,1803,2,5,1
2188,816,3,4,4,0,1,1,1,0,1,3,0,0,0,17,13,37,0,0,308,2,116,0,0,0,299,0,292,0,0,0,5,1,6,1,0,797,4,2,0,52,0,2,0,3,1,3,9,8
0,364,1,14,3,0,138,4,1,7,2,23,0,1,2,151,2,1,0,0,7,403,27,0,0,0,50,1066,6,0,0,1062,7,4,3,4,0,0,1123,2,4,373,7,2,5,1,0,120,10,0
2,2,7,8,1,0,35,0,2,16,79,0,0,254,1,1,1628,25,1,1,1,0,1,1,0,0,13,0,1660,0,599,0,207,6,1,0,1,0,2,1,2,0,1,0,13,1,196,4,227,0
189,1475,0,2,62,0,1450,1,2,9,1,9,1,0,4,0,2,3,27,0,21,1,9,1,1,0,1,78,0,1,27,1464,101,3,1,1,1,1,2,1,0,0,1,9,0,33,0,3,1,1
20,4,647,1,1,0,1,0,0,0,1,0,1,1791,33,656,2,254,283,0,226,4,0,1,0,0,5,0,1,1,0,682,4,1,0,0,0,9,1,0,1,0,13,0,85,1,266,4,0,0
57,0,22,3,0,0,4,1,0,11,1,150,0,150,23,158,4,0,153,0,2,1036,437,1,0,0,19,15,1,1,5,0,132,11,413,2,0,1,8,4,28,14,0,1052,0,1064,0,9,8,0
1,1,1,7,14,108,1,16,0,2184,1,99,3,0,299,38,0,812,2,0,0,1,6,1,0,2,819,0,3,0,1,2,44,0,0,2,2,0,1,2,8,0,7,3,0,284,4,100,0,121
1,1,9,1,198,0,13,0,1,11,0,3,0,1606,1,12,2,76,2,1,0,2,2,0,0,1,2,8,0,1,0,1,0,12,32,0,1,0,2,607,0,13,16,13,0,0,597,10,1,1741
6,5,0,3,0,0,21,401,0,1,1,60,0,57,21,64,3,152,4,0,1,10,0,1,0,1,60,1,70,1,0,2,5,64,5,54,0,0,3,3,3328,2,2,1,3,18,71,4,439,52
1,0,682,236,0,0,16,1,0,1,0,5,0,0,1904,1,705,10,2,0,0,0,4,0,0,0,13,0,3,1,670,0,3,0,3,6,0,0,30,0,680,0,4,11,0,4,0,3,1,0
2,91,2,1,85,265,0,0,1,1,0,1,0,0,12,0,2,8,663,0,2,88,0,0,0,0,3,2,0,0,70,85,680,1,4,1761,1,0,1,3,7,0,237,0,1,34,638,2,246,0
0,146,1,2,2,0,4,2,0,28,1224,1190,0,0,0,155,0,2,1262,0,3,25,0,1,0,155,0,0,55,0,449,0,0,2,1,0,0,67,12,4,26,0,7,0,1,0,23,0,151,0
545,16,13,13,1,5,28,2,6,11,7,5,1,81,2,28,5,2,2,4,2,15,14,3,4,5,65,67,3,2,206,5,211,1410,5,549,7,5,7,11,1481,4,83,5,9,9,7,7,21,1
916,11,0,1,2,47,1,6,1,0,2,22,0,0,20,0,2,1,0,0,5,7,0,0,0,0,1,38,830,0,125,330,121,6,1,8,1,1,1,2,5,6,0,2,0,2465,1,0,11,1
0,1,29,12,84,3,1541,0,0,1,1598,0,0,236,219,30,2,0,1,0,0,0,0,0,0,0,89,2,0,0,82,1,11,3,35,0,0,0,0,1,232,212,1,0,0,572,1,0,1,0
2,1,0,0,13,7,79,0,0,4,262,87,0,0,81,0,0,8,81,1,0,91,1,0,0,0,2,0,0,0,17,0,0,5,0,5,0,1921,1817,0,2,6,0,0,1,243,263,0,0,0
5,2283,2,6,7,0,38,2,0,290,6,0,1,0,17,0,51,3,0,0,1,0,3,0,2,2,1,3,124,2,867,1,129,4,9,4,1,1,45,1,5,1,2,125,820,1,1,15,118,1
105,2,3,15,5,1,16,30,0,1,106,23,1,4,113,0,7,0,1,1,0,2,15,0,0,1,3,2,2035,0,0,690,781,1,3,1,0,4,4,13,99,3,0,2,37,0,761,1,14,94
58,0,19,1,8,138,1,148,1,1,0,62,0,146,52,9,2,2,1,0,151,6,24,0,0,0,2,1,153,0,383,0,2911,0,16,6,0,1,8,371,0,5,2,8,1,146,0,1,152,3
443,0,2,1,6,0,7,1,0,8,2,0,0,0,1290,0,0,6,0,0,0,2,199,0,0,2,0,2,3,0,182,514,0,1326,8,3,0,482,2,0,0,2,0,8,0,0,6,493,0,0
1,1,220,3,8,173,1,2,1,193,0,1466,1,0,2,3,2,2,1,1,0,13,0,0,0,0,33,0,1444,0,0,1,9,0,28,19,0,5,1,0,2,2,23,34,0,522,77,185,0,521
4,16,0,1,297,8,785,131,0,5,4,34,0,0,106,127,37,13,5,0,3,36,5,0,0,124,1,2,2194,0,0,1,1,0,6,824,0,3,0,2,40,8,43,12,1,0,0,2,117,2
2,0,43,774,2,0,809,0,0,37,0,4,0,1,1,1,43,99,0,0,2141,13,2,0,0,274,5,2,5,0,0,2,100,7,118,3,2,0,1,11,281,5,0,0,0,94,113,3,1,1
13,137,13,42,370,5,4,109,3,13,3,1,0,8,2590,4,7,35,1,1,0,6,0,0,0,11,6,5,0,1,0,7,25,3,112,112,1,9,0,0,134,2,0,1,1042,136,2,2,14,10
0,3,6,0,296,15,0,0,0,14,1,1,1,326,1,796,0,1,0,0,109,0,0,0,0,1,6,16,0,0,802,0,2221,6,1,36,0,100,1,0,0,2,108,7,1,7,102,1,11,1
67,0,0,2,3322,2,0,0,1,4,55,0,0,0,20,6,176,1,162,1,2,13,5,0,0,0,1,17,0,0,64,2,1,1,3,22,0,1,4,11,12,1,8,491,1,67,16,21,417,0
4,3014,0,137,6,28,1,1,0,0,418,1074,1,8,1,15,0,0,2,0,1,11,9,2,0,2,5,1,0,0,0,10,8,0,9,48,0,1,2,1,4,68,4,1,3,24,56,1,9,10
3,0,6,54,0,170,2,8,0,5,515,171,0,9,2,73,1,1,2,0,0,526,2,0,0,4,3,1,521,1,0,1364,1,29,0,520,0,187,2,23,1,7,22,2,7,182,11,502,52,8
3,3,6,2,74,0,15,12,2,1,1,0,1,0,205,1,5,0,0,1,13,0,0,1,0,0,1,1,86,0,1,11,0,0,4,4277,1,3,4,0,3,252,5,2,0,1,1,0,1,0
3,6,191,6,163,76,1307,5,1,5,2,1330,0,20,1,147,8,6,2,1,0,9,1,0,3,486,2,10,0,1,1,177,10,2,7,7,0,9,66,65,182,11,67,19,39,447,6,24,60,9
1,3,3,2527,0,0,1,57,0,937,21,3,0,1,14,9,4,5,0,1,0,41,0,0,1,4,2,7,0,0,47,0,119,18,1,8,1,2,2,8,1,1,0,0,0,1,123,8,45,973
11,0,29,10,198,5,2,0,1,17,0,3,0,6,0,27,0,3,3,1,0,63,5,0,1,2,1,5,0,0,25,1,2,491,26,7,0,24,1,68,11,25,1,0,0,11,3854,4,34,22
33,1,17,17,1,1,19,0,0,19,0,7,1,14,0,7,3,899,3,1,0,2,4,0,1,0,0,2,5,0,0,0,8,1,2,1,1,893,3,9,118,2471,334,0,5,1,4,1,44,47
2,48,13,0,2,52,51,0,0,161,43,0,0,5,1,7,0,1,4,0,0,2,0,0,0,6,2,1,0,0,3062,3,3,1,5,11,1,0,7,1119,0,23,23,3,61,153,50,17,56,1
2,6,1,2,7,0,0,9,0,5,25,0,0,2,7,5,9,0,0,0,0,0,1538,0,0,0,1,78,10,0,0,1,1,1598,1483,25,0,2,1,1,97,0,0,0,0,6,74,4,0,0
2,2,0,15,230,2,0,0,0,0,200,0,0,1,35,4,1546,0,29,0,0,1683,3,0,0,13,1,0,2,0,575,3,0,2,1,0,0,1,27,9,0,1,1,606,0,0,1,3,1,1
33,2604,897,118,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,1,1,1,2,1,0,0,346,27,20,0,1,337,4,2,7,7,0,357,8,2,0,51,1,1,0,17,1,5,3,136
130,0,1,0,15,0,942,0,0,1,1,1,0,1,1,21,125,51,342,2,2,18,50,0,1,0,2,2734,0,0,142,18,0,0,2,4,0,0,1,385,0,0,0,3,0,1,0,1,1,1
4,2,4,1,1,2,241,0,0,6,1,1,1,1,15,17,0,14,0,1,2,0,1,0,0,1,3,3,1807,0,1,0,0,1787,87,3,0,1,16,7,243,6,0,8,2,4,3,30,670,3
8,162,3,22,0,59,29,1,1,23,1,3,0,0,2,1238,476,162,2,0,11,5,0,2,1,0,158,9,6,0,0,0,3,1,30,1,1,0,1213,0,80,18,0,57,0,5,1189,10,5,3
11,1,835,817,36,19,2250,1,1,0,6,10,0,0,0,1,1,2,0,1,1,0,18,0,0,1,0,43,292,2,0,16,15,0,127,6,1,17,2,282,12,3,6,1,0,5,46,5,1,106
5,107,1,1,81,0,0,3,0,33,1,1,0,0,246,0,11,94,7,0,1,0,0,0,0,1,1,0,2,0,1901,19,1,36,6,95,0,34,34,0,35,1,4,1,0,16,12,282,0,1927
1,1,4,3,28,27,2,1,2,6,13,1,1,9,1,1,1381,2,25,2,1331,200,1,1,0,2,13,1,3,3,0,187,174,29,2,2,1,8,2,4,8,25,0,1,2,2,29,74,1380,4
0,0,90,0,0,0,0,0,1,0,0,637,0,2,0,0,680,1765,0,1,0,0,2,0,0,0,4,0,14,0,0,0,1,38,3,1,0,0,11,0,10,4,1,1730,1,0,0,4,0,0
15,0,3,43,6,813,4,2,4,326,60,50,4,40,2,3,9,10,8,2,120,5,9,4,3,1,16,337,865,3,872,5,5,900,36,8,2,40,10,18,113,17,18,24,2,14,4,125,14,6
0,4,1,14,89,1,0,36,0,2,1635,659,0,0,1,0,0,18,0,0,0,0,4,0,0,1,0,0,32,0,81,3,4,14,0,0,0,86,4,2,608,0,2,1,1,3,31,1,2,1660
2352,2,6,1,824,2,46,3,1,95,286,0,0,0,2,0,14,1,1,0,2,12,0,0,0,1,120,0,0,0,809,4,3,0,1,0,0,121,2,5,110,11,47,107,0,2,1,0,5,1
1,0,4,3,4,2391,0,8,0,928,0,2,0,0,368,1,0,2,1,0,17,0,0,0,0,46,0,373,123,0,10,0,0,0,1,50,1,1,125,2,4,0,1,123,0,1,354,0,53,2
5,4,39,2,35,6,0,0,2,12,1,86,2,2,36,3,22,22,6,2,2125,5,2,1,2,4,2,15,14,2,6,1,1,32,3,35,1,3,14,12,2103,5,1,5,3,5,19,280,1,11
11,0,2,0,309,0,4,2,0,7,1,6,1,1,33,0,7,13,2,0,313,1,43,0,1,1,0,4,0,0,0,299,2,0,102,1,0,0,2,38,2298,3,0,0,844,321,36,6,1,285
0,0,0,0,95,0,0,0,0,29,554,0,0,1,2,3,0,0,197,0,0,1,11,0,0,2,1315,2,67,0,171,1,1,0,56,0,0,496,1,195,1,2,183,1393,1,0,0,209,3,8
