"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X1.1","X2.1","X3.1","X4.1","X5.1","X6.1","X7.1","X8.1","X9.1","X10.1","X11.1","X12.1","X13.1","X14.1","X15.1","X16.1","X17.1","X18.1","X19.1","X20.1","X21.1","X22.1","X23.1","X24.1","X25.1","X26.1","X27.1","X28.1","X29.1","X30.1","X31.1","X32.1","X33.1","X34.1","X35.1","X36.1","X37.1","X38.1","X39.1","X40.1","X41.1","X42.1","X43.1","X44.1","X45.1","X46.1","X47.1","X48.1","X49.1","X50.1","X1.2","X2.2","X3.2","X4.2","X5.2","X6.2","X7.2","X8.2","X9.2","X10.2","X11.2","X12.2","X13.2","X14.2","X15.2","X16.2","X17.2","X18.2","X19.2","X20.2","X21.2","X22.2","X23.2","X24.2","X25.2","X26.2","X27.2","X28.2","X29.2","X30.2","X31.2","X32.2","X33.2","X34.2","X35.2","X36.2","X37.2","X38.2","X39.2","X40.2","X41.2","X42.2","X43.2","X44.2","X45.2","X46.2","X47.2","X48.2","X49.2","X50.2"
1.06183962104081,0.100941011159695,0,0,0,0,0,0,0,0,0,0,-0.0602945243875505,0,0,0,-0.0155670497356777,0,0,0,0,-0.0191960031665585,0,0,0,0,0,0,-0.219860090250708,0,0,0,0,0.00719510177121521,0,0,-0.00232877466066841,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21978231979669,0.209967851245172,0,-0.0336804241359106,0,0,0,0,0,0,0,0.0640197302639514,-0.0961363516603592,0,0,0,-0.0791727225799784,0,0,0,0,-0.0787436673445158,0,-0.0235875754870615,0,0.0155259948313109,0,0,-0.319098078928724,0,0,0,-0.0910651941009753,0.0513579783573591,0,0,-0.0741915804092154,0,0,-0.000629761057210428,0,0,0,0,0,-0.0950761253048508,0,0,0,0,1.42072301298844,0.26128586419666,0.012251754089847,-0.0370386609848098,0,-0.0291608635313234,0,0.107950090966823,0,0,0,0.0902194769608632,-0.0506633618466081,0,0,-0.0325538208269803,-0.111073794073626,0,0,0,0,-0.164333677070227,-0.045993820717077,-0.126940033234812,0,0.0529611705348648,0.00910465895261514,0.0448053956543884,-0.435620705768448,0,0,0.0754882993114885,-0.185739808759122,0.049818126619845,-0.00632935929859221,-0.0508673799131467,-0.121338067545707,0,-0.00547329922642763,0,0,-0.0114832574241984,0.0890693594704663,0.00175477089377044,0,-0.209884093502291,0,-0.00512893361916072,0,0
0.100941011159695,1.01746327186455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406062076408174,0,0.00536417389176672,0,0,0,0,-0.072166790939368,0,0,0,0,0,0,0,0.00506072493298408,0,0,0,0,0,0,0,0.021216077547608,0,0,0.209967851245172,1.1585428608251,0,0.0661615279316076,-0.037457365829904,0,0.0293718121593691,0,0,0.0492687561894895,-0.0140544275453629,0,0,0,0,0,0.0128188634021265,0,0.000955819491226859,0.0468863205600105,0.0632138306209859,0,0,-0.111953636016158,-0.136309180926807,-0.0898143035073195,0.118931982488258,0,0,0,0,-0.164696726961223,0,0,0,0,0,0,-0.0230914348604469,0.0681084110906155,0,0,0,0,0,0,0,0.0891714423921221,0,0,0.26128586419666,1.39086223059455,0,0.133445544468565,-0.136265579751446,0,0.079401155727847,0,-0.00341747395074041,0.104529595389134,-0.0655794937814939,0.00454135669275861,0,0,0,0,0.044599674242475,0.0457516215920996,0.142233313146726,0.157100128111667,0.144214006309977,0.0358506524796619,0,-0.227827563300041,-0.237491823689024,-0.171466885191737,0.211667530539223,-0.0614816846986678,0,0,0,-0.220803054372851,-0.0182813411799871,0,0,-0.0151057529163553,0,0,-0.100564627908393,0.0859611089548439,-0.0127355865251214,0,0.0724760205413325,0,0,-0.0686939401228193,-0.0562568138949254,0.100804122943862,0,0
0,0,1.00806279200849,0,0,0,0,0,0,0,0,0,0,-0.031488302500479,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843056186005513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07467433589677,0,0.0193926347187141,-0.0364118866962936,0.00878559561351771,0.0321504155471145,-0.0221633962844371,0.00825825249163351,0,0,0,-0.121319761098918,0,0,-0.0663246905722074,0,0,0,0,0.0259790610858486,0,0,0,-0.0462418388668154,-0.182653460866471,0,0.0311754634532358,-0.0328379273799419,0,0.00549790414428345,0,0,0,0,0,0,0,0,0,0,0,-0.0776271086246026,0,0,0.0636816750111223,0,0,0,0.012251754089847,0,1.23565653796836,0,0.119271311036681,-0.111900681627551,0.0638799973062392,0.0861541948981444,-0.121762949348506,0.0642905961465501,-0.0312085442704474,0,0,-0.203316503138492,0.00366652708648115,0,-0.104647138302295,0.107222912425522,0,0.0307475051065247,0,0.100579037520911,0,-0.0323540725332926,-0.0318041780171262,-0.0541310445217433,-0.257271114413736,0.00294674715332389,0.061531316270896,-0.105413097944891,0,0.0582471373113204,0,-0.0771131077775497,-0.00343674046086964,0,-0.0576454429031079,-0.0666815644811209,0,0,0.0402557071939239,0,0,-0.146130137962449,0.0303451238442053,0,0.167623910723212,0,-0.0400030764176344,0.0244050898174205
0,0,0,1.00744393780257,-0.0317822041437776,0,0,0,0,0,0,0,-0.00679159075909403,-0.0428283443335548,0,0,0,0,0,0,-0.00571080869444998,0,0,0,-0.00125488940916976,0,0,0,0,-0.0290958926842022,0,0,0,0.048075162769449,0,0,-0.00562774125499209,0,0,0,0,0,0,0,0,0,0,0,-0.0183216863983537,0,-0.0336804241359106,0.0661615279316076,0,1.13007459130028,-0.112797806486384,0,0,0,0,0,0.0665592572019996,0,-0.0346556564806197,-0.118768169363636,0,0,0,0,0,-0.0205847383602947,-0.105443180445387,-0.0570211790511969,0,0,-0.0736861778104454,0,0,0,0,-0.067323381613304,0,0,0,0.141080506544455,0,0,-0.0695335338016341,0,0,0,0,0,0,0.0329632644460005,0,0,0,0,-0.11639967963589,0,-0.0370386609848098,0.133445544468565,0,1.29235324380766,-0.212035656545932,0,0,0,0,0,0.0838699520167747,0,-0.0699947511417005,-0.191963004490398,0,0,0.0228103252164007,0,0.089488936292275,-0.034059236275219,-0.171569401293923,-0.0833802021148635,0,0,-0.132434905951974,0.0615835820706695,0.0503751885303154,0.0179829036294336,0.0206778880004578,-0.0676361700883366,-0.00645213206206513,-0.0198530594140883,0,0.201684079943372,0.0491100932144778,-0.0110272135565147,-0.104219997199333,0,0,0,0,0.0151359791513093,-0.0213102316209985,0.0646485827558224,0.0232146982941499,0.0581201726571241,0,0,-0.183354037424713,0
0,0,0,-0.0317822041437776,1.1104333516203,-0.00216244108193011,0,0,0,0,0,0,0,0,0,0,0,0,-0.161127493345096,0,0,0,0,-0.0901587784718261,0,0,0,0,0,-0.0361350284909377,0,-0.0308298625504511,0,0,0,0,0,0,0,0,0,0,-0.0969765501743812,0,0,0,0,0.203520723593194,-0.089228758869084,-0.110053129664084,0,-0.037457365829904,0.0193926347187141,-0.112797806486384,1.39607696896641,-0.101484682700667,0,0,0,0,0,0,0,0,0,0,0,0,-0.272734368221134,0,0,0,0,-0.130738895458117,0,0,0,0.141892331613374,-0.0721204738751931,-0.101938441686264,0,-0.0765702585044248,0,-0.120833189142225,-0.0283444191797091,0,0,-0.022213655429072,0,0,0,0,-0.195367375758503,0.0315032469847884,0,0,0,0.321754682846546,-0.153032551402247,-0.228800424921519,0,-0.136265579751446,0.119271311036681,-0.212035656545932,1.80603031531746,-0.21777904900519,0,0,0,0,0,0,0,0,0,0,0.0961729894375015,0.0367876835463768,-0.446222902785667,-0.0660324276220974,0.0910390610052107,0,0,-0.171654054850915,0,0,-0.0398565068089342,0.304101772519636,-0.152402264223066,-0.109001514840717,0.0324144583195935,-0.098232531459538,0,-0.24059998960381,-0.0950403494351047,-0.0134211333296787,0,-0.103466450683216,0,0,-0.00967805411549418,0.0342040880759182,-0.263910073199835,0.0928428542256787,0,-0.0271703881162262,0,0.491772822662122,-0.151494811535079,-0.34993880356249
0,0,0,0,-0.00216244108193011,1.04018282161067,0,0,0,0,0,0,0,0,0,-0.0163450501636537,0,-0.168413648933491,0,0,0,-0.095424352535632,0,0,0,0,0,0,0,0,0,0,0.0151266876683786,0,0,0,-0.0520121741440054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364118866962936,0,-0.101484682700667,1.20523493758992,0.102360237614489,0,0,-0.00476191895811644,0,0,0.02180503639717,0,0,-0.11909966763585,0,-0.287644919973087,0,-0.0378056474302374,-0.0320085207305602,-0.212136173933132,0,0.0192461173053516,0,-0.0254188472647109,0,0,0.03697889790664,-0.0363867580328164,0,0.00396795558829663,0.141568742373565,0,0,0,-0.144201644249017,-0.0266257532363581,-0.0228283858831302,0,0,-0.0416985611253137,0,0,-0.0267785443359202,0,0,0,0,-0.00675070073707355,-0.0291608635313234,0,-0.111900681627551,0,-0.21777904900519,1.50383201716222,0.188368990309618,0.0116834219547564,0,-0.0849520000343847,0,0.0901249233512455,0.161785821244533,0,0,-0.152593041964356,-0.0092447079675428,-0.415602584928945,0,-0.0875127260930757,-0.125435291206201,-0.336702116437633,0.0023179471164298,0.0308004979658292,0,-0.0107116807884743,0,0.0402986537342971,0.134783824597817,-0.100775754074415,0.0864879679200113,0.0748898246850059,0.292926435395479,0,-0.0330020127152349,-0.0606925868394938,-0.249446696060104,-0.0780242320150075,-0.0941866631407234,0,0,-0.0550632480664124,0,0,-0.0609101388217065,0,0,-0.0289515572904927,0,-0.0194199789310334
0,0,0,0,0,0,1.00005223658457,0,0,0,0,0,-0.00722767797972905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293718121593691,0.00878559561351771,0,0,0.102360237614489,1.05409519871957,-0.00472888456728791,0,0,0,0.00374817782808379,-0.0734669944846139,0,0,0,-0.0398372848485224,0,0,0,0,0,0,0,-0.0792379704889453,0.0840042220272336,-0.0357555084606825,0,-0.0405109407071496,-0.020629021078531,0,-0.0110952729231702,0,0.0254817819088482,-0.0522091921624133,0,0,0,0.0151463642923557,0,0,0,-0.0737982125364054,0.0735105872193973,0,0,0.0184215495151454,0,0,0,0,0.079401155727847,0.0638799973062392,0,0,0.188368990309618,1.20142288001057,0,-0.0398982092894153,0,0,0.0805355111753906,-0.0560718764255384,0.0678945818875107,0,-0.0205181514613907,-0.0997600995545223,0,0,0.0337159272587276,0.0434987070128453,0,0,0,-0.189065993266081,0.156081433268754,-0.107558431837787,0,-0.0469761857810687,-0.115420398296532,-0.00381558590663908,-0.0586659746943474,0.0688956371415489,0.0649107384621432,-0.0944370001038866,-0.01608646561797,0,0.0711007983349049,0.0925000158730118,0,0,0,-0.154622077718195,0.137273784278374,-0.0177346127975564,0.0434712652936215,0.0734509039865277,0.0224406207312364,-0.0309983473065884,0
0,0,0,0,0,0,0,1.03525143732146,0,0,0.141153927436487,0,0,0,0,0,0,0,0,0,0.0224039825496978,0,0,-0.00670312757633038,-0.117683887705054,0,0,0,0,0,0,-0.0346406075331417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177987800404941,0,0,0.0321504155471145,0,0,0,-0.00472888456728791,1.19904373126311,0,0,0.200293888890647,0,-0.0227976651005878,0,0,0,0,0,0,-0.0457596409607533,0.174971723691502,-0.042486420939018,0,-0.0789569281714286,-0.240452416046396,0.101535651319242,0,-0.0645324577434688,-0.0347450126546189,-0.0302036784980693,-0.00242517046551504,-0.111598977179265,0,0.0486207669416813,0,0,0,0,0,-0.058773266436246,-0.00575653719612056,0,0,0,0,0,0.0351238501447502,0,0,0.159908441842781,0.107950090966823,0,0.0861541948981444,0,0,0.0116834219547564,0,1.43717670362284,-0.031579177953867,-0.0288993242238535,0.178628937414493,0,-0.0545809920678011,0,0,0,0,0.0519317939775537,-0.0499010381538351,-0.0974528709821439,0.315137990320115,-0.0960527160349468,0.00190843530855431,-0.0998459148510381,-0.404968742632282,0.188771560927442,0,-0.134199818967018,-0.0593443692585143,-0.101903711906242,0,-0.105000031073314,0,0.10860124982585,0,0,0,0,0,-0.133354502437071,-0.00626104228729371,0,0.00460643597772113,0,0.0800918918530029,0,0.117401145438328,0,0,0.27194212563494
0,0,0,0,0,0,0,0,1.08457210186499,0,0,0,-0.0847757077040321,0,0,0,-0.0368999956425037,0,0,0,0,-0.0941112873860355,0,0,0,0,0,0,0,0,0,0,0,0.221902677611307,0,-0.059799795411149,0,0,0,0,0,0,0,-0.0793815295225763,0,0,0,0,0,0,0,0,-0.0221633962844371,0,0,0,0,0,1.28786655132492,0,0,0,-0.145180389297459,0,0,0,-0.117184570984049,0,0,0,0.0213878216257772,-0.177358088343227,-0.0913092267323977,0,0.0018553350640666,0,0,0,0,-0.0245602031514645,-0.00536747156492958,0,0,0.312300378842228,0,-0.113840736662364,-0.0316377966473095,0,-0.0355498776133998,0,0,0,-0.0335168763921951,-0.218524502982796,0,0.0983475259856489,-0.078605262932832,0,-0.101120512507223,0,0,-0.00341747395074041,-0.121762949348506,0,0,0,-0.0398982092894153,-0.031579177953867,1.61260408978776,0,0,-0.0710953135673503,-0.283829357386465,0.0445650104675892,0,0,-0.151258180413505,0,0.0333686547092305,0.0145035784267709,0.0975690747297812,-0.260360645693904,-0.195594741710486,0,0.143264615142088,0,0.0326001023124016,0.0835366328840072,0,-0.0495436458267437,-0.0635550234531901,0,0.0195884751079235,0.395966601158251,0,-0.156526193980393,-0.0780244425412037,0.0377762750579298,-0.0821364710645663,0,0.0630105215126512,0,-0.140917791922577,-0.383981160068371,0,0.233230719118114,-0.154458750444746,0,-0.24717768821229,0
0,0,0,0,0,0,0,0,0,1.04087544366151,0,0,-0.15425375656756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200198073349534,0,0,0,0,0,0,-0.0379209470076742,0,0,0,0,0,0,0,0,-0.107401816988752,0.009225825803203,0,0,0,0,0,0.0492687561894895,0.00825825249163351,0,0,-0.00476191895811644,0,0,0,1.1662342470063,0,0,-0.246234153162054,0,0,0,0.0451899222776784,0,-0.00145240575649305,0.0688290743775466,0,-0.0368590311541908,0,0,0,0,0,0,-0.108764919108819,-0.0219232182630779,0,0.0034900528191407,0,0,0,-0.0896527247787476,0,0,0,0,0,0,0,0.00705104362496492,-0.213272229405021,0.110356883229181,0,0,0,-0.0426631078743638,0,0.104529595389134,0.0642905961465501,0,0,-0.0849520000343847,0,-0.0288993242238535,0,1.35492955296399,0,-0.068767259533149,-0.345200457952422,0,0,0,0.160563942868807,0,-0.0566447050772332,0.191965538179029,0,-0.0400892964053453,0,0,0,-0.0341945479715971,-0.00574216579914694,-0.0406993874418054,-0.162862440289395,-0.100215908739931,-0.00424315049110514,0.0708602351524888,0,0.0102613144347754,-0.0500789422055258,-0.0929209785071105,0,0,-0.0485793637646434,0,-0.0022711519334843,0,0,0.0693109485632644,-0.312443235267558,0.156705738180481,0,0.0155768083880907,0,-0.0726784849200711
