V9,V25,V30,V24,V37,V38
1,1,0,2,1,11
1,3,0,4,3,1
0,0,2,0,0,4
1,4,0,3,4,1
0,1,0,1,4,3
1,0,1,1,1,232
1,0,1,2,0,38
0,1,0,0,0,5
0,0,0,0,0,1
0,1,3,2,1,5
2,2,0,2,0,1
0,1,0,0,0,11
3,7,1,1,6,501
0,0,0,1,0,2
2,2,0,6,6,177
0,2,0,0,1,0
0,0,0,0,1,1
0,0,1,2,1,0
0,0,1,0,0,3
0,3,0,0,1,2
2,0,0,0,0,1
2,1,2,3,2,1
0,1,0,0,1,1
0,0,0,0,1,57
0,4,1,2,2,3
0,0,1,0,1,1
0,1,0,0,0,0
1,0,0,1,0,0
2,1,1,2,0,1133
1,0,0,1,0,1
2,1,2,0,0,206
0,0,1,1,0,1
1,1,1,1,1,4
0,2,0,1,3,1
0,3,2,3,1,0
1,0,0,1,0,982
0,0,1,0,1,3
0,1,3,0,0,117
0,1,0,2,2,0
0,1,0,0,0,0
0,0,1,0,1,4
0,3,2,1,1,3
5,4,5,9,7,6
0,1,1,0,1,3
4,1,1,1,1,9
2,0,1,0,0,0
2,1,1,0,1,32
0,1,0,0,0,0
0,0,1,0,0,3
0,0,0,2,1,1
0,0,0,1,0,2
0,1,0,2,0,25
0,0,0,0,0,1240
3,2,3,8,1,2
1,1,0,0,0,11
0,1,1,1,1,2
1,2,0,0,3,5
0,1,0,0,0,10
2,6,6,4,5,16
1,0,0,0,0,1
0,0,1,0,0,2
0,0,1,0,0,0
4,6,6,8,11,3
4,4,2,5,4,7
2,0,1,0,1,0
0,1,1,0,0,6
0,0,2,2,1,3
0,2,1,1,0,0
1,0,1,0,0,0
3,1,1,0,2,1313
0,0,0,1,0,26
0,0,0,0,0,0
8,11,14,16,16,7
1,1,1,0,2,2
1,2,1,0,0,0
1,1,0,0,1,26
0,0,3,0,2,4
1,0,0,3,0,1
21,17,11,10,14,2010
0,0,2,0,0,3
