V94,V98,V34,V80
1,6,1,0
3,107,0,292
1,0,119,0
3,0,0,8
24,73,0,77
1,3,0,2
274,1,0,0
3,29,0,0
38,5,0,0
0,3,0,0
0,10,0,1
137,0,0,159
0,1,0,1
0,2,68,2
0,0,84,11
161,1,0,0
1,3,0,3
3,0,0,11
0,5,0,1
0,0,1,0
1,11,1,0
0,72,24,5
6,14,0,0
1,1,0,0
0,0,0,0
5,1,0,1
1,1,0,12
4,5,0,4
3,157,64,7
2,2,0,1
4,1,0,0
0,146,1,3
5,0,0,0
5,423,0,4
16,0,1,0
0,13,273,2
0,1,0,0
120,0,0,0
1,3,0,0
1,0,0,1
3,330,0,1
3,6,0,0
1,7,0,0
3,0,0,3
5,70,0,28
0,4,0,0
931,966,938,972
1,62,0,0
1,81,0,0
8,3,711,7
57,0,1,0
1,1,0,3
17,1,1,0
0,13,0,0
32,7,0,37
206,0,0,0
0,0,97,0
1,0,0,0
0,1,0,0
291,0,2,2
3,21,12,0
1,2,0,0
1,0,496,0
32,194,0,7
0,31,1,0
0,5,7,2
3,70,0,12
0,0,0,6
1,0,0,1
5,0,0,123
0,0,0,1
1,4,1,11
0,3,120,2
19,3,0,26
5,2,0,10
0,0,139,0
8,0,137,0
1,127,0,0
0,1,1,2
41,0,0,0
83,0,0,12
1,0,0,0
322,6,277,3
2,3,1,0
2,0,0,1
102,19,0,0
415,8,7,0
1,5,0,12
0,3,1,736
2,17,0,1
3,0,0,1
0,20,0,5
1,1,0,0
0,4,0,1
0,22,1,1
0,0,0,0
73,5,1,2
1,7,0,0
73,197,0,26
2,8,198,9
1,0,0,0
2,10,0,0
3,54,0,3
0,3,6,30
24,462,0,60
0,11,0,1
2,8,1,0
14,4,1,5
1,0,0,4
0,1,0,2
254,0,0,92
1,553,0,2
6,0,0,4
2,1,1,1
3,8,0,43
1,4,0,3
165,0,0,1147
0,1,0,7
2,1,0,53
1,12,0,0
