"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4,0,1999,4,727,244,1,1915,96,10
126,6,2721,3,962,0,149,1019,6,8
3696,70,70,499,16,534,17,22,28,48
2,87,76,82,4418,96,13,9,204,13
6,9,93,17,10,4700,37,26,81,21
8,2189,14,7,22,1,2204,330,113,112
40,2563,939,910,115,21,13,336,44,19
6,0,1,593,9,6,4382,1,0,2
160,72,31,175,208,25,23,185,3679,442
1707,30,629,77,16,10,71,655,1731,74
0,1,4655,2,233,1,29,38,12,29
6,3685,29,12,498,9,22,26,507,206
8,67,1148,4,11,22,20,3153,409,158
218,10,4,76,4435,6,11,3,213,24
35,10,2001,1972,267,6,93,16,307,293
2,11,0,8,576,2,4290,34,7,70
28,10,3151,7,147,1194,5,7,425,26
20,50,131,40,2736,989,990,9,19,16
4366,2,19,2,5,5,7,4,0,590
1,4760,2,1,2,2,228,2,2,0
218,87,17,4526,8,12,7,13,6,106
1,1,4,3,3595,2,1,10,63,1320
488,478,471,474,1256,61,22,21,1214,515
31,83,630,1711,229,26,85,263,1713,229
19,10,208,4461,87,77,14,35,85,4
72,1614,29,33,199,608,634,28,38,1745
40,251,232,257,33,1853,1897,88,93,256
49,128,2784,386,36,157,123,138,127,1072
4722,26,81,82,24,23,2,6,6,28
2314,309,2304,1,45,0,1,16,0,10
