"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
404,134,20,1140,26,3090,25,57,55,49
4463,2,0,224,206,0,0,93,5,7
155,20,16,4,154,1245,8,3276,63,59
3,1,0,0,2,1,1,100,0,4892
21,211,1,0,554,1,0,4211,1,0
2659,355,346,49,46,357,52,119,965,52
475,476,29,176,27,3580,73,30,63,71
3,751,275,5,3,3,1967,22,15,1956
17,1,0,2467,0,0,1,2513,0,1
3,46,145,14,17,44,41,2316,8,2366
14,9,62,7,23,1263,4,3422,175,21
7,11,29,1370,3562,7,1,10,2,1
54,6,3,3,2,1045,2815,1060,0,12
14,2,4606,4,2,80,247,26,14,5
15,41,0,2501,14,7,0,2409,1,12
22,2417,6,2457,4,12,41,19,5,17
67,9,7,29,582,4242,2,28,13,21
191,206,195,184,1407,537,206,1429,194,451
38,127,874,894,37,316,14,2372,309,19
6,1,210,2,0,7,28,4706,27,13
495,61,25,7,507,187,3630,23,63,2
3,13,18,6,28,9,80,4755,12,76
138,133,149,51,1066,2922,49,46,57,389
885,42,349,360,340,126,49,2463,43,343
1,1351,2,1,0,3638,0,6,1,0
215,18,10,7,13,540,7,4178,5,7
205,10,24,9,10,11,9,4471,10,241
76,84,25,15,6,4729,9,29,21,6
1,3522,6,1,14,173,2,28,2,1251
76,73,219,214,216,1704,29,600,243,1626
