"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
2,2,2500,2477,3,3,8,2,2,1
31,41,98,98,749,1962,10,28,12,1971
1,40,2,3,39,3,3,8,95,4806
10,118,2414,7,2,0,5,3,0,2441
2,74,69,197,31,3,3969,596,32,27
2,2461,2,0,3,8,0,0,0,2524
8,4350,5,39,12,0,3,577,3,3
228,89,241,238,1830,197,1763,252,89,73
3,2,0,106,3,4,10,4,4867,1
59,203,29,64,184,28,190,71,475,3697
58,19,11,61,23,28,1164,3166,17,453
205,1,1,2,1,4468,9,2,93,218
1050,3002,59,382,69,154,38,151,50,45
168,1318,468,493,184,1330,180,199,486,174
2,1,4731,13,4,4,5,235,4,1
62,28,82,568,187,68,28,72,21,3884
214,13,26,4,4348,8,11,224,84,68
2,2,16,4,4,4943,3,7,4,15
94,80,73,607,1731,230,1656,85,242,202
7,65,3473,4,18,4,49,17,24,1339
1,2,1,7,27,579,4365,17,0,1
3,362,45,119,2497,910,113,59,4,888
182,214,27,223,30,31,3,28,4173,89
0,2,1,2,4,4732,1,18,240,0
71,438,27,435,62,513,3425,8,5,16
1989,4,688,1,21,8,275,1974,10,30
20,39,125,315,21,320,326,2545,937,352
187,187,68,26,36,63,3436,441,480,76
554,230,1643,239,85,1593,214,65,187,190
2,5,4,60,3556,27,1314,1,12,19
