"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1,1,0,1,5,3464,2,1,1349,176
0,0,2336,1,2323,3,18,4,1,314
65,1151,56,27,62,27,7,416,3050,139
11,18,2073,292,14,16,2115,109,39,313
0,7,31,11,229,14,89,6,3,4610
25,4558,9,40,41,10,7,91,195,24
3803,35,14,192,3,494,172,20,204,63
40,23,228,1821,657,244,89,33,26,1839
6,4380,214,8,1,68,91,216,14,2
41,43,982,353,112,2838,132,47,53,399
149,146,17,2986,367,22,125,41,23,1124
603,81,2,6,10,4,6,62,20,4206
3291,2,7,1,1233,10,454,1,0,1
473,3678,176,28,186,64,14,180,182,19
80,11,84,1,42,1,1,29,3,4748
186,20,197,9,172,3797,518,10,28,63
1438,2,1434,83,2,1459,6,3,2,571
10,10,562,209,12,36,12,4055,9,85
284,1,15,38,5,1,4,47,2302,2303
146,146,45,57,1097,2911,145,146,153,154
35,1677,226,85,646,88,1720,219,270,34
1983,46,107,34,742,743,256,838,244,7
1,88,10,11,0,6,243,1,16,4624
20,18,429,3241,15,158,434,159,460,66
175,2,69,29,10,4,1260,4,3,3444
4,75,22,85,202,14,73,4257,28,240
960,940,111,2575,55,120,46,48,44,101
1,613,4285,26,16,2,3,36,11,7
4939,2,17,1,1,0,2,0,0,38
4680,5,0,9,38,244,1,3,17,3
