V94,V97,V71
0,7,0
8,5,1
0,143,0
0,0,0
52,391,58
8,19,0
0,1,1
9,1,1
6,12,0
0,0,288
3,16,0
1,1,0
1,2,0
1,16,0
21,0,0
0,8,0
0,0,0
35,8,0
3,1,2
1,4,1
0,0,0
0,2,0
6,1,0
0,4,0
1,8,2
1,1,0
2,11,10
2,5,22
1,11,495
27,0,1
3,532,0
0,1,0
0,38,0
28,4,0
930,984,969
59,0,0
6,1,3
4,1,0
5,2,924
0,15,0
0,0,1
0,0,0
1,246,0
3,1,0
8,3,0
0,2,1
10,2,0
1,3,60
532,4,1340
105,1,0
1,1,1
7,83,15
2,11,4
1,0,1
3,1,0
2,5,0
4,2,7
0,6,0
4,37,0
4,475,27
4,1,0
0,1,3
31,0,1
2,0,0
0,0,0
1,240,3
3,1,10
150,54,2
1,1,1
0,2,54
1,5,1281
0,2,0
2,22,6
2,4,2
2,26,5
1,1,0
0,21,0
8,21,14
1,0,88
2,318,1
1,4,1
0,0,0
0,38,0
0,0,0
0,30,1
172,3,2
3,3,2
9,97,0
0,0,7
2,6,4
1,247,0
0,39,0
0,2,0
0,1,395
4,29,1
7,10,1
0,0,168
0,3,1
0,0,0
1,265,0
1,7,0
1,27,1
213,0,0
0,0,3
0,0,0
21,1,153
0,150,19
18,138,0
36,0,0
0,2,2
9,13,0
0,29,1
3,1,6
0,1,1
1,0,0
2,2,0
10,0,0
15,18,6
1,3,34
0,7,0
