V30,V13,V25,V9,V37,V24
0,0,0,1,0,1
1,0,0,0,1,0
1,0,0,0,0,1
0,0,1,0,1,0
0,1,0,1,2,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,0,0
4,1,0,2,0,1
2,0,0,1,0,1
0,0,1,1,0,1
0,0,1,1,1,1
0,0,0,0,0,0
0,0,0,1,0,0
2,3,2,4,0,3
0,0,1,0,0,0
1,0,0,0,3,1
0,1,0,0,0,0
1,1,0,0,0,1
0,0,0,0,2,0
0,0,2,0,0,0
0,0,0,0,1,0
0,1,0,1,1,0
1,0,0,1,0,0
0,0,0,0,0,0
7,14,16,13,13,10
0,0,0,0,1,0
0,1,1,1,1,2
0,1,0,1,0,0
0,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,1,0,1,0,0
1,0,0,0,4,0
0,1,0,0,0,0
1,2,3,1,1,1
1,1,0,0,1,2
2,0,0,1,0,2
2,0,0,1,0,0
0,2,0,1,0,2
1,1,0,0,1,1
0,1,0,0,0,1
1,1,0,0,1,0
4,1,3,6,4,2
0,0,0,0,0,0
0,0,1,0,1,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,1,1,1,0,0
0,0,0,0,1,0
0,1,0,0,0,0
0,2,1,0,2,0
0,0,0,0,0,0
1,0,0,1,0,0
0,0,0,0,0,1
4,5,4,7,3,3
0,0,0,1,0,0
0,0,0,0,0,1
1,1,1,2,0,0
0,0,1,0,0,1
0,0,0,1,0,0
0,2,0,0,0,1
1,0,0,0,2,0
0,0,1,0,1,1
3,2,5,3,6,3
0,0,1,0,0,1
0,0,0,1,0,2
0,0,1,0,1,0
0,0,0,0,0,0
0,1,0,1,0,0
1,0,0,0,0,0
0,0,1,2,0,0
