"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
3,41,0,9,25,18,7,0,3,51,0,348,116,135,0,1,0,3,0,0,344,38,6,0,0,4,7,9,3,0,12,53,16,0,0,1,1,3,0,0,337,1,0,149,17,3,1,6,1,4,3,0,48,3,3,0,1,0,5,2,0,1,1,3,20,45,4,53,123,0,25,2,7,0,0,2,1,2,1,2,1,111,6,3,0,17,1,0,2460,112,0,58,48,2,1,0,2,44,0,1
5,31,0,0,2,2,0,0,191,19,0,0,60,185,0,5,0,11,14,5,0,31,0,1,196,32,15,0,1,0,0,2,1,1480,0,5,75,0,1,1,1,3,0,6,23,0,8,1,0,1,10,23,0,1,3,0,0,1,1,7,0,26,0,19,13,17,3,8,67,17,12,0,3,0,0,0,2,0,33,0,203,12,1,0,0,3,0,1,25,1487,1,1,1,11,554,0,1,16,3,0
976,0,0,0,0,0,1,0,149,10,0,932,142,19,0,21,0,4,0,2,0,18,23,0,1,49,0,0,11,0,1,0,0,0,0,3,53,0,0,51,8,7,148,0,388,0,4,21,0,0,0,0,2,2,15,0,1,0,360,1,0,1,1,0,18,1,0,5,1,3,56,4,1,1,0,1,1,0,1,0,0,0,2,0,0,3,1028,0,1,1,20,371,8,10,22,0,6,4,6,0
0,532,1,0,1,6,161,0,27,67,1450,7,0,13,1,0,0,0,14,0,1,19,14,2,1,0,18,22,1,0,1,6,5,0,1,33,528,0,1,79,3,0,0,0,0,0,1,85,0,5,2,2,0,1,0,0,1,72,27,0,0,20,1,3,2,2,1397,1,3,5,1,7,9,0,0,1,74,0,2,0,77,2,3,28,0,8,71,0,24,1,4,2,1,1,23,0,9,4,1,2
427,1,0,3,0,1,0,1161,3,0,0,2,0,0,0,0,0,3,0,4,1,3,57,0,1,3,55,18,25,0,9,1,2,1207,0,0,0,51,1,2,24,0,0,0,22,0,4,0,0,5,1124,8,0,3,0,1,0,0,0,1,0,10,1,8,20,21,3,13,1,24,0,7,28,0,0,0,0,0,2,1,1,1,10,0,0,3,30,0,443,53,10,3,20,48,1,1,1,0,2,1
0,1,0,5,3,0,0,0,1,30,0,2,3,3,1,3,1,12,0,4,9,2,16,0,7,590,2,12,0,0,3,0,0,0,1,2,15,1,0,1,24,38,2,1,0,0,23,3,0,15,241,606,0,0,10,0,84,10,0,0,0,25,1622,0,6,0,80,1,1,0,243,0,25,0,0,1,1,0,0,7,80,17,0,0,0,13,13,0,632,0,93,0,5,2,81,0,17,0,6,242
57,16,0,4,4,1127,0,49,9,1106,5,17,1,1,0,0,1,0,0,61,1,57,2,145,0,3,0,1,141,0,1,54,1,0,0,14,0,150,0,0,0,6,7,0,22,0,428,3,1,0,0,0,47,414,0,0,0,152,1,0,0,0,0,0,13,5,7,0,0,0,4,3,0,1,0,0,0,0,57,1,46,2,58,0,0,3,0,0,1,2,6,2,0,10,1,0,7,461,181,20
1,535,0,8,69,2,0,0,6,16,0,1,1,37,0,1,0,0,11,35,11,0,33,4,2,0,194,3,0,1,0,1,10,542,0,1,1,1488,0,566,0,226,0,2,0,0,0,1,0,0,31,22,0,599,10,0,0,2,3,46,0,5,0,0,0,3,5,1,0,79,4,1,28,0,1,0,32,0,10,32,3,7,15,14,0,4,0,1,2,0,0,6,213,2,0,0,3,6,1,0
183,3,0,1210,3,2,0,0,1,156,62,8,1,3,0,51,0,2,10,0,155,10,53,152,2,158,5,0,6,0,2,0,8,1224,0,1,0,4,0,0,0,62,3,8,5,0,3,2,0,0,0,7,0,9,3,0,0,0,8,3,0,0,3,176,76,0,21,0,0,2,3,175,9,0,0,10,0,0,21,0,5,16,3,2,0,2,1,0,28,18,409,158,2,3,74,1,7,167,11,9
1,28,0,1,1,0,1,0,7,0,0,21,374,0,1,4,1,1,20,0,1025,12,0,0,0,18,0,4,0,0,0,42,1,48,0,0,0,0,1,0,47,0,3,0,1,0,0,47,0,0,0,45,0,0,0,1,0,3,0,0,0,0,1,8,0,4,1,1,1,388,50,12,2,0,0,1,9,0,0,412,1,140,5,10,0,50,1,149,4,0,345,373,61,130,8,1,2,0,1070,1
2,56,1,12,3,347,346,0,0,18,48,50,1,4,0,337,0,0,1,2,388,3,2,1,1,135,9,1,1,1,1,4,142,0,1,19,0,1,0,0,7,4,36,2,394,0,143,5,0,2,1,21,23,60,0,1,136,0,6,1,2,3,9,39,147,45,10,1,1,6,4,45,50,1,0,21,0,0,59,377,0,3,153,8,0,7,1014,0,131,12,0,27,0,3,13,1,9,0,18,1
16,52,1,1,3,57,3,0,0,2,0,23,3,0,1,2,0,0,0,161,0,2,2,25,0,4,2,1,0,0,1,14,0,1319,0,0,0,0,0,0,0,10,9,1,4,0,51,0,0,11,0,3,0,2,3,0,0,166,0,0,0,7,145,0,0,69,0,0,0,1,1255,59,2,0,0,0,2,0,3,4,1,62,21,5,0,2,76,0,0,0,5,1,1,1258,6,0,1,56,0,3
6,13,0,14,2,0,814,0,0,2,0,1,6,16,0,0,0,14,292,0,0,102,16,1,0,0,4,0,1,1,0,3,13,0,0,1,0,0,0,0,794,0,2,0,0,0,41,0,0,0,112,23,0,2,0,0,0,4,0,0,0,0,2,5,1,2,31,0,1,6,0,0,0,0,0,782,764,0,2,0,0,0,758,1,0,4,285,0,2,42,4,2,0,1,0,1,0,2,0,2
0,1,0,5,2,2,0,70,2,0,1373,3,10,0,0,12,0,0,21,13,2,10,21,0,0,8,0,2,0,0,0,28,3,69,0,0,0,0,0,19,6,9,0,2,0,0,0,28,0,191,0,7,2,557,2,0,0,12,5,67,0,10,1,29,2,0,1,2,489,4,1,0,4,0,0,3,18,0,73,4,1,3,7,20,2,25,176,1352,76,1,5,1,13,10,2,0,7,92,1,1
0,1,1,2,21,1,11,1,1238,157,0,1268,68,14,0,1,0,1208,5,0,0,28,1,8,52,0,2,0,0,0,0,2,0,0,0,0,2,0,1,1,67,0,439,1,4,0,12,0,0,2,24,6,12,11,9,0,9,5,2,0,0,6,47,21,0,2,1,0,10,0,7,6,8,0,0,1,13,0,0,2,1,0,0,3,0,2,1,0,2,0,2,1,9,0,0,0,3,154,1,0
0,0,0,3,0,53,1,2,1,2,0,1,1,0,0,0,1,9,92,0,109,0,41,40,3,0,1,49,825,0,17,15,1,0,0,5,0,5,0,0,0,2,0,7,292,0,1,3,0,0,3,2,34,0,1,0,10,4,2,0,0,284,815,0,1,823,2,3,0,11,0,6,279,1,0,1,0,0,0,0,1,36,6,0,0,0,45,0,35,109,48,0,0,0,0,0,0,856,0,0
10,0,0,2,0,0,0,0,278,0,0,0,758,103,0,2,0,0,2,39,0,2,17,0,1,1,10,50,6,0,0,1,687,0,0,0,0,1,0,6,1,12,3,1,0,0,728,0,0,0,0,28,0,1,0,0,714,1,0,278,0,1,3,1,108,5,1,1,10,0,1,7,100,0,0,0,4,0,244,9,0,20,0,2,0,320,13,0,0,38,0,43,257,2,0,1,45,6,13,2
35,38,0,2,1,3,1,0,0,1,0,0,0,0,2,6,0,1,0,0,88,27,231,1,633,0,4,2,0,0,2,2,0,0,0,0,607,0,0,0,0,0,21,11,0,0,0,634,1,10,0,24,0,37,0,0,32,0,0,227,0,14,0,0,1,230,3,0,28,0,1,642,1,1,0,6,1,0,1,11,0,3,2,2,0,1,0,81,0,0,3,32,0,0,1,1,618,629,3,0
6,23,0,2,4,145,7,0,0,0,0,54,3,0,0,0,0,23,0,1,3,0,29,5,0,0,0,5,52,0,0,3,382,0,0,21,1,0,0,1,9,1,0,0,0,0,1,0,0,1,1,2,5,1,1128,0,173,1,3,1090,0,1,366,0,0,4,5,17,8,0,1,1,4,0,0,143,0,0,1074,25,0,3,2,1,0,57,10,1,0,23,19,0,3,38,0,0,3,3,1,1
0,131,1,36,7,806,17,0,5,6,0,0,2,2,0,0,1,2,0,0,0,283,0,1,1,0,0,0,3,0,4,15,19,0,1,130,0,3,0,0,36,36,1,277,1,0,3,17,0,7,0,12,5,2178,8,0,17,20,1,6,0,8,111,2,5,3,47,1,43,9,11,8,289,0,0,7,1,1,2,6,38,45,39,5,1,3,118,16,46,0,4,5,3,6,0,0,3,0,7,6
1088,1,0,1,10,1,10,0,0,0,0,27,0,0,0,1,0,135,0,0,0,2,61,149,362,1020,0,2,1046,0,4,1,0,1,0,41,145,2,0,1,1,1,10,4,1,0,0,0,0,2,370,7,9,0,5,0,2,0,0,0,0,0,19,0,358,3,0,0,2,0,6,1,0,0,0,1,0,0,0,6,0,8,1,2,0,21,0,0,0,13,10,1,3,4,6,1,2,3,0,6
337,1,1,21,1,0,0,9,3,2,0,0,6,10,1,2,0,0,0,0,122,0,2,0,0,1,58,0,1,0,1,3,3,11,0,0,0,0,0,3,18,0,1,24,2,0,36,3,0,44,0,2,10,5,0,0,0,4,900,0,0,4,1,1,1,5,330,1,1,144,139,0,1,0,0,357,1,0,0,1,0,7,0,7,0,126,18,0,908,1,0,2,0,0,334,1,0,954,6,1
0,10,0,7,5,1,0,0,0,6,15,52,1,0,61,356,0,1,1,0,0,0,3,123,0,358,3,3,0,0,122,0,0,0,0,4,0,0,0,125,48,42,2,1,3,0,2,0,0,0,975,3,0,0,1,0,2,3,0,1,0,3,14,2,2,945,10,1,1,0,2,19,2,1,0,19,0,1,23,8,17,3,1,0,0,9,126,0,0,25,6,960,3,47,48,0,2,10,1,349
10,0,0,7,13,1,3,1429,3,63,0,3,1,29,0,2,0,28,0,28,0,28,0,1,11,1,3,1,12,0,4,5,1,0,0,12,0,1,0,0,33,1,1,503,3,0,75,2,0,9,6,67,0,1,0,1,1,54,1,9,0,208,1473,0,10,1,0,0,6,28,37,1,62,0,1,0,0,1,0,0,1,87,13,0,1,0,2,0,12,21,12,0,3,28,511,0,7,4,3,0
8,1,0,3,0,4,136,1,370,5,1,0,0,4,0,0,0,9,412,0,1013,0,381,1,0,43,160,0,44,0,0,1,13,355,0,9,0,0,0,152,1,6,8,0,1,0,5,0,0,0,1,1,17,22,0,0,355,0,1039,0,0,0,1,3,0,0,2,0,24,4,0,9,125,0,0,0,0,0,7,2,50,7,3,6,0,0,0,0,3,2,0,142,2,1,0,0,5,0,1,19
0,1,1,1,1,15,0,0,90,2,0,76,1,22,0,30,0,0,1,0,9,4,196,1,199,4,2,198,2,0,3,84,5,0,1,1,0,0,0,0,81,64,0,4,197,0,0,0,0,9,2,6,0,1,8,0,215,8,205,0,0,6,1,0,0,8,30,3,1,2,1,0,3,0,0,2,1,0,15,11,13,0,1,0,0,0,0,1,1,1480,2,1,204,25,68,0,200,78,557,535
2,0,0,539,38,25,24,0,0,10,0,1,0,3,0,3,0,28,2,3,3,532,0,6,196,3,26,6,22,0,27,2,2,0,0,14,1450,16,0,182,7,3,0,0,4,2,5,1,0,0,4,0,0,26,516,0,1,3,2,0,0,8,11,4,0,1,1,4,0,3,0,6,13,0,0,22,1,0,70,1,9,4,0,496,1,0,0,0,1,0,39,0,9,551,0,0,4,2,0,0
478,14,0,21,0,1,482,0,21,163,0,7,3,2,0,0,0,0,33,62,5,1,0,2,4,28,8,0,1305,0,0,1,7,0,0,8,0,0,0,5,0,2,64,1,1,0,22,1,1,10,2,13,2,2,475,0,20,5,1,3,0,0,1,5,1,1,0,1,160,0,0,0,1214,0,0,6,0,0,0,2,10,24,24,1,0,7,0,0,21,1,12,22,180,0,1,0,7,3,10,0
0,0,0,359,5,22,3,119,4,34,314,0,102,13,0,0,0,0,130,13,0,37,0,1,0,0,936,1,0,0,12,0,140,341,0,22,912,1,0,41,137,4,4,1,0,0,4,0,0,0,5,105,6,51,2,0,360,1,0,0,0,15,0,123,0,44,1,0,1,12,0,2,100,0,1,5,1,0,43,0,0,3,0,0,0,3,1,0,367,16,2,1,5,0,5,0,1,6,0,0
114,1,0,1,1,4,9,0,12,2343,114,117,11,0,0,6,0,3,7,37,18,3,2,17,1,1,5,0,33,0,135,3,19,0,0,8,117,0,0,6,25,5,11,6,1,0,108,6,1,0,2,1,104,4,2,0,324,46,4,15,0,319,0,48,0,1,4,42,3,0,5,122,1,0,0,1,2,1,7,1,16,2,1,21,0,2,0,0,0,329,5,0,0,0,2,0,119,18,115,0
0,2,0,1,231,0,3,228,3,0,2,0,0,0,0,0,0,1,0,665,2,1,71,2,33,0,12,35,0,0,81,218,0,0,0,1,0,0,0,0,7,0,0,43,0,0,32,672,0,23,0,2,1,4,0,0,0,5,1,579,0,0,0,89,229,15,0,1,12,2,1,221,1,0,0,10,36,1,0,1,0,4,18,1,0,48,22,565,13,0,0,95,635,5,0,0,2,12,0,0
0,2,0,2220,118,48,1,0,1,5,0,6,0,0,0,1,2,1,0,3,0,0,6,0,0,53,1,3,52,1,10,43,127,1,1,45,0,109,0,11,1,43,6,16,5,0,6,4,0,3,45,16,115,11,2,0,846,41,18,5,0,1,0,1,14,113,6,2,33,1,2,19,0,1,0,1,2,0,38,48,0,1,2,45,0,3,1,0,17,41,341,0,48,1,19,1,120,3,17,4
808,0,0,1,0,3,4,0,5,1,0,1,18,4,0,0,0,1,288,5,14,1,0,10,2,2,0,1,0,0,6,0,10,1,0,0,99,771,0,4,814,0,1,12,307,0,0,1,0,5,0,784,0,1,7,0,2,5,12,3,0,802,36,0,36,1,7,0,0,5,0,2,0,0,0,3,1,0,3,0,17,2,5,0,0,6,6,0,19,7,1,3,2,17,2,0,1,0,2,0
0,25,0,0,6,49,2,0,46,0,1,3,4,4,1,0,0,3,0,17,0,3,9,1,0,41,21,10,1,0,2,2,1077,0,0,1,0,16,0,141,11,1035,3,1,0,0,58,19,0,42,0,0,7,2,0,0,0,1081,373,0,0,27,0,0,0,7,7,0,4,0,0,6,0,0,0,2,16,0,2,20,367,1,3,1,0,0,0,0,413,0,0,0,0,1,3,0,0,0,2,0
0,0,0,0,2,4,0,0,107,0,0,6,124,2,1,1,0,0,870,1,112,1,0,0,0,2,5,1,854,0,0,0,2,0,0,3,1,12,0,5,0,6,1,17,5,0,0,3,0,304,1,1,1,0,842,0,0,0,2,865,1,0,0,1,0,0,1,0,3,0,1,310,0,0,1,101,0,0,32,0,5,2,1,325,0,1,11,0,0,1,12,0,0,2,0,1,0,0,11,13
4,0,0,3,1,0,0,0,1,2,0,39,6,672,0,0,0,34,254,0,254,1,0,89,0,0,1,0,1,0,16,0,0,265,0,0,44,1,0,1,273,0,3,0,255,0,0,0,0,6,37,1,0,1,1,0,282,0,1,0,1,1,3,0,3,0,1,710,3,277,3,0,0,0,0,0,1,0,1,0,8,0,5,3,0,0,695,703,1,0,0,0,1,0,14,0,0,10,0,7
0,0,0,1,40,1,81,0,1,0,0,5,3,0,0,176,0,24,0,0,31,0,0,0,1,0,2,0,0,1,174,2,0,0,1,0,532,3,2,0,0,211,0,1,0,0,3,0,0,0,67,2,207,85,0,0,0,4,0,3,1,8,83,0,0,2,0,2,0,1,0,6,0,0,1,0,0,0,0,217,77,0,4,0,0,0,1,0,0,0,1,1,1526,2,0,0,0,4,7,1392
0,1,0,24,17,14,218,0,0,6,0,3,1,34,0,0,0,0,87,214,78,0,0,0,218,76,1,32,1533,0,0,0,2,1,0,3,39,11,0,0,1,1,0,6,32,0,5,1,0,4,71,1,0,576,0,0,1,4,1,0,0,544,8,4,0,0,72,4,0,6,31,14,0,0,0,3,0,0,14,2,41,14,4,4,0,4,0,0,2,0,4,7,2,19,211,0,4,10,57,598
1,145,0,2,367,0,7,0,0,5,0,43,0,1,0,380,0,2,20,0,0,8,0,392,0,0,1,17,0,0,1037,2,1,0,0,15,0,0,0,1,16,4,0,0,0,0,0,1,0,0,2,46,0,1,1,0,55,1,0,23,0,1,16,0,1,1,0,0,0,1034,1,139,0,0,0,1016,3,1,0,49,1,1,3,1,0,1,55,0,9,50,1,3,0,5,5,0,1,2,0,3
5,25,0,1,48,122,4,0,0,21,0,0,2,408,0,12,0,0,1,2,1002,0,0,0,1,357,0,2,0,0,8,4,0,13,1,0,0,3,0,0,0,5,1,5,0,0,46,11,0,1,23,0,2,42,7,0,0,7,2,0,0,130,0,0,0,0,5,0,1016,0,4,1,129,0,0,0,4,0,0,2,1,1,2,4,0,0,0,1,159,0,3,2,976,18,1,0,344,0,1,2
31,6,0,11,1,11,13,1,1,0,1,14,1,25,0,0,0,104,11,0,12,1,35,0,8,0,2,0,94,0,114,2,3,1,0,1819,15,2,0,2,0,2,0,1,0,0,268,1,0,3,0,1,0,1,3,0,1,0,1,0,0,7,1,15,0,1,1844,8,1,1,231,0,0,0,0,6,7,1,32,0,28,1,17,4,1,0,0,1,0,5,3,29,98,0,31,0,0,0,0,4
