"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
2,50,0,55,14,0,19,0,0,3,134,1,3,127,0,14,0,3,0,1,1,4,1,1,0,38,9,0,352,1,0,0,0,0,0,0,0,0,0,0,49,0,0,18,0,0,7,893,0,0,0,863,0,128,0,0,1,7,2,0,0,44,3,0,46,23,0,0,0,14,0,898,110,0,0,7,0,0,0,10,5,3,12,0,0,39,893,0,34,46,1,3,1,0,0,0,2,4,1,0
0,0,0,125,22,8,1,0,45,0,1,2,1,8,0,0,0,0,342,2,0,16,22,0,0,6,0,3,0,0,1,1,0,936,0,1,0,0,0,5,0,2,20,9,0,0,371,1,1,0,0,0,0,923,1,0,1,48,3,0,0,2,0,5,2,907,6,6,31,0,0,0,55,0,0,959,4,0,0,0,0,0,7,1,0,0,1,0,0,1,2,3,0,22,2,0,0,7,46,3
14,3,0,0,8,0,6,1,0,735,0,119,0,3,0,5,0,6,19,724,0,5,0,12,0,4,0,0,0,0,1,291,13,0,1,0,0,781,0,90,9,0,0,0,0,0,0,0,0,0,47,0,1,18,0,0,36,285,1,0,0,2,3,0,12,8,2,42,11,0,2,0,14,0,0,3,0,0,0,4,0,0,1,38,0,36,0,0,6,798,750,6,0,2,0,0,0,1,13,8
429,2,0,1,7,2,67,0,20,20,0,6,4,2,1,9,0,7,170,0,68,1204,23,1,159,1,2,1,2,0,460,452,3,1,0,1,0,1,1,3,4,1,0,3,17,0,0,2,2,1,452,66,17,3,10,1,2,0,17,22,1,10,0,19,1,1,5,0,3,4,13,1,22,3,0,17,5,0,0,158,9,3,0,3,0,16,0,0,0,20,3,0,0,2,58,2,0,450,421,0
1,0,0,12,1,3,1,0,2,27,0,6,2,1,43,9,0,2,0,24,2,0,199,221,1438,0,4,6,23,0,0,0,0,3,0,2,2,10,0,207,4,0,1,0,199,0,4,1,0,0,12,2,1,16,0,0,0,2,0,1,0,16,1,1,0,3,1,0,0,7,1,26,8,1,0,30,592,0,0,1,0,7,0,5,0,1575,4,177,0,0,7,1,25,4,0,0,0,3,10,0
1,945,0,6,3,0,15,1,1,0,128,1,140,1,0,1,0,2,3,6,0,3,2,38,24,0,0,1,332,0,0,44,1,0,0,0,1,1,0,0,3,0,0,355,3,0,2,50,0,1,6,1,107,914,0,0,0,1,1,0,0,1,0,3,1,1,0,4,14,44,1,2,3,0,0,971,2,0,1,2,129,2,1,2,0,19,0,0,1,140,1,122,14,1,0,0,0,0,0,373
577,4,0,5,69,3,1,0,0,5,0,22,4,0,0,11,0,0,24,26,566,63,171,1,23,78,3,3,3,0,1546,5,0,0,0,73,1,530,0,0,4,3,0,0,1,0,68,0,2,2,0,1,7,26,69,0,190,14,0,30,0,2,70,35,1,0,2,1,3,584,3,3,0,1,0,2,6,0,0,2,2,2,1,3,0,1,0,0,0,0,0,2,0,3,34,0,2,0,0,1
14,0,0,0,0,395,0,0,0,1,0,1,1,2,0,0,0,10,16,24,7,3,10,2,0,6,1100,5,7,0,0,0,55,0,0,9,0,8,1,0,3,1,0,151,0,0,1078,2,0,27,0,0,1126,0,46,0,3,13,154,0,0,0,18,0,1,0,1,20,8,1,0,0,5,0,0,0,0,0,25,3,3,20,0,0,0,1,408,0,0,0,1,9,46,17,128,0,0,0,4,0
4,13,1,78,25,2,6,1,14,0,623,1,1,4,79,79,0,30,13,590,0,29,576,1,0,72,0,1,0,0,202,38,5,0,0,4,0,0,0,78,0,1,0,4,532,0,0,9,0,79,1,0,564,3,2,0,0,0,4,1,0,68,2,1,3,8,0,1,77,0,0,1,13,1,1,0,2,1,2,0,245,27,0,3,1,599,0,84,0,0,3,0,83,0,1,0,2,0,1,0
43,4,0,6,2,0,20,7,1,0,0,0,6,0,0,0,0,0,0,1,42,0,11,50,2,15,0,1,52,0,14,0,1,0,0,0,0,0,0,913,0,1,10,117,120,0,7,0,0,4,2,0,11,925,0,0,0,4,0,0,0,43,0,17,40,1,0,0,50,3,116,39,15,0,0,0,334,0,4,3,2,3,0,2,0,323,342,20,3,5,331,0,1,1,0,0,1,906,0,3
6,11,0,0,0,306,109,0,1,40,0,0,1,6,1,319,0,10,24,0,12,0,298,1,0,1,14,40,0,0,0,1,0,119,0,13,0,100,0,2,1,10,111,2,4,1,2,1,0,0,0,3,0,2,0,0,0,2,6,2,0,122,0,29,0,4,12,1,0,5,0,0,0,0,0,1,3,0,1,116,3,36,2,6,0,4,0,15,2129,790,1,0,0,12,1,0,110,3,0,12
1,0,0,6,0,0,0,8,0,0,10,16,91,0,99,0,0,2,10,259,721,0,2,1,726,7,232,0,0,0,2,0,17,0,0,10,0,1,0,268,5,0,0,246,6,1,14,12,0,1,0,1,0,0,270,0,0,4,0,0,0,10,1,14,40,0,0,1,705,47,0,2,1,0,0,7,1,0,0,0,1,0,5,11,0,0,0,0,1,706,0,0,252,2,0,0,45,99,0,0
