"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
204,11,0,0,0,1,1,0,3,0,1,5,11,0,0,3,0,7,0,235,0,0,4,79,0,1,4,0,1,0,0,1601,0,0,0,0,0,0,0,0,21,0,0,0,2,0,84,1,0,6,1,3,8,1,0,1,1669,3,0,83,1,213,6,0,5,10,11,0,6,0,0,7,79,1,0,1,0,0,237,10,0,0,2,23,0,1,223,0,3,81,2,0,0,1,0,1,5,10,1,5
0,1,2,0,28,1,12,0,1,6,0,14,72,1,0,1,0,13,3,1,91,625,1,0,1,1,0,1,0,0,7,0,0,0,0,1,0,2,0,0,78,5,2,1,4,0,0,0,0,3,0,6,1,1,1,2,1,0,3,0,0,5,0,0,0,26,0,97,28,1673,1,33,22,0,0,0,8,1,39,0,29,0,0,0,0,0,2,42,0,42,0,1,0,1,0,0,0,1,1738,217
0,1,0,8,185,0,2,0,20,0,481,0,0,1272,0,1342,0,60,0,3,0,0,25,0,0,477,183,4,5,0,3,3,1,0,0,0,0,5,0,1,0,1,0,186,1,0,0,0,0,5,1,0,0,0,2,1,0,19,5,2,0,0,0,14,0,2,3,22,0,1,0,4,0,0,0,2,0,0,1,1,485,0,0,2,0,1,1,0,0,56,7,0,0,0,0,0,0,62,6,26
1,3,1,25,0,67,0,529,3,3,0,0,39,0,0,71,0,4,70,1,0,192,26,0,2,5,68,3,518,1,19,12,5,0,1,2,0,26,0,1,1383,3,0,1,0,0,1,3,0,0,0,30,0,0,0,0,15,1,0,2,0,2,185,0,0,4,4,5,2,0,1,0,0,0,0,1429,1,0,2,0,1,0,0,0,0,3,0,0,0,167,30,1,1,24,0,0,0,0,1,0
1,2,1,0,31,2,1,0,0,10,0,1,0,3,0,1,0,137,0,2,171,5,1184,1,6,0,65,0,1126,1,46,7,0,1,0,1,0,5,2,2,172,3,0,165,0,0,10,421,2,4,0,2,463,1,4,0,1,0,22,3,0,16,1,7,68,7,8,21,2,1,0,60,159,0,1,135,159,0,75,9,7,3,1,0,1,11,1,0,0,4,3,13,7,70,0,0,0,57,5,0
59,11,0,0,0,25,0,1,0,0,0,4,0,11,1,0,0,0,3,1,361,6,994,1030,1,13,0,2,2,0,5,0,0,350,0,2,0,46,0,118,1,1,1,25,1,0,1,1,0,19,0,0,1,7,3,0,0,340,0,361,0,0,4,1,0,0,1,128,0,0,0,1,0,0,0,7,24,0,2,3,150,0,0,1,0,0,48,0,380,46,3,0,0,366,1,0,1,20,3,2
2,0,0,1,3,0,35,0,0,0,1,0,549,0,0,84,0,27,2,2,0,0,3,206,0,9,1,77,573,0,0,0,2,0,0,10,0,8,1,0,1,1,3,1,0,1,4,1,0,0,1,2,201,0,1,0,0,0,0,1,0,0,7,11,3,2,3,0,0,5,2,0,4,1,0,203,12,0,32,0,61,0,3,29,1,78,0,0,1,600,0,1,5,1,1,0,1,0,547,1572
2,0,0,7,0,1,5,0,1,0,84,3,25,20,0,45,0,0,0,1,2,6,1,2,0,10,33,12,31,0,0,0,0,1,0,2,0,27,0,29,2,2,646,610,0,0,223,6,0,0,0,1,0,0,1,0,0,0,0,3,0,609,3,32,1,0,38,92,1,0,221,236,1,0,0,0,31,0,6,0,6,0,0,81,0,11,0,0,1,0,12,1,0,0,0,0,17,1753,3,0
2,0,0,20,161,2,0,0,0,18,0,66,1,2,0,2,2,1,60,0,0,20,487,7,14,3,52,0,3,0,0,0,11,0,0,1,0,7,0,1,2,1,63,515,1,0,1,0,0,1,3,0,5,1,10,0,471,1,3,1,0,0,23,1,0,1302,17,4,0,0,1,0,2,1,0,0,0,0,6,1,1,1,0,152,0,3,0,1,5,62,1349,0,2,1,22,1,0,1,16,3
25,205,0,55,1,32,186,0,0,6,4,0,4,2,0,1,0,6,1,1,0,0,1,2,0,0,0,0,13,0,0,0,215,27,0,13,207,0,0,28,0,530,535,195,9,0,1419,0,0,27,28,29,208,3,209,0,4,0,0,11,1,0,32,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,11,6,0,1,0,31,0,1,532,49,0,4,0,85,0,0,0,0,0
0,8,0,6,4,0,0,828,0,3,0,7,319,0,0,0,0,0,0,0,0,885,0,876,14,344,0,1,4,0,0,0,0,37,1,0,311,0,0,1,129,1,0,2,0,0,12,0,0,111,0,128,0,0,0,0,12,0,0,1,0,0,9,0,1,0,1,6,0,1,0,1,11,0,0,885,0,0,4,0,15,0,2,1,0,2,1,0,2,0,4,0,1,5,1,1,1,0,0,0
0,10,0,13,3,2,0,0,0,2,1,27,0,1,1,209,0,0,199,82,0,0,4,6,589,1,1,13,36,0,16,0,1607,88,0,34,1,92,0,0,11,0,0,1,29,0,1,11,0,1,6,13,0,1,582,0,78,0,2,16,0,1,6,4,564,7,4,2,0,0,0,0,34,1,0,40,1,0,0,22,3,27,0,0,0,13,0,227,6,1,0,1,30,1,0,0,1,4,0,210
0,4,0,3,162,0,1129,0,0,1,0,3,0,0,0,0,0,0,54,5,142,3,450,419,0,48,0,1,0,0,2,0,0,0,1,5,0,0,0,0,0,2,4,12,0,0,2,1,0,9,2,1,0,6,22,0,2,1146,19,16,0,3,1,9,6,0,0,18,0,0,1,1,0,0,0,2,0,1,0,1,0,3,0,9,0,3,61,0,4,2,1,1,1,3,2,0,0,1179,3,9
352,7,0,2,0,0,0,0,310,2,0,7,1,0,0,0,0,9,0,5,1,4,49,326,0,1,2,16,0,0,0,0,39,110,0,0,1,2,0,1,321,3,1,19,15,0,15,846,0,1,1,8,315,7,13,0,1,290,45,0,0,0,10,0,17,906,317,0,2,0,0,0,1,0,0,0,1,0,5,0,0,3,0,122,0,0,320,0,38,2,44,0,0,34,0,0,18,12,0,0
29,179,0,1,1,23,1,460,0,1,0,0,66,0,0,0,0,0,0,0,0,55,8,0,22,0,9,0,1,0,163,1203,1,0,0,0,0,0,1,2,0,2,1,1,2,0,1,3,0,1217,0,0,0,10,7,0,4,1,0,0,1,1,0,1,3,1,2,2,0,0,1,9,1,0,0,1,1,0,0,1,1,30,31,1,0,0,0,0,1,0,56,10,0,1167,146,0,0,1,56,0
0,9,0,0,125,1,1,1,2,348,14,2,0,55,0,1,0,1,1,2,5,1,0,3,0,914,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,7,8,896,0,1,51,1,0,41,0,3,0,0,1,2,335,0,0,12,0,62,0,990,19,6,12,1,0,0,0,5,0,0,0,1,0,0,28,932,0,0,0,0,0,1,4,0,0,0,15,53,0,0,10,0,1,5,0,0
0,32,0,95,0,0,0,0,2,1584,0,0,232,9,0,565,1,0,195,24,0,2,13,0,11,3,0,4,1,0,8,0,0,0,0,2,2,1,0,4,79,30,9,0,58,1,1,3,0,1555,0,230,2,4,0,0,5,0,0,1,1,3,0,0,36,2,1,0,25,0,0,4,0,0,0,0,13,0,0,0,2,86,0,11,0,2,0,0,2,33,2,0,0,2,1,0,0,3,3,0
7,0,0,1,1,0,1,0,2,75,0,1,0,0,0,0,0,1,1,0,0,0,9,11,0,0,10,3,1,0,9,5,80,0,0,0,0,228,0,4,80,1,1,236,3,0,0,0,1,0,0,18,25,0,1,0,9,2,1715,2,0,19,233,3,0,2,1,1,34,1667,0,5,13,0,1,0,2,1,1,0,32,8,16,1,0,1,3,0,0,26,4,81,7,246,13,1,31,1,1,1
