"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1,1,0,145,22,0,0,2,0,5,0,0,19,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,66,9,1,1,4,1,2,2,65,0,15,57,1,2,52,4,11,2,0,0,0,0,17,23,0,0,58,440,5,18,23,425,13,2,1,3,3236,0,1,4,0,0,0,22,0,58,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,147
6,1,0,0,1,0,1,1,0,91,1,0,27,35,0,0,0,40,0,36,2,0,1,5,1612,0,217,3,1,0,1,0,39,0,0,2,0,2,1,0,1,1641,9,2,1,0,2,2,0,30,0,1,6,96,91,0,1,0,257,0,0,227,0,101,0,73,1,1,15,1,2,4,0,0,0,14,91,0,0,2,1,0,14,2,0,87,1,0,0,78,1,1,2,0,0,0,1,5,0,9
1251,20,0,0,3,1,68,0,66,30,0,27,0,0,139,443,0,9,1,8,0,0,63,29,0,0,67,5,3,0,1,446,0,0,0,1,0,0,1,0,4,22,212,4,0,0,13,6,0,5,0,0,0,4,1,0,0,3,1,173,0,0,2,0,0,0,3,1,24,0,161,0,6,1,0,63,0,0,12,16,2,1,0,2,0,74,0,0,5,1259,1,0,0,8,62,0,155,6,6,0
99,0,0,1,0,1900,0,1,0,0,0,0,2,720,0,14,0,0,30,1,245,0,0,0,0,0,260,0,0,1,11,2,0,1,0,1,1,267,0,0,3,0,0,0,0,0,30,0,0,11,1,2,94,4,0,0,15,0,0,2,0,0,42,0,4,10,675,2,2,0,83,0,1,0,0,1,1,0,94,268,0,0,0,0,0,0,33,8,0,0,39,1,14,1,1,0,0,1,0,0
0,660,1,4,2,4,0,0,8,0,1,0,2,2,0,0,0,89,0,0,0,0,268,0,1,1,8,1,0,1,708,1,9,40,1,2,102,2,0,4,675,0,0,15,0,0,0,1,0,3,235,2,0,41,1,0,4,0,0,5,0,0,0,0,2,1,29,0,5,1,0,255,27,0,0,679,82,0,1,1,0,0,37,82,0,4,28,0,0,1,6,3,37,1,6,0,14,1,704,89
22,0,0,0,0,0,0,0,138,397,22,21,6,0,0,1,0,1,0,0,10,0,4,44,0,0,17,0,0,0,152,1,0,145,0,1,0,3,0,0,5,7,388,8,6,0,5,1,0,8,1,11,1,0,0,1,0,2,0,2,0,1,1,152,0,0,0,1,1,0,3,0,1,0,0,1,1064,0,6,1,16,0,1,60,1,388,0,0,23,399,5,12,1,6,0,1,384,0,0,1040
1,2,0,94,0,0,0,1,0,1,0,33,17,2011,0,1,0,1,0,100,0,1932,13,2,4,1,5,5,1,0,1,3,0,0,0,1,1,0,0,4,110,1,0,278,4,0,1,2,1,0,0,2,0,6,5,0,2,1,0,91,0,0,0,0,3,95,6,2,16,3,1,0,1,0,0,3,15,0,0,5,1,2,45,0,0,3,1,8,0,10,0,0,4,4,0,0,16,0,1,16
1310,3,0,4,0,0,1,0,0,1,0,4,9,0,0,1,1,0,165,0,0,4,0,0,0,0,22,186,7,1,2,26,4,0,0,15,1279,0,1,0,0,1,0,28,1,0,0,0,0,0,21,0,51,168,1,0,23,0,0,5,0,4,0,18,0,0,491,0,3,0,0,482,19,0,0,450,10,0,1,6,10,1,1,54,0,1,0,12,1,1,2,1,0,6,77,0,0,2,1,1
87,0,0,0,0,5,1,0,0,25,0,0,1,0,0,12,0,686,1,1,250,0,32,0,0,13,0,0,0,0,247,36,5,0,0,0,0,7,1,0,81,0,0,1,3,0,11,6,0,0,0,1,1,248,0,0,6,28,0,4,0,0,1,1,0,10,1,0,1,34,0,2,8,0,0,4,1865,0,250,695,0,1,0,29,1,0,275,0,0,0,0,0,6,10,1,0,2,1,1,1
66,1253,0,0,0,60,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,27,0,0,3,69,1316,0,0,0,1,0,0,0,54,0,0,0,19,5,0,72,0,0,0,5,0,0,5,25,3,35,3,1,0,21,1,0,0,0,2,0,0,0,0,19,0,1,4,1,0,0,0,0,0,0,0,493,52,0,6,3,68,0,0,0,1285,0,0,0,0,0,0,0,0,9,3,1,2
