"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
23,2,0,7,1,1,0,339,2,1,1,1,0,1,0,2,0,2,0,1,0,16,0,381,2,0,47,44,12,0,1,370,0,0,1,3,0,0,0,2,2,333,0,4,1,0,140,0,0,8,18,0,0,0,23,0,1,0,1,0,0,6,6,19,1,0,330,0,2,322,0,15,8,0,0,1,2,1,0,11,18,3,0,349,1,0,341,1,0,0,23,984,0,4,11,0,374,355,18,0
6,1,0,9,37,22,0,0,6,8,1,4,4,5,0,1,0,0,1,68,173,0,0,0,1,0,12,11,24,0,2,0,2,0,0,81,0,0,0,0,1366,1,1,6,21,0,23,3,0,2,6,2,1355,7,202,0,0,0,8,0,0,2,0,0,0,195,2,2,3,0,1,18,8,0,0,0,26,0,0,4,5,27,8,5,0,0,0,1,1,492,0,4,465,25,6,0,10,208,0,0
9,3,0,7,30,1,3,0,1,10,0,24,1,0,0,0,0,213,0,72,74,0,0,0,561,591,39,1,201,1,5,1,2,0,1,20,0,567,0,0,0,1,1,29,25,0,29,1,0,0,1,0,1,1,0,0,31,0,0,0,0,1,5,1,0,0,3,0,0,0,0,2,7,1,0,2,0,0,61,1,1,1,582,2,0,2,1516,189,1,30,0,0,0,0,1,0,30,3,0,0
33,15,0,6,0,0,2,0,0,0,0,6,0,0,0,14,0,3,271,229,0,84,1,0,1,737,0,2,27,1,241,1,1,0,0,0,30,6,0,0,0,107,0,0,0,1,689,8,0,0,2,1,702,633,2,1,35,2,0,0,0,2,0,0,3,33,2,29,13,4,94,36,0,0,0,9,0,0,101,3,8,83,1,2,0,0,0,0,666,0,5,2,0,2,4,0,0,3,0,1
2,1,1,0,0,25,4,0,4,0,5,3,0,7,1,12,0,35,1,2,0,1,92,1,0,2,23,0,0,0,1,0,3,1,0,0,0,8,0,7,610,0,0,1,1,0,72,0,0,2,0,1,0,0,6,0,16,4,0,29,0,3,7,12,4,1,12,12,1,0,3,0,1528,0,0,24,6,0,0,0,1,0,1608,568,0,1,0,0,83,80,0,1,0,35,0,0,0,9,16,1
3,0,1,418,0,0,0,0,1,0,0,1,0,0,5,0,0,2,5,2,0,21,1,442,0,0,0,0,12,0,0,0,0,0,0,0,0,434,1,1,2,0,1,12,5,0,0,8,0,448,1,0,1,2,0,0,1166,0,0,2,0,429,1,3,0,1,0,0,0,0,16,21,0,0,0,5,0,0,1,49,0,19,9,0,0,14,0,149,1,0,0,0,0,0,1153,0,2,122,1,6
0,0,0,1,2,1000,125,1,0,0,0,0,0,1,0,21,0,15,1,355,0,2,1,1028,0,23,3,1,4,0,1,2,1,0,0,1,0,0,1,2,6,0,0,20,0,0,12,0,1,398,0,1,0,1,1,0,0,4,2,146,0,0,1,5,0,0,363,0,0,1,2,0,48,0,0,2,1,1,7,9,5,0,0,1,0,0,3,0,7,1,975,6,0,0,5,1,0,0,3,369
172,0,0,69,0,4,3,192,152,2,0,3,0,440,0,0,0,23,1,0,23,19,0,0,185,0,3,1,67,1,0,1,27,0,0,2,501,0,0,17,0,25,454,0,2,1,6,0,0,6,0,1,73,489,0,0,69,1332,0,24,0,2,0,10,0,508,0,0,0,1,0,8,2,0,0,2,1,0,5,0,2,8,3,3,0,0,0,0,1,31,4,0,0,14,1,0,2,2,0,0
0,4,0,2,0,8,1,0,1,0,1,18,5,0,0,0,1,0,0,457,9,18,2,66,4,23,1,0,426,0,23,1,2,0,0,162,0,1,0,1,4,8,0,1167,24,1,2,21,0,12,441,1,394,1,1,0,1,5,29,0,0,0,0,6,1206,3,24,0,0,10,1,22,1,0,0,6,2,0,0,21,62,0,0,0,2,0,151,0,67,0,0,1,0,0,4,0,4,3,54,1
14,355,0,5,0,0,0,0,56,1,0,0,22,0,0,1,0,2,358,3,1,985,0,0,0,4,0,1,2,1,5,2,7,1,0,1,0,369,1,0,0,0,4,6,0,0,144,4,0,0,1,4,2,6,1,1,384,1,14,0,0,1,18,1,1,15,0,1002,137,0,135,7,1,0,0,2,3,0,132,67,1,47,19,0,0,2,0,18,0,0,135,3,6,0,367,0,59,0,52,0
