"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1,0,0,2,0,1,0,11,72,0,0,0,2,0,0,4,0,0,0,0,2,0,1,0,0,1,1,4,0,1,0,13,0,0,0,1,91,87,1,0,0,1,4,0,0,1,1,1,1,0,5,0,662,5,6,2,0,0,0,0,1,0,77,0,15,0,1,0,0,0,0,12,0,0,0,1737,0,0,1,0,0,0,1671,0,1,0,28,0,6,85,0,0,13,0,0,0,32,90,245,0
0,0,0,0,1,1,2,0,0,66,0,1,0,1,0,1,0,0,0,0,461,7,168,0,194,0,1,3,0,1,61,0,0,67,0,10,0,0,0,0,450,1,0,0,0,0,0,0,0,0,2,179,2,77,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,461,1,0,1290,1,0,0,0,25,1,0,1,0,17,0,0,0,0,0,0,1234,4,0,1,0,3,0,18,0,169,0
0,0,0,1,0,0,3,1,241,1,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,219,74,0,0,235,1,0,0,587,72,90,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,3,0,0,0,27,3,0,0,0,0,0,0,2,24,1,1,1,0,0,1,1,0,1699,0,0,1,0,1,0,1682,0,0,2,3,1,4,0,0,0,2,0,3,0,0,0,1,0
0,12,1,6,34,1,1,0,0,177,0,199,0,0,0,3,0,0,9,3,0,186,502,5,0,27,22,12,1,0,1,12,65,0,0,0,494,0,0,14,192,1,62,1,6,1,0,2,0,1,1,0,0,0,3,1,2,1,7,0,0,0,22,0,0,0,0,0,25,0,0,1268,60,0,1,50,2,0,0,13,4,1,8,62,0,1,57,0,1,22,3,4,20,11,4,1,1285,0,6,1
0,0,0,2,3,2,127,0,1,0,0,0,142,0,1,1,0,0,943,2,0,61,0,0,3,887,17,0,2,0,926,16,0,0,0,0,0,3,0,1,17,2,0,1,54,0,5,104,0,44,0,0,3,0,10,1,0,0,2,1,0,2,3,4,1,44,0,21,4,5,118,17,38,0,0,8,8,0,10,7,130,113,0,0,0,4,0,0,2,1,123,1,0,882,12,0,1,0,50,7
25,62,0,1,1,1,0,20,8,8,156,28,2,0,0,1,0,0,0,162,10,414,0,1159,18,20,445,138,2,0,1,1,0,1,0,52,50,23,0,4,2,21,0,1192,0,0,1,1,0,1,5,1,0,0,24,0,1,3,18,1,0,17,4,23,0,422,5,6,1,1,4,0,1,0,0,0,0,1,0,54,0,168,13,1,0,6,0,0,4,0,6,2,165,1,1,1,1,6,1,1
0,1,1,666,1,1,0,693,4,678,0,0,2,1,0,694,0,0,0,4,0,1,14,1,106,4,0,6,1,0,693,0,0,1,0,0,0,0,0,0,16,1,45,0,4,0,3,1,0,0,0,0,2,3,32,0,0,0,0,0,0,84,0,4,0,0,0,0,0,247,244,0,1,0,0,0,0,0,0,1,3,1,25,0,0,2,0,0,35,0,0,1,0,1,0,1,1,1,5,663
12,3,0,3,1,0,31,1,14,0,0,0,17,0,1,0,0,2,1,4,12,3,0,0,0,0,20,0,1,0,0,0,0,21,0,0,0,5,0,1,614,0,1,0,31,0,0,1,1,31,0,3,0,1,9,0,0,5,76,4,0,0,1,0,3,3,1,0,229,1555,555,1,0,0,0,2,0,0,2,635,0,537,2,0,1,25,3,0,1,226,0,0,2,3,20,0,2,247,14,0
41,1,0,0,1,0,0,12,2,5,0,0,0,9,0,696,0,0,0,0,2,13,15,2,2,2,1,755,0,0,720,0,0,0,0,0,0,4,0,4,14,1,1,1,33,0,4,1,0,18,2,0,2,0,14,0,0,266,0,268,0,0,0,1,1,33,0,20,10,0,12,0,0,0,0,0,0,0,39,0,0,3,255,0,0,276,4,0,21,38,657,703,6,3,1,0,0,0,3,2
0,0,0,0,0,0,0,12,1256,156,0,0,0,2,0,171,1,0,1,1,0,0,0,1,0,0,1,0,1,420,0,0,0,1,0,0,0,0,0,1233,1,0,0,0,0,0,25,0,0,0,1,0,0,1,23,0,0,1,0,0,1,0,0,0,0,4,0,1,3,22,0,1,53,0,0,1,0,143,21,0,1185,0,0,0,0,9,0,0,0,0,4,179,0,4,4,0,0,0,55,1
