"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,194,0,0,0,1,17,0,497,0,2,10,0,215,0,0,0,2,0,0,61,484,523,0,1,504,0,1,2,0,0,0,0,0,0,546,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,513,4,0,531,10,8,191,3,0,0,0,4,11,0,5,0,0,0,0,0,1,0,5,3,3,16,0,0,1,0,467,24,0,18,0,79,0,0,4,1,0,0
2,3,0,251,0,1,0,16,0,101,0,95,2,27,1,19,1,100,1,36,0,0,0,0,2,1942,85,0,1,0,0,7,16,0,0,3,1,0,0,5,0,0,0,3,0,0,2,16,1,20,1,0,0,0,0,0,83,27,0,1,0,2,0,77,33,4,0,3,3,0,0,3,1,0,0,3,2,0,6,5,1911,7,2,4,1,0,1,0,0,0,1,41,11,1,0,0,1,3,2,0
0,6,0,0,0,0,1,1,0,1,2,33,3,522,1,0,0,11,2,0,3,164,0,0,1,172,0,8,0,0,5,0,3,0,0,0,1325,0,1,183,0,6,0,0,5,0,1388,1,0,0,0,1,171,1,8,0,29,0,0,2,0,72,25,62,10,1,0,0,1,8,0,26,0,0,0,74,73,0,9,2,1,5,28,17,0,7,0,0,168,66,0,2,0,80,0,0,200,2,0,1
7,0,1,0,0,2,0,975,0,0,0,949,1,1,55,0,0,0,0,0,387,2,6,52,6,8,0,59,0,0,1,2,0,0,0,0,0,20,0,1,957,1,1,0,0,0,0,2,0,0,2,0,133,0,1,0,0,0,2,62,0,145,1,0,0,1,0,36,0,1,997,0,10,0,0,0,4,0,2,0,49,1,1,1,0,0,41,0,0,1,0,1,2,0,0,0,0,3,5,2
109,106,0,1,113,1,0,2,3,0,1,0,7,30,0,0,0,10,18,0,34,110,754,0,777,1,1,1,1,0,7,1,5,0,0,1,4,0,0,0,0,2,8,0,17,0,5,14,0,0,3,4,4,0,0,0,0,781,1,39,0,14,4,45,52,4,0,3,0,13,11,38,0,0,0,0,746,0,1,277,15,2,0,15,0,11,0,0,0,769,1,0,1,1,0,0,0,0,1,0
0,0,1,0,0,8,36,0,2,0,1,91,5,88,0,0,0,10,1,0,2,89,0,0,0,1966,0,0,1,0,1,0,10,0,0,0,1,1,0,1,0,1,0,2,36,0,0,0,0,7,0,17,17,41,0,0,0,1,1,2,2,0,103,0,0,23,0,1,35,9,3,13,0,1,0,30,42,33,32,0,2,16,0,0,0,0,1948,0,1,232,0,1,0,0,1,0,1,31,0,0
18,0,0,0,2,3,4,0,0,0,0,2,0,0,0,3,0,2,21,2,0,0,490,0,1,0,1229,3,0,0,176,9,3,0,0,10,23,2,0,0,486,177,0,0,507,0,164,0,0,0,0,1,417,10,0,0,0,0,74,1,0,0,2,0,1,0,0,0,0,17,0,0,0,0,0,1,164,0,0,1,65,57,3,10,0,2,0,67,0,167,1,0,433,0,0,0,0,167,2,0
12,2,0,0,0,0,0,290,1,1,0,0,0,8,0,17,1,4,1,42,1,13,1,8,2,0,5,1,0,0,802,121,0,0,0,0,2,0,0,0,2,1,2,1,110,0,9,1,0,10,16,0,839,1,1,0,0,0,1,4,0,7,1,4,0,0,1,37,856,0,0,1,0,0,0,0,6,0,0,10,2,0,20,0,0,0,0,0,0,0,824,17,857,17,0,0,0,7,0,0
746,115,0,14,1,2,0,2,741,1,107,0,13,11,0,5,0,101,1,6,0,0,122,0,2,1,0,0,0,0,37,6,1,730,0,1,0,0,0,0,5,728,0,2,0,0,0,280,0,0,0,0,0,1,35,0,0,0,1,0,0,96,7,1,42,42,0,0,19,6,1,13,12,0,0,3,1,0,0,11,0,3,1,1,1,0,0,0,0,43,0,756,0,1,32,0,1,40,4,45
3,0,0,5,6,1,0,1,1,0,0,0,49,3,0,0,0,3,6,54,18,0,0,0,0,2,0,1,0,0,983,1,4,0,0,0,1004,18,0,0,22,0,5,0,2,0,0,46,1,358,1,0,0,20,0,0,1014,0,0,25,0,4,0,55,59,24,1,7,44,1,1,2,49,0,0,0,3,0,0,0,0,1,1,1,2,1,12,0,0,0,5,21,22,4,0,0,12,0,1011,0
114,1,1,0,6,326,12,0,2,4,0,15,891,881,0,0,0,0,0,2,10,1,0,1,317,14,18,126,2,0,2,0,0,0,0,14,0,1,0,5,5,898,3,1,1,0,0,3,1,2,2,4,0,0,1,0,1,331,22,1,0,0,0,1,6,301,4,6,0,0,316,3,0,0,0,0,41,0,2,1,0,17,0,2,0,12,0,1,0,43,1,5,2,128,53,0,11,0,2,0
0,0,1,0,0,0,0,78,5,0,0,1,201,2,0,6,1,1,0,0,1,36,4,0,0,6,536,2,1,0,1,0,11,0,0,6,0,60,0,0,1,0,86,1,1,0,0,0,1,1,0,71,0,0,0,0,0,0,203,0,0,3,4,180,0,0,1565,1,205,1,0,4,0,0,0,2,0,0,0,3,0,3,0,1,0,1,1604,0,0,0,0,0,1,1,1,0,1,86,4,4
8,0,0,0,57,34,3,0,12,59,0,0,12,3,0,1,1,56,2,0,2,1,10,0,1,9,14,68,0,0,25,7,12,1,0,0,0,23,0,0,24,28,21,2,0,0,0,0,0,1,0,1,2,0,0,0,183,0,0,0,0,0,2,1,0,5,19,1,0,1,464,0,54,0,0,482,1268,0,0,63,1,13,13,22,0,0,0,0,462,0,0,0,60,61,0,0,1297,25,0,3
2,12,0,24,3,3,3,0,1,0,0,17,29,2126,0,105,0,45,0,7,1,0,0,1,2,15,1,1,12,0,7,0,0,0,0,5,2,0,2,8,6,1,12,17,4,0,9,2,0,0,5,0,310,0,0,1,286,0,1,87,0,0,4,1,31,2,13,1,3,13,3,109,0,1,0,287,1,0,118,2,2,0,0,0,1,1,14,0,775,0,14,36,91,2,294,0,2,0,0,4
1,447,0,1,2,3,3,0,0,3,0,0,5,0,1,0,0,6,0,176,28,2,0,2,1,0,3,20,68,1,1221,8,1,0,0,5,0,0,1,9,1,2,0,1,2,1,1,3,0,6,10,7,2,3,1,0,0,11,155,47,0,8,6,0,47,4,1,28,0,13,50,1,8,1,0,2,0,0,19,28,1255,184,1,1,1,3,1,417,1,62,386,0,52,4,0,0,3,142,0,0
0,0,0,6,806,30,45,0,6,314,0,0,2,6,0,0,0,0,28,1,1,11,0,0,1,4,1,2,3,0,0,1,89,119,0,13,0,3,0,0,21,6,0,0,0,0,0,0,0,0,2,321,0,2,14,0,1,1,1,0,0,0,1,788,0,1,1,0,5,1,0,1,0,0,0,1,0,0,10,0,29,1,103,15,0,0,0,0,2,1,105,832,115,0,0,0,822,1,304,0
79,0,0,1,3,2,3,0,1,0,0,0,0,1,0,0,0,1,10,0,219,219,73,23,0,34,8,0,1,1,1,574,10,0,0,65,0,0,0,0,0,8,0,1,1,0,1,0,0,1,3,3,28,3,1504,0,15,6,27,0,0,1,74,10,221,0,18,4,0,2,13,0,1,0,1,0,32,0,13,536,0,6,0,1,0,204,0,213,79,71,0,0,1,551,3,1,6,2,1,5
1,13,1,2,0,1,0,0,3,1,0,0,4,116,0,1,0,19,95,8,1,0,323,7,0,332,48,45,51,134,1,15,1,0,0,2,7,41,0,0,128,0,0,2,52,0,0,0,0,1,0,0,125,295,2,0,42,0,1,0,0,878,12,20,9,0,2,1,6,0,0,859,0,0,2,0,1,0,4,0,0,8,0,6,0,2,0,0,925,16,0,0,12,312,0,1,1,2,0,0
616,37,0,87,1,0,0,0,90,0,0,0,0,0,0,0,0,8,0,6,1,0,1,0,225,24,7,0,0,0,5,0,0,0,0,12,0,0,0,1792,2,2,6,6,1,0,8,6,0,31,3,0,652,3,20,0,0,1,37,0,0,0,2,25,0,0,1,1,0,0,1,1,0,1,0,2,2,0,4,0,1,223,2,88,0,83,0,624,0,0,4,0,34,0,0,0,209,2,0,0
0,8,0,2,3,0,0,0,0,2,0,1,0,0,0,586,0,11,3,8,80,10,1,76,2,1607,33,1,600,0,76,4,19,83,0,1,0,7,1,1,89,579,0,0,0,0,3,0,0,1,78,0,32,3,28,0,0,0,2,33,1,0,221,1,3,0,0,11,73,31,1,36,3,0,0,0,0,1,25,70,34,1,0,0,0,10,80,0,0,1,9,0,0,78,0,0,0,0,236,0
