"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
1,10,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,69,68,3,0,471,21,0,36,0,0,0,2,71,0,2,57,0,12,0,0,0,5,1369,1296,1,1,7,2,5,1,1,0,3,74,1,484,2,0,2,0,1,1,0,0,0,0,2,510,2,29,0,0,0,7,177,0,0,2,0,0,33,1,2,0,11,21,1,0,0,74,0,1,19,0,0,3,1,1,1,1,9,3
3,8,0,1,4,0,67,1,163,0,0,1,2,1,0,14,0,29,0,180,2,1,0,1,0,2,0,0,0,0,8,0,0,0,0,29,0,3,0,0,0,8,3,0,8,0,7,0,0,3,30,1,209,1,0,0,211,0,6,4,0,1421,552,22,203,27,0,3,25,2,11,0,0,0,0,192,1,0,0,1,1,70,12,1,0,1,1,1,21,6,5,2,1375,1,4,0,0,25,0,3
217,0,0,8,2,0,1,0,2,3,0,8,2,1,0,562,1,0,41,219,0,80,79,0,2,16,5,0,7,0,0,0,9,1567,1,1,0,33,0,0,2,7,5,1,8,0,0,0,2,32,1,1,0,1,7,0,1580,0,0,4,0,0,14,0,0,1,0,15,202,1,2,1,0,0,0,5,2,1,0,1,1,0,1,0,0,4,88,0,13,1,10,25,12,5,12,0,1,34,28,2
0,2,1,43,0,101,0,0,0,1,0,1,775,1,0,301,0,1,0,2,0,10,0,0,0,0,3,0,2,0,12,775,0,1,0,0,0,794,0,37,2,0,15,0,4,0,0,1,0,17,0,0,0,4,47,0,797,12,0,0,0,1,0,6,1,106,0,0,0,1,1,3,738,0,0,5,1,0,0,12,0,0,0,38,0,2,2,0,0,0,304,0,0,1,2,0,0,0,0,14
12,12,0,178,1176,0,0,0,0,456,0,5,4,17,0,1,0,0,23,6,0,19,2,8,0,134,2,0,1,0,0,1,0,25,1,0,0,16,0,0,72,7,1,0,1,0,23,4,0,3,2,1,485,2,0,0,21,44,2,1,1,1,12,67,10,0,1,0,8,8,0,9,0,1,1,7,2,0,0,3,0,163,2,3,0,5,47,1162,0,437,178,1,1,2,0,0,38,1,55,6
0,18,0,2,362,4,1,0,0,4,969,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,0,0,10,2,0,21,0,0,1,3,1,18,9,0,7,7,0,0,0,0,0,0,0,5,949,10,1,0,0,1,129,956,0,0,0,3,0,0,2,0,0,1,4,2,0,2,0,3,2,0,0,54,4,943,1,0,0,2,3,0,18,0,0,1,3,0,390,0,0,1,48,0
2,14,0,2,7,186,178,0,1,2,0,1,0,0,0,0,0,0,0,27,1308,29,0,2,1,10,25,2,9,1,1,1,1,0,0,0,1,0,0,0,2,0,0,5,3,0,0,21,0,3,165,3,9,4,171,0,1,0,1,1,0,1,2,0,22,0,3,1,19,0,0,72,0,0,0,30,0,0,200,0,0,72,1,3,0,514,1301,0,0,1,542,2,2,0,11,0,0,0,1,0
60,1,0,1,3,70,10,0,1,2,0,0,9,4,0,0,0,0,16,0,521,0,0,1,0,1,6,3,10,0,18,186,3,509,0,0,1,0,0,2,0,9,2,0,216,0,70,502,0,0,0,11,72,2,2,0,6,0,0,0,0,2,6,1,1412,3,0,35,0,0,4,5,0,0,0,3,3,0,3,1,0,498,0,0,1,1,3,0,4,12,519,71,0,23,1,0,4,30,24,1
9,5,0,638,0,0,6,606,0,1,0,1,1,228,0,215,1,0,5,6,0,1,30,2,0,0,3,0,1,0,1,0,0,0,0,1,33,0,0,1,5,5,30,2,3,0,10,6,0,2,0,2,256,0,0,0,219,1693,1,1,0,1,0,1,4,5,0,3,0,2,0,4,0,0,2,0,0,0,9,2,89,0,2,633,0,0,0,0,0,207,0,1,0,1,0,0,0,1,0,3
0,4,0,103,0,9,10,324,4,0,0,15,0,0,0,4,0,0,810,0,278,51,29,23,0,11,45,37,0,0,0,0,12,0,0,5,0,0,0,6,301,2,0,4,2,0,0,6,0,0,3,44,120,0,6,0,0,1,294,2,0,0,0,0,0,0,0,779,0,38,1,7,21,0,0,8,0,0,0,2,290,0,105,0,0,2,0,118,275,0,779,0,0,1,2,0,0,3,4,0
