"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,46,0,5,0,1,0,0,0,891,932,4,34,0,0,5,0,1,114,0,2,0,50,0,0,4,0,127,15,0,4,3,2,1,0,0,1,14,1,0,5,0,128,6,0,0,0,0,0,879,0,0,5,0,4,0,0,0,0,16,0,2,41,1,19,2,1,1,3,3,895,2,0,0,0,0,0,0,0,1,0,2,0,3,0,0,1,17,0,338,0,0,0,1,19,0,14,9,0,325
414,0,0,7,7,27,140,0,0,0,0,1,18,4,0,7,1,21,5,0,0,2,408,12,12,19,4,2,1,0,49,2,4,0,1,0,1,415,0,0,2,1062,7,0,0,0,10,1,0,23,396,0,50,136,0,0,0,0,0,383,0,4,2,1,1,0,362,1,11,1,54,0,2,0,0,0,0,1,22,0,0,0,8,2,0,416,2,0,54,0,1,0,0,0,8,1,0,0,391,1
1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,2,0,1,118,2,121,0,3,1,4,16,1,1,11,0,350,45,8,0,1,0,0,1,0,906,1,0,914,0,0,0,1,1,0,1,0,1,152,2,8,0,0,6,924,0,1,135,0,0,0,10,2,0,123,0,1,0,1,0,0,0,0,1,1,133,0,2,0,5,0,1,0,0,23,3,0,939,1,0,3,0,4,0,0,1
1,11,1,0,1,2,1217,0,473,0,0,2,2,21,0,0,0,4,1,1,0,1,0,0,18,0,0,499,0,0,2,71,2,0,0,10,12,16,0,0,0,6,0,1,0,0,4,0,0,1,1,2,0,3,2,1,2,3,0,3,0,4,496,4,0,0,0,0,1,0,1,0,497,0,0,16,2,0,1,2,0,0,1,1,1,180,0,0,0,0,74,0,1263,4,1,0,54,0,0,0
0,0,0,3,0,29,14,0,0,1,0,97,35,0,1,0,1,0,0,761,0,81,0,23,250,1,1,0,20,0,33,18,1,1,83,3,12,2,0,719,31,2,1,3,0,0,2,0,0,0,0,0,0,0,800,0,0,20,1,1,1,0,1,0,41,0,2,0,1,2,11,97,7,0,0,99,0,1,2,6,745,2,3,1,1,0,0,3,769,15,6,0,0,31,0,0,98,0,1,3
125,0,0,105,3,289,0,0,1,5,0,1,18,0,0,5,0,119,41,0,17,0,800,1,0,6,15,0,848,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,3,1,2,316,0,2,1,0,6,2,825,0,0,0,0,0,0,6,0,11,3,0,0,0,318,0,8,1,0,0,0,2,6,0,0,6,0,0,1,0,0,3,39,0,0,0,4,0,0,50,1,0,0,0,862,115
137,3,0,47,0,0,120,1,0,0,6,0,1,1,0,121,0,0,0,0,8,0,10,0,1,19,13,0,138,0,960,21,10,0,1,0,956,0,0,0,2,0,0,6,0,0,3,1,0,3,55,124,0,2,0,0,0,0,982,0,0,955,0,3,3,0,0,3,6,0,8,0,0,0,0,1,0,0,1,7,45,3,0,0,0,0,16,0,0,125,2,1,3,20,0,1,1,20,24,0
20,291,0,116,0,0,125,0,0,0,0,0,8,4,0,0,0,7,5,2,0,828,35,5,0,0,18,1,4,0,7,6,3,0,0,1,0,45,0,0,301,2,30,817,41,0,104,4,0,0,2,0,0,3,1,0,4,0,0,0,0,23,0,780,0,0,5,0,0,4,0,0,6,0,1,6,47,0,0,3,0,285,114,1,0,17,14,0,38,0,1,1,19,0,1,0,793,1,0,0
4,607,0,24,0,2,24,1,79,0,0,228,0,0,1,3,0,16,3,18,0,0,1703,5,0,0,5,84,241,0,38,222,30,1,0,84,2,0,1,2,588,1,0,0,1,0,1,0,0,10,13,1,18,0,0,0,39,2,0,248,0,2,0,0,0,2,210,1,19,25,5,2,0,0,0,4,1,0,0,226,0,1,8,5,0,1,0,1,0,0,2,103,0,0,3,0,0,29,0,0
2,0,0,0,480,33,1,0,4,1,495,2,0,1,0,2,0,488,29,203,0,0,2,1,1,29,8,1,1,0,1313,2,22,3,0,26,1268,3,0,0,3,0,18,6,0,0,1,0,0,8,2,1,67,1,67,0,1,0,30,0,1,13,53,1,1,76,0,0,0,0,0,61,0,0,0,3,9,0,1,0,0,19,67,0,0,0,0,0,1,1,0,5,0,1,0,1,0,0,0,60
0,0,1,137,1,0,0,0,1,3,361,379,1,2,160,997,0,40,148,0,1,0,1031,1,2,5,1,4,0,0,0,50,3,1,1,1,0,2,0,126,5,1,0,1,1,0,1,3,0,5,1,49,1061,0,0,0,3,5,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,1,0,0,1,0,1,5,1,5,0,0,0,2,0,0,352,2,1,8,0,1,15,0,0,0,1,0
55,1,0,2,0,0,53,6,0,1,0,0,11,1,0,5,0,0,0,0,0,2,0,1,0,0,9,0,138,0,8,3,59,426,0,0,2,1,0,0,0,0,0,9,6,1,4,0,1,5,0,0,0,2,0,0,0,2,2,9,0,425,2,0,7,72,0,0,22,0,0,0,7,0,0,1,0,0,1201,1196,5,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,1155,72,3,1
2,0,0,3,167,151,0,0,2,182,0,523,0,0,0,1,0,8,10,516,0,505,1,1,2,31,1,82,2,0,77,1,23,1,1,21,2,0,0,2,0,0,2,4,0,0,5,2,0,1,18,0,6,14,0,0,526,25,0,0,0,1,8,0,3,24,1,21,3,3,0,1,194,2,0,79,2,0,3,1,178,70,1,1379,0,19,2,0,0,4,5,0,4,0,0,0,4,56,1,10
7,4,0,0,1,0,0,0,3,881,1,0,1,20,0,1,0,39,795,9,12,0,0,0,1,832,0,870,10,0,0,1,1,0,1,327,1,0,0,1,1,294,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,1,22,3,6,0,0,0,0,0,0,290,0,0,7,128,0,0,0,3,0,4,0,0,1,0,0,58,0,7,290,0,38,1,0,0,0,0,17
1,0,0,13,0,299,3,0,22,0,811,1,0,8,0,1,0,1,0,3,1,847,11,0,0,2,0,0,0,1,0,121,2,1,0,0,0,13,0,303,1,0,0,291,16,0,0,0,0,1,5,14,0,0,2,0,813,1,777,11,0,0,4,0,0,1,2,0,18,0,0,0,1,0,0,0,7,0,0,0,0,0,3,0,0,3,279,0,4,46,0,0,16,2,98,0,0,0,116,3
908,0,0,4,30,108,0,0,0,56,0,2,1,116,0,23,0,2,17,0,5,10,14,3,60,0,0,0,9,0,1,0,3,0,2,2,0,311,0,0,1,1,12,1,13,0,0,0,0,1,0,1,883,329,1,0,0,9,2,3,0,5,0,7,0,0,1,2,852,0,1,1,125,0,0,1,34,0,1,1,0,1,5,12,1,0,2,122,15,0,1,0,0,1,1,1,0,23,0,840
36,1,0,8,5,4,4,3,1,0,0,0,2,0,0,0,0,0,33,1,92,2,0,4,6,1568,2,2,0,0,1,0,1,1574,0,542,0,70,0,1,79,0,0,1,1,1,8,0,1,1,227,31,7,38,0,0,2,202,87,0,0,0,10,0,1,2,2,0,0,4,1,0,0,0,0,3,0,0,0,1,3,1,0,0,0,20,0,0,3,8,0,0,30,1,0,0,30,0,0,231
0,0,0,0,4,0,24,15,55,5,2,0,0,0,0,0,0,58,0,0,8,136,3,0,0,0,2,18,4,0,3,1,52,7,0,1,0,3,0,0,1,4,0,54,48,0,1,3,0,0,3,2,0,3,0,0,1,0,16,0,0,1044,0,0,0,2,3,0,0,381,1,1026,0,0,0,2,43,0,0,0,3,963,0,5,0,350,139,0,3,136,138,7,11,0,0,0,5,145,0,56
