V61,V49,V75,V35,V46
0,0,0,0,0
1,0,1,0,0
0,0,0,1,1
0,0,0,0,0
0,0,0,0,0
0,1,0,0,1
0,1,1,0,0
1,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
1,0,0,1,1
0,0,0,0,0
0,1,1,0,0
0,1,0,1,1
0,0,0,0,0
1,0,0,1,2
0,0,0,1,0
0,1,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,2,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
1,0,1,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,1,0,0,0
0,1,0,0,1
0,1,0,2,0
0,1,0,0,1
0,1,1,0,0
0,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
1,0,0,0,0
0,1,1,1,0
0,0,0,0,0
1,1,0,0,0
0,0,0,0,0
1,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,1,0,1,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,1,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,0,0
1,0,0,0,0
0,2,1,0,0
6,6,7,5,3
1,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
0,1,0,1,0
0,0,1,0,0
0,0,0,0,0
0,0,0,0,0
1,0,1,0,1
0,0,0,0,0
0,0,1,0,0
0,0,1,0,1
0,1,0,0,0
1,0,0,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,1,1,1,0
0,0,0,0,1
0,0,0,0,0
0,0,1,1,0
0,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,1
0,0,2,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
