V42,V55,V25
1,0,0
1641,91,1612
22,1,0
0,0,0
0,1,1
7,0,0
1,5,4
1,1,0
0,0,0
0,1,0
4,0,13
1,0,0
83,0,0
0,2,0
0,0,0
2,0,0
1,0,0
1,1,1
2,1,0
74,1,0
6,3,9
0,0,2
0,0,3
3,1,4
1,1,8
0,96,1
1,1,1
0,0,2
1,0,0
0,0,71
0,1,0
22,392,2
1,2,1
0,0,0
0,2,96
0,0,0
1,0,0
0,2,0
0,0,0
12,5,0
499,10,2
0,1,1
0,2,3
0,2,216
1,2,0
0,0,0
0,140,7
0,0,0
8,1,0
0,0,0
0,49,0
0,0,0
3,1,5
1,492,0
20,0,0
22,0,0
4,0,0
0,0,0
0,0,0
0,0,1
2,0,1
0,0,0
16,26,5
0,0,0
19,0,459
1,0,5
529,1,0
1,0,1
0,1,1
0,0,0
0,0,0
0,0,3
1,1,2
519,0,212
0,1,18
2,3,0
0,6,302
1,2,1113
2,18,35
1,0,1
0,4,0
1013,133,341
0,0,0
0,3,4
0,0,4
0,1,1
0,12,39
0,0,0
0,11,0
3,0,13
2,0,5
1,0,0
2,0,23
0,5,4
0,1,2
0,169,4
0,15,0
0,9,2
1,0,1
0,13,0
2,0,0
0,0,0
0,3,0
0,0,0
1,0,4
1,5,0
0,0,1
2,0,0
0,0,20
0,0,0
2,1,1
0,0,75
0,35,110
1441,1485,2
1,0,313
0,0,0
0,2,0
1,1,1
0,0,0
0,0,0
