V30,V37,V24,V13,V25,V9
6,3,2,6,4,3
1,1,0,0,1,1
0,0,2,1,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,1,0,0,0,0
0,0,1,0,0,0
0,0,0,0,1,0
1,2,0,0,0,0
1,3,0,3,1,2
0,0,0,0,1,0
0,0,1,2,0,2
0,0,1,2,0,0
0,1,0,1,0,1
0,0,0,1,1,4
1,2,0,2,0,2
2,1,0,1,4,1
0,0,0,0,1,1
1,0,0,0,0,0
0,0,0,1,0,0
0,1,0,1,0,0
4,1,0,0,2,0
0,0,1,0,0,0
0,0,1,0,0,0
1,0,1,0,0,0
0,1,1,0,0,0
0,0,1,3,1,0
0,2,0,2,2,2
0,0,1,0,1,1
0,0,2,0,0,0
0,1,0,0,0,2
0,0,0,0,0,1
1,2,1,1,1,1
0,0,1,0,1,0
1,4,1,1,4,2
1,0,0,0,0,1
0,0,0,1,1,0
1,0,1,0,2,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,1,1,0,0
1,2,2,0,2,1
1,1,0,1,2,0
1,2,1,0,0,0
0,0,1,3,0,1
1,1,0,0,0,0
0,0,0,0,1,0
1,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,0,0,0
1,0,0,0,2,0
0,0,0,2,1,1
12,12,14,16,12,12
0,0,0,1,0,1
1,1,0,0,1,0
0,0,0,1,1,0
0,0,0,0,0,1
2,2,3,5,0,2
2,0,2,0,0,0
1,0,0,0,1,2
0,2,0,0,0,0
2,0,0,1,0,1
2,0,1,0,0,0
1,2,0,1,0,0
0,1,0,0,0,1
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,0,0,2,1,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
1,0,0,0,0,1
0,0,1,1,0,0
2,1,0,0,0,2
1,0,1,3,1,0
1,2,0,1,0,0
