V30,V27,V86
0,20,0
1,66,76
1,5,0
0,20,0
0,37,0
0,0,0
0,1,0
0,0,1
1,1,2
0,52,0
0,55,2
0,6,17
0,3,8
0,0,1
0,0,28
0,3,48
0,0,0
0,39,1
0,5,2
0,883,1
0,0,1
0,3,0
0,0,18
0,1,4
0,8,1
0,3,0
0,70,10
0,5,2
1,0,0
0,4,7
1,3,6
0,369,141
0,4,1486
0,619,630
0,2,0
0,9,14
0,0,0
0,2,140
0,0,3
1,2,1
0,1,1
0,22,11
0,1,5
0,1,1
1,2,82
0,2,7
0,4,1
2,1,167
1,2,18
0,48,3
0,0,50
0,31,448
0,1,232
169,1209,1230
0,8,1
0,17,8
0,0,5
0,1,0
0,2,241
1,30,2
0,2,2
0,0,0
0,4,1
0,0,12
0,15,62
0,15,13
0,0,336
0,10,1
1,0,0
0,4,28
1,139,108
0,6,83
0,2,0
1,1,1
0,0,40
0,0,1
0,0,0
0,0,3
0,1,0
0,8,137
1,1,3
0,1,0
0,400,1
0,4,0
0,7,1
0,1,5
0,1,1
0,7,20
0,1,148
0,6,0
0,2,1
1,0,3
1,0,2
0,1,24
0,13,2
0,197,1
0,10,0
0,1,0
0,1,43
0,17,2
0,59,48
0,41,1
0,2,66
1,0,0
0,1,15
0,9,26
0,1,0
0,10,0
0,7,1
0,4,13
0,0,16
0,10,420
0,5,0
0,1,68
0,3,1
0,0,4
0,16,0
0,3,5
0,0,1
0,0,1
