V79,V32,V95
36,1,6
23,20,0
0,0,1
0,0,2
2,2,0
1,3,111
0,0,2
1,0,0
2,4,0
75,6,3
0,2,2
8,4,1
7,27,0
4,247,1
0,9,50
0,2,0
1,1,0
2,2,4
1,0,1
0,12,0
5,6,439
0,1,0
0,2,1
3,4,0
15,5,18
18,0,0
17,23,5
2,21,1
1,2,0
4,7,4
0,0,5
69,38,3
0,151,110
2,4,0
3,8,20
774,787,2
2,1,1
0,0,31
2,21,0
56,1,75
4,14,0
5,0,0
27,3,0
6,2,1
33,100,2
3,0,0
4,0,0
205,29,1
1,55,1
773,115,787
1,8,0
107,106,862
0,0,0
0,36,0
3,0,5
3,0,1
276,1,0
9,3,2
15,0,46
2,0,0
13,4,2
0,1,1
0,0,0
1,1,0
5,1,0
1,105,0
1,0,0
1,1,1
2,8,0
1,0,0
1,2,0
6,0,47
1,5,0
0,0,0
0,1,2
3,0,21
2,2,0
0,3,1
1,5,0
0,1,0
0,0,0
0,2,2
1,5,70
23,31,190
0,1,1
2,0,7
0,137,9
0,15,0
10,26,26
7,0,1
12,2,0
1,6,584
0,0,1
24,3,0
9,9,128
1,3,0
2,1,0
515,2,1443
0,0,2
0,7,212
27,1,1
0,2,1
0,0,0
60,10,0
22,21,1
0,1,1
0,0,0
1,0,1
10,2,4
1,10,0
12,141,43
26,4,2
0,4,2
6,1,9
0,284,0
1,113,1
0,21,1
60,179,0
4,0,0
0,349,0
