"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
1.86025717270166,-0.418056694745698,0.0932373920838734,-0.2989991278441,-0.749484097414233,0,-0.174553508553159,-0.108157360476253,0,-0.00535066805339555
-0.418056694745698,1.65202625476477,0,0,0,0,0,-0.305763315164383,-0.093607903577257,-0.582119560253897
0.0932373920838734,0,1.306914585765,-0.343643950365752,0,0,0,-0.137203489633089,-0.428837083857076,0.119595670790907
-0.2989991278441,0,-0.343643950365752,1.65707001839235,-0.195058715563725,-0.665330668725805,0.139999270733986,0,0,0.0292506131968926
-0.749484097414233,0,0,-0.195058715563725,2.0435552291753,-0.339649294336891,-0.312410755580462,0,-0.409668808440924,-0.0243535936759688
0,0,0,-0.665330668725805,-0.339649294336891,2.28929934685135,0,-0.0560192556283304,-0.14978862343443,-1.05412046586884
-0.174553508553159,0,0,0.139999270733986,-0.312410755580462,0,1.28794204878774,-0.134918589168446,-0.178749266500499,-0.0777292176657734
-0.108157360476253,-0.305763315164383,-0.137203489633089,0,0,-0.0560192556283304,-0.134918589168446,1.5365594510308,-0.527997431262933,0
0,-0.093607903577257,-0.428837083857076,0,-0.409668808440924,-0.14978862343443,-0.178749266500499,-0.527997431262933,1.81065735155791,-0.00959011600212371
-0.00535066805339555,-0.582119560253897,0.119595670790907,0.0292506131968926,-0.0243535936759688,-1.05412046586884,-0.0777292176657734,0,-0.00959011600212371,1.99182877702426
