V9,V37,V30,V24
0,0,1,1
0,1,1,1
0,0,0,0
0,1,0,0
1,2,3,1
0,1,0,0
0,0,0,1
0,0,0,1
0,1,0,0
0,0,0,0
1,0,0,0
1,0,1,0
0,0,0,1
0,1,0,0
0,0,0,0
1,0,0,0
0,0,0,0
1,2,0,1
1,0,2,0
0,0,0,2
0,0,0,0
1,0,2,1
0,0,0,0
0,0,0,1
1,0,0,0
0,0,0,0
0,0,1,0
0,0,2,0
0,1,0,0
0,0,2,0
0,0,0,1
0,0,0,1
0,0,0,0
1,0,0,1
0,0,0,0
0,2,0,0
0,0,2,0
0,0,0,2
0,0,2,1
0,1,1,1
0,0,1,0
1,0,0,0
1,0,0,1
1,0,1,0
0,0,0,0
0,0,1,0
0,0,0,0
0,1,0,0
1,0,0,1
0,1,0,1
0,0,0,0
0,0,0,1
0,0,0,0
0,0,0,1
0,1,0,0
0,0,1,0
0,0,0,1
0,1,0,2
0,0,0,0
1,0,0,1
0,0,0,0
0,0,1,0
1,1,0,0
0,0,1,0
1,0,0,1
0,0,0,0
0,1,0,0
0,0,1,3
0,1,0,0
8,4,6,4
0,1,0,0
0,0,1,0
1,0,0,1
1,0,0,0
1,0,0,1
0,0,0,0
1,1,1,1
1,0,0,0
0,0,1,0
2,1,1,1
